Year,Units,Regions,Area,Sex,Education,Marital status,citizenship,GeoCode,Value
2016,per 100000 population,Pavlodar,Population of rural areas,,,,,,18.82
2017,per 100000 population,Pavlodar,Population of rural areas,,,,,,9.92
2018,per 100000 population,Pavlodar,Population of rural areas,,,,,,16.25
2010,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,19.0
2011,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,12.65
2012,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,14.0
2013,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,11.26
2014,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,18.7
2015,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,10.47
2016,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,9.14
2017,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,11.9
2018,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,12.81
2018,per 100000 population,Turkistan,Population of rural areas,,,,,,18.22
2010,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,20.96
2011,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,16.54
2012,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,20.83
2013,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,19.48
2014,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,15.97
2015,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,19.68
2016,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,18.54
2017,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,13.22
2018,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,14.8
2010,per 100000 population,,,Male,,,,,31.46
2011,per 100000 population,,,Male,,,,,28.78
2012,per 100000 population,,,Male,,,,,29.25
2013,per 100000 population,,,Male,,,,,28.79
2014,per 100000 population,,,Male,,,,,25.28
2015,per 100000 population,,,Male,,,,,23.38
2016,per 100000 population,,,Male,,,,,23.3
2017,per 100000 population,,,Male,,,,,19.35
2018,per 100000 population,,,Male,,,,,20.02
2010,per 100000 population,Akmola,,Male,,,,,27.98
2011,per 100000 population,Akmola,,Male,,,,,24.34
2012,per 100000 population,Akmola,,Male,,,,,23.76
2013,per 100000 population,Akmola,,Male,,,,,24.53
2014,per 100000 population,Akmola,,Male,,,,,21.1
2015,per 100000 population,Akmola,,Male,,,,,14.54
2016,per 100000 population,Akmola,,Male,,,,,19.58
2017,per 100000 population,Akmola,,Male,,,,,22.14
2018,per 100000 population,Akmola,,Male,,,,,17.02
2010,per 100000 population,Aktobe,,Male,,,,,22.39
2011,per 100000 population,Aktobe,,Male,,,,,20.2
2012,per 100000 population,Aktobe,,Male,,,,,27.55
2013,per 100000 population,Aktobe,,Male,,,,,28.95
2014,per 100000 population,Aktobe,,Male,,,,,20.82
2015,per 100000 population,Aktobe,,Male,,,,,23.73
2016,per 100000 population,Aktobe,,Male,,,,,16.74
2017,per 100000 population,Aktobe,,Male,,,,,15.29
2018,per 100000 population,Aktobe,,Male,,,,,18.65
2010,per 100000 population,Almaty,,Male,,,,,37.81
2011,per 100000 population,Almaty,,Male,,,,,38.67
2012,per 100000 population,Almaty,,Male,,,,,39.08
2013,per 100000 population,Almaty,,Male,,,,,42.99
2014,per 100000 population,Almaty,,Male,,,,,34.58
2015,per 100000 population,Almaty,,Male,,,,,37.07
2016,per 100000 population,Almaty,,Male,,,,,36.45
2017,per 100000 population,Almaty,,Male,,,,,28.94
2018,per 100000 population,Almaty,,Male,,,,,26.49
2010,per 100000 population,Atyrau,,Male,,,,,1.94
2011,per 100000 population,Atyrau,,Male,,,,,29.24
2012,per 100000 population,Atyrau,,Male,,,,,28.6
2013,per 100000 population,Atyrau,,Male,,,,,31.59
2014,per 100000 population,Atyrau,,Male,,,,,20.57
2015,per 100000 population,Atyrau,,Male,,,,,17.66
2016,per 100000 population,Atyrau,,Male,,,,,15.9
2017,per 100000 population,Atyrau,,Male,,,,,12.24
2018,per 100000 population,Atyrau,,Male,,,,,22.65
2010,per 100000 population,Batys Kazakhstan,,Male,,,,,19.84
2011,per 100000 population,Batys Kazakhstan,,Male,,,,,25.46
2012,per 100000 population,Batys Kazakhstan,,Male,,,,,24.92
2013,per 100000 population,Batys Kazakhstan,,Male,,,,,26.35
2014,per 100000 population,Batys Kazakhstan,,Male,,,,,21.79
2015,per 100000 population,Batys Kazakhstan,,Male,,,,,21.89
2016,per 100000 population,Batys Kazakhstan,,Male,,,,,23.95
2017,per 100000 population,Batys Kazakhstan,,Male,,,,,21.49
2018,per 100000 population,Batys Kazakhstan,,Male,,,,,27.64
2010,per 100000 population,Zhambyl,,Male,,,,,46.75
2011,per 100000 population,Zhambyl,,Male,,,,,45.79
2012,per 100000 population,Zhambyl,,Male,,,,,42.51
2013,per 100000 population,Zhambyl,,Male,,,,,37.55
2014,per 100000 population,Zhambyl,,Male,,,,,27.85
2015,per 100000 population,Zhambyl,,Male,,,,,33.95
2016,per 100000 population,Zhambyl,,Male,,,,,33.84
2017,per 100000 population,Zhambyl,,Male,,,,,23.69
2018,per 100000 population,Zhambyl,,Male,,,,,26.82
2010,per 100000 population,Karagandy,,Male,,,,,31.07
2011,per 100000 population,Karagandy,,Male,,,,,26.1
2012,per 100000 population,Karagandy,,Male,,,,,32.37
2013,per 100000 population,Karagandy,,Male,,,,,29.27
2014,per 100000 population,Karagandy,,Male,,,,,23.71
2015,per 100000 population,Karagandy,,Male,,,,,22.8
2016,per 100000 population,Karagandy,,Male,,,,,18.16
2017,per 100000 population,Karagandy,,Male,,,,,17.87
2018,per 100000 population,Karagandy,,Male,,,,,21.85
2010,per 100000 population,Kostanay,,Male,,,,,19.7
2011,per 100000 population,Kostanay,,Male,,,,,18.05
2012,per 100000 population,Kostanay,,Male,,,,,20.46
2013,per 100000 population,Kostanay,,Male,,,,,23.57
2014,per 100000 population,Kostanay,,Male,,,,,27.14
2015,per 100000 population,Kostanay,,Male,,,,,23.01
2016,per 100000 population,Kostanay,,Male,,,,,13.9
2017,per 100000 population,Kostanay,,Male,,,,,16.11
2018,per 100000 population,Kostanay,,Male,,,,,14.46
2010,per 100000 population,Kyzylorda,,Male,,,,,29.76
2011,per 100000 population,Kyzylorda,,Male,,,,,26.94
2012,per 100000 population,Kyzylorda,,Male,,,,,30.6
2013,per 100000 population,Kyzylorda,,Male,,,,,24.57
2014,per 100000 population,Kyzylorda,,Male,,,,,18.24
2015,per 100000 population,Kyzylorda,,Male,,,,,20.04
2016,per 100000 population,Kyzylorda,,Male,,,,,27.29
2017,per 100000 population,Kyzylorda,,Male,,,,,17.2
2018,per 100000 population,Kyzylorda,,Male,,,,,18.46
2010,per 100000 population,Mangistau,,Male,,,,,36.55
2011,per 100000 population,Mangistau,,Male,,,,,22.61
2012,per 100000 population,Mangistau,,Male,,,,,23.16
2013,per 100000 population,Mangistau,,Male,,,,,26.5
2014,per 100000 population,Mangistau,,Male,,,,,27.3
2015,per 100000 population,Mangistau,,Male,,,,,20.53
2016,per 100000 population,Mangistau,,Male,,,,,24.05
2017,per 100000 population,Mangistau,,Male,,,,,15.1
2018,per 100000 population,Mangistau,,Male,,,,,11.7
2010,per 100000 population,Ontustik Kazakhstan,,Male,,,,,50.05
2011,per 100000 population,Ontustik Kazakhstan,,Male,,,,,39.96
2012,per 100000 population,Ontustik Kazakhstan,,Male,,,,,33.58
2013,per 100000 population,Ontustik Kazakhstan,,Male,,,,,35.39
2014,per 100000 population,Ontustik Kazakhstan,,Male,,,,,32.69
2015,per 100000 population,Ontustik Kazakhstan,,Male,,,,,27.32
2016,per 100000 population,Ontustik Kazakhstan,,Male,,,,,29.39
2017,per 100000 population,Ontustik Kazakhstan,,Male,,,,,26.37
2010,per 100000 population,Pavlodar,,Male,,,,,22.25
2011,per 100000 population,Pavlodar,,Male,,,,,26.76
2012,per 100000 population,Pavlodar,,Male,,,,,24.42
2013,per 100000 population,Pavlodar,,Male,,,,,18.09
2014,per 100000 population,Pavlodar,,Male,,,,,23.9
2015,per 100000 population,Pavlodar,,Male,,,,,18.2
2016,per 100000 population,Pavlodar,,Male,,,,,21.24
2017,per 100000 population,Pavlodar,,Male,,,,,11.75
2018,per 100000 population,Pavlodar,,Male,,,,,16.81
2010,per 100000 population,Soltustik Kazakhstan,,Male,,,,,26.65
2011,per 100000 population,Soltustik Kazakhstan,,Male,,,,,16.83
2012,per 100000 population,Soltustik Kazakhstan,,Male,,,,,19.85
2013,per 100000 population,Soltustik Kazakhstan,,Male,,,,,17.44
2014,per 100000 population,Soltustik Kazakhstan,,Male,,,,,23.41
2015,per 100000 population,Soltustik Kazakhstan,,Male,,,,,17.27
2016,per 100000 population,Soltustik Kazakhstan,,Male,,,,,15.91
2017,per 100000 population,Soltustik Kazakhstan,,Male,,,,,15.68
2018,per 100000 population,Soltustik Kazakhstan,,Male,,,,,14.66
2018,per 100000 population,Turkistan,,Male,,,,,28.02
2010,per 100000 population,Shygys Kazakhstan,,Male,,,,,29.37
2011,per 100000 population,Shygys Kazakhstan,,Male,,,,,24.41
2012,per 100000 population,Shygys Kazakhstan,,Male,,,,,28.51
2013,per 100000 population,Shygys Kazakhstan,,Male,,,,,24.13
2014,per 100000 population,Shygys Kazakhstan,,Male,,,,,20.49
2015,per 100000 population,Shygys Kazakhstan,,Male,,,,,21.67
2016,per 100000 population,Shygys Kazakhstan,,Male,,,,,23.66
2017,per 100000 population,Shygys Kazakhstan,,Male,,,,,16.04
2018,per 100000 population,Shygys Kazakhstan,,Male,,,,,17.46
2010,per 100000 population,Nur-Sultan city,,Male,,,,,20.13
2011,per 100000 population,Nur-Sultan city,,Male,,,,,15.47
2012,per 100000 population,Nur-Sultan city,,Male,,,,,15.78
2013,per 100000 population,Nur-Sultan city,,Male,,,,,17.95
2014,per 100000 population,Nur-Sultan city,,Male,,,,,14.66
2015,per 100000 population,Nur-Sultan city,,Male,,,,,12.5
2016,per 100000 population,Nur-Sultan city,,Male,,,,,12.59
2017,per 100000 population,Nur-Sultan city,,Male,,,,,12.02
2018,per 100000 population,Nur-Sultan city,,Male,,,,,12.23
2010,per 100000 population,Almaty city,,Male,,,,,20.39
2011,per 100000 population,Almaty city,,Male,,,,,18.81
2012,per 100000 population,Almaty city,,Male,,,,,21.31
2013,per 100000 population,Almaty city,,Male,,,,,17.66
2014,per 100000 population,Almaty city,,Male,,,,,19.38
2015,per 100000 population,Almaty city,,Male,,,,,13.86
2016,per 100000 population,Almaty city,,Male,,,,,12.66
2017,per 100000 population,Almaty city,,Male,,,,,12.08
2018,per 100000 population,Almaty city,,Male,,,,,13.29
2018,per 100000 population,Shymkent city,,Male,,,,,16.75
2010,per 100000 population,,Population of urban areas,Male,,,,,27.39
2011,per 100000 population,,Population of urban areas,Male,,,,,25.11
2012,per 100000 population,,Population of urban areas,Male,,,,,25.41
2013,per 100000 population,,Population of urban areas,Male,,,,,25.02
2014,per 100000 population,,Population of urban areas,Male,,,,,22.42
2015,per 100000 population,,Population of urban areas,Male,,,,,19.77
2016,per 100000 population,,Population of urban areas,Male,,,,,18.54
2017,per 100000 population,,Population of urban areas,Male,,,,,16.47
2018,per 100000 population,,Population of urban areas,Male,,,,,17.73
2010,per 100000 population,Akmola,Population of urban areas,Male,,,,,26.91
2011,per 100000 population,Akmola,Population of urban areas,Male,,,,,20.63
2012,per 100000 population,Akmola,Population of urban areas,Male,,,,,22.42
2013,per 100000 population,Akmola,Population of urban areas,Male,,,,,24.74
2014,per 100000 population,Akmola,Population of urban areas,Male,,,,,18.47
2015,per 100000 population,Akmola,Population of urban areas,Male,,,,,12.22
2016,per 100000 population,Akmola,Population of urban areas,Male,,,,,15.22
2017,per 100000 population,Akmola,Population of urban areas,Male,,,,,26.84
2018,per 100000 population,Akmola,Population of urban areas,Male,,,,,16.45
2010,per 100000 population,Aktobe,Population of urban areas,Male,,,,,19.84
2011,per 100000 population,Aktobe,Population of urban areas,Male,,,,,16.79
2012,per 100000 population,Aktobe,Population of urban areas,Male,,,,,24.38
2013,per 100000 population,Aktobe,Population of urban areas,Male,,,,,24.85
2014,per 100000 population,Aktobe,Population of urban areas,Male,,,,,22.63
2015,per 100000 population,Aktobe,Population of urban areas,Male,,,,,23.33
2016,per 100000 population,Aktobe,Population of urban areas,Male,,,,,15.63
2017,per 100000 population,Aktobe,Population of urban areas,Male,,,,,12.92
2018,per 100000 population,Aktobe,Population of urban areas,Male,,,,,16.91
2010,per 100000 population,Almaty,Population of urban areas,Male,,,,,38.76
2011,per 100000 population,Almaty,Population of urban areas,Male,,,,,38.62
2012,per 100000 population,Almaty,Population of urban areas,Male,,,,,42.69
2013,per 100000 population,Almaty,Population of urban areas,Male,,,,,49.44
2014,per 100000 population,Almaty,Population of urban areas,Male,,,,,37.12
2015,per 100000 population,Almaty,Population of urban areas,Male,,,,,40.74
2016,per 100000 population,Almaty,Population of urban areas,Male,,,,,38.97
2017,per 100000 population,Almaty,Population of urban areas,Male,,,,,27.16
2018,per 100000 population,Almaty,Population of urban areas,Male,,,,,30.37
2010,per 100000 population,Atyrau,Population of urban areas,Male,,,,,2.51
2011,per 100000 population,Atyrau,Population of urban areas,Male,,,,,30.12
2012,per 100000 population,Atyrau,Population of urban areas,Male,,,,,35.66
2013,per 100000 population,Atyrau,Population of urban areas,Male,,,,,32.21
2014,per 100000 population,Atyrau,Population of urban areas,Male,,,,,18.63
2015,per 100000 population,Atyrau,Population of urban areas,Male,,,,,12.0
2016,per 100000 population,Atyrau,Population of urban areas,Male,,,,,12.34
2017,per 100000 population,Atyrau,Population of urban areas,Male,,,,,9.91
2018,per 100000 population,Atyrau,Population of urban areas,Male,,,,,24.69
2010,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,18.8
2011,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,32.37
2012,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,30.27
2013,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,29.06
2014,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,24.4
2015,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,19.89
2016,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,22.89
2017,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,22.29
2018,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,30.69
2010,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,42.89
2011,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,46.71
2012,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,38.87
2013,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,31.84
2014,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,26.46
2015,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,29.35
2016,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,29.12
2017,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,18.88
2018,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,23.15
2010,per 100000 population,Karagandy,Population of urban areas,Male,,,,,30.31
2011,per 100000 population,Karagandy,Population of urban areas,Male,,,,,25.83
2012,per 100000 population,Karagandy,Population of urban areas,Male,,,,,27.3
2013,per 100000 population,Karagandy,Population of urban areas,Male,,,,,26.3
2014,per 100000 population,Karagandy,Population of urban areas,Male,,,,,23.86
2015,per 100000 population,Karagandy,Population of urban areas,Male,,,,,22.45
2016,per 100000 population,Karagandy,Population of urban areas,Male,,,,,16.25
2017,per 100000 population,Karagandy,Population of urban areas,Male,,,,,15.43
2018,per 100000 population,Karagandy,Population of urban areas,Male,,,,,19.92
2010,per 100000 population,Kostanay,Population of urban areas,Male,,,,,16.35
2011,per 100000 population,Kostanay,Population of urban areas,Male,,,,,15.26
2012,per 100000 population,Kostanay,Population of urban areas,Male,,,,,13.65
2013,per 100000 population,Kostanay,Population of urban areas,Male,,,,,28.5
2014,per 100000 population,Kostanay,Population of urban areas,Male,,,,,18.64
2015,per 100000 population,Kostanay,Population of urban areas,Male,,,,,17.89
2016,per 100000 population,Kostanay,Population of urban areas,Male,,,,,11.65
2017,per 100000 population,Kostanay,Population of urban areas,Male,,,,,16.2
2018,per 100000 population,Kostanay,Population of urban areas,Male,,,,,16.07
2010,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,27.38
2011,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,19.24
2012,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,29.49
2013,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,20.93
2014,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,15.95
2015,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,20.49
2016,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,18.8
2017,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,17.85
2018,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,19.29
2010,per 100000 population,Mangistau,Population of urban areas,Male,,,,,36.27
2011,per 100000 population,Mangistau,Population of urban areas,Male,,,,,28.01
2012,per 100000 population,Mangistau,Population of urban areas,Male,,,,,22.35
2013,per 100000 population,Mangistau,Population of urban areas,Male,,,,,24.03
2014,per 100000 population,Mangistau,Population of urban areas,Male,,,,,20.93
2015,per 100000 population,Mangistau,Population of urban areas,Male,,,,,20.7
2016,per 100000 population,Mangistau,Population of urban areas,Male,,,,,16.14
2017,per 100000 population,Mangistau,Population of urban areas,Male,,,,,16.16
2018,per 100000 population,Mangistau,Population of urban areas,Male,,,,,12.57
2010,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,,,,,50.06
2011,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,,,,,38.85
2012,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,,,,,29.01
2013,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,,,,,32.48
2014,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,,,,,35.1
2015,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,,,,,25.25
2016,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,,,,,26.91
2017,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,,,,,25.0
2010,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,17.9
2011,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,20.76
2012,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,24.42
2013,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,15.42
2014,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,18.53
2015,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,15.91
2016,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,17.04
2017,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,10.55
2018,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,13.83
2010,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,19.47
2011,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,11.12
2012,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,16.66
2013,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,19.32
2014,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,15.51
2015,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,17.04
2016,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,14.16
2017,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,11.45
2018,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,10.47
2018,per 100000 population,Turkistan,Population of urban areas,Male,,,,,33.7
2010,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,25.12
2011,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,23.12
2012,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,23.53
2013,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,20.17
2014,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,16.32
2015,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,16.96
2016,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,19.68
2017,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,13.89
2018,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,14.3
2010,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,20.13
2011,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,15.47
2012,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,15.78
2013,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,17.95
2014,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,14.66
2015,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,12.5
2016,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,12.59
2017,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,12.02
2018,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,12.23
2010,per 100000 population,Almaty city,Population of urban areas,Male,,,,,20.39
2011,per 100000 population,Almaty city,Population of urban areas,Male,,,,,18.81
2012,per 100000 population,Almaty city,Population of urban areas,Male,,,,,21.31
2013,per 100000 population,Almaty city,Population of urban areas,Male,,,,,17.66
2014,per 100000 population,Almaty city,Population of urban areas,Male,,,,,19.38
2015,per 100000 population,Almaty city,Population of urban areas,Male,,,,,13.86
2016,per 100000 population,Almaty city,Population of urban areas,Male,,,,,12.66
2017,per 100000 population,Almaty city,Population of urban areas,Male,,,,,12.08
2018,per 100000 population,Almaty city,Population of urban areas,Male,,,,,13.29
2018,per 100000 population,Shymkent city,Population of urban areas,Male,,,,,16.75
2010,per 100000 population,,Population of rural areas,Male,,,,,36.05
2011,per 100000 population,,Population of rural areas,Male,,,,,32.95
2012,per 100000 population,,Population of rural areas,Male,,,,,33.61
2013,per 100000 population,,Population of rural areas,Male,,,,,33.09
2014,per 100000 population,,Population of rural areas,Male,,,,,28.67
2015,per 100000 population,,Population of rural areas,Male,,,,,27.81
2016,per 100000 population,,Population of rural areas,Male,,,,,29.25
2017,per 100000 population,,Population of rural areas,Male,,,,,22.97
2018,per 100000 population,,Population of rural areas,Male,,,,,22.99
2010,per 100000 population,Akmola,Population of rural areas,Male,,,,,28.86
2011,per 100000 population,Akmola,Population of rural areas,Male,,,,,27.41
2012,per 100000 population,Akmola,Population of rural areas,Male,,,,,24.87
2013,per 100000 population,Akmola,Population of rural areas,Male,,,,,24.36
2014,per 100000 population,Akmola,Population of rural areas,Male,,,,,23.31
2015,per 100000 population,Akmola,Population of rural areas,Male,,,,,16.49
2016,per 100000 population,Akmola,Population of rural areas,Male,,,,,23.29
2017,per 100000 population,Akmola,Population of rural areas,Male,,,,,18.15
2018,per 100000 population,Akmola,Population of rural areas,Male,,,,,17.5
2010,per 100000 population,Aktobe,Population of rural areas,Male,,,,,26.17
2011,per 100000 population,Aktobe,Population of rural areas,Male,,,,,25.35
2012,per 100000 population,Aktobe,Population of rural areas,Male,,,,,32.37
2013,per 100000 population,Aktobe,Population of rural areas,Male,,,,,35.18
2014,per 100000 population,Aktobe,Population of rural areas,Male,,,,,18.04
2015,per 100000 population,Aktobe,Population of rural areas,Male,,,,,24.34
2016,per 100000 population,Aktobe,Population of rural areas,Male,,,,,18.5
2017,per 100000 population,Aktobe,Population of rural areas,Male,,,,,19.14
2018,per 100000 population,Aktobe,Population of rural areas,Male,,,,,22.59
2010,per 100000 population,Almaty,Population of rural areas,Male,,,,,37.53
2011,per 100000 population,Almaty,Population of rural areas,Male,,,,,38.69
2012,per 100000 population,Almaty,Population of rural areas,Male,,,,,38.03
2013,per 100000 population,Almaty,Population of rural areas,Male,,,,,41.13
2014,per 100000 population,Almaty,Population of rural areas,Male,,,,,33.78
2015,per 100000 population,Almaty,Population of rural areas,Male,,,,,35.95
2016,per 100000 population,Almaty,Population of rural areas,Male,,,,,35.68
2017,per 100000 population,Almaty,Population of rural areas,Male,,,,,29.47
2018,per 100000 population,Almaty,Population of rural areas,Male,,,,,25.4
2010,per 100000 population,Atyrau,Population of rural areas,Male,,,,,1.45
2011,per 100000 population,Atyrau,Population of rural areas,Male,,,,,28.46
2012,per 100000 population,Atyrau,Population of rural areas,Male,,,,,22.38
2013,per 100000 population,Atyrau,Population of rural areas,Male,,,,,31.05
2014,per 100000 population,Atyrau,Population of rural areas,Male,,,,,22.19
2015,per 100000 population,Atyrau,Population of rural areas,Male,,,,,22.51
2016,per 100000 population,Atyrau,Population of rural areas,Male,,,,,19.01
2017,per 100000 population,Atyrau,Population of rural areas,Male,,,,,14.28
2018,per 100000 population,Atyrau,Population of rural areas,Male,,,,,20.51
2010,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,20.71
2011,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,19.54
2012,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,20.23
2013,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,23.95
2014,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,19.44
2015,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,23.7
2016,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,24.92
2017,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,20.72
2018,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,24.62
2010,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,49.22
2011,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,45.2
2012,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,44.8
2013,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,41.15
2014,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,28.73
2015,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,36.88
2016,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,36.85
2017,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,26.71
2018,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,29.09
2010,per 100000 population,Karagandy,Population of rural areas,Male,,,,,33.55
2011,per 100000 population,Karagandy,Population of rural areas,Male,,,,,26.98
2012,per 100000 population,Karagandy,Population of rural areas,Male,,,,,49.33
2013,per 100000 population,Karagandy,Population of rural areas,Male,,,,,39.33
2014,per 100000 population,Karagandy,Population of rural areas,Male,,,,,23.2
2015,per 100000 population,Karagandy,Population of rural areas,Male,,,,,24.02
2016,per 100000 population,Karagandy,Population of rural areas,Male,,,,,24.91
2017,per 100000 population,Karagandy,Population of rural areas,Male,,,,,26.58
2018,per 100000 population,Karagandy,Population of rural areas,Male,,,,,28.82
2010,per 100000 population,Kostanay,Population of rural areas,Male,,,,,22.85
2011,per 100000 population,Kostanay,Population of rural areas,Male,,,,,20.72
2012,per 100000 population,Kostanay,Population of rural areas,Male,,,,,27.11
2013,per 100000 population,Kostanay,Population of rural areas,Male,,,,,18.68
2014,per 100000 population,Kostanay,Population of rural areas,Male,,,,,35.74
2015,per 100000 population,Kostanay,Population of rural areas,Male,,,,,28.31
2016,per 100000 population,Kostanay,Population of rural areas,Male,,,,,16.28
2017,per 100000 population,Kostanay,Population of rural areas,Male,,,,,16.02
2018,per 100000 population,Kostanay,Population of rural areas,Male,,,,,12.69
2010,per 100000 population,Kyzylorda,Population of rural areas,Male,,,,,31.42
2011,per 100000 population,Kyzylorda,Population of rural areas,Male,,,,,32.36
2012,per 100000 population,Kyzylorda,Population of rural areas,Male,,,,,31.39
