Year,Units,Regions,Area,Sex,Value
2017,Percent,Almaty,City,,0.1
2017,Percent,Atyrau,City,,0.1
2017,Percent,Batys Kazakhstan,City,,0.0
2017,Percent,Zhambyl,City,,0.4
2017,Percent,Karagandy,City,,0.0
2017,Percent,Kostanay,City,,0.0
2017,Percent,Kyzylorda,City,,0.1
2017,Percent,Mangistau,City,,0.0
2017,Percent,Ontustik Kazakhstan,City,,0.0
2017,Percent,Pavlodar,City,,0.0
2017,Percent,Soltustik Kazakhstan,City,,0.0
2017,Percent,Shygys Kazakhstan,City,,0.4
2017,Percent,Nur-Sultan city,City,,0.0
2017,Percent,Almaty city,City,,0.0
2017,Percent,,Rural,,0.3
2017,Percent,Akmola,Rural,,0.5
2017,Percent,Aktobe,Rural,,0.0
2017,Percent,Almaty,Rural,,0.2
2017,Percent,Atyrau,Rural,,0.0
2017,Percent,Batys Kazakhstan,Rural,,0.0
2017,Percent,Zhambyl,Rural,,0.7
2017,Percent,Karagandy,Rural,,0.2
2017,Percent,Kostanay,Rural,,0.8
2017,Percent,Kyzylorda,Rural,,0.1
2017,Percent,Mangistau,Rural,,0.1
2017,Percent,Ontustik Kazakhstan,Rural,,0.1
2017,Percent,Pavlodar,Rural,,0.4
2017,Percent,Soltustik Kazakhstan,Rural,,0.3
2017,Percent,Turkistan,Rural,,0.4
2018,Percent,,,,0.1
2018,Percent,Akmola,,,0.1
2018,Percent,Aktobe,,,0.0
2018,Percent,Almaty,,,0.1
2018,Percent,Atyrau,,,0.0
2018,Percent,Batys Kazakhstan,,,0.0
2018,Percent,Zhambyl,,,0.9
2018,Percent,Karagandy,,,0.0
2018,Percent,Kostanay,,,0.5
2018,Percent,Kyzylorda,,,0.2
2018,Percent,Mangistau,,,0.0
2018,Percent,Pavlodar,,,0.1
2018,Percent,Soltustik Kazakhstan,,,0.0
2018,Percent,Turkistan,,,0.1
2018,Percent,Shygys Kazakhstan,,,0.3
2018,Percent,Nur-Sultan city,,,0.0
2018,Percent,Almaty city,,,0.0
2018,Percent,Shymkent city,,,0.0
2018,Percent,,,Male,0.1
2018,Percent,Akmola,,Male,0.1
2018,Percent,Aktobe,,Male,0.0
2018,Percent,Almaty,,Male,0.1
2018,Percent,Atyrau,,Male,0.0
2018,Percent,Batys Kazakhstan,,Male,0.0
2018,Percent,Zhambyl,,Male,0.7
2018,Percent,Karagandy,,Male,0.0
2018,Percent,Kostanay,,Male,0.5
2018,Percent,Kyzylorda,,Male,0.2
2018,Percent,Mangistau,,Male,0.0
2018,Percent,Pavlodar,,Male,0.1
2018,Percent,Soltustik Kazakhstan,,Male,0.0
2018,Percent,Turkistan,,Male,0.1
2018,Percent,Shygys Kazakhstan,,Male,0.5
2018,Percent,Nur-Sultan city,,Male,0.0
2018,Percent,Almaty city,,Male,0.0
2018,Percent,Shymkent city,,Male,0.0
2018,Percent,,,Female,0.1
2018,Percent,Akmola,,Female,0.1
2018,Percent,Aktobe,,Female,0.0
2018,Percent,Almaty,,Female,0.1
2018,Percent,Atyrau,,Female,0.0
2018,Percent,Batys Kazakhstan,,Female,0.0
2018,Percent,Zhambyl,,Female,1.1
2018,Percent,Karagandy,,Female,0.0
2018,Percent,Kostanay,,Female,0.5
2018,Percent,Kyzylorda,,Female,0.2
2018,Percent,Mangistau,,Female,0.0
2018,Percent,Pavlodar,,Female,0.1
2018,Percent,Soltustik Kazakhstan,,Female,0.1
2018,Percent,Turkistan,,Female,0.1
2018,Percent,Shygys Kazakhstan,,Female,0.2
2018,Percent,Nur-Sultan city,,Female,0.0
2018,Percent,Almaty city,,Female,0.0
2018,Percent,Shymkent city,,Female,0.0
2018,Percent,,City,,0.0
2018,Percent,Akmola,City,,0.0
2018,Percent,Aktobe,City,,0.0
2018,Percent,Almaty,City,,0.0
2018,Percent,Atyrau,City,,0.0
2018,Percent,Batys Kazakhstan,City,,0.0
2018,Percent,Zhambyl,City,,0.4
2018,Percent,Karagandy,City,,0.0
2018,Percent,Kostanay,City,,0.1
2018,Percent,Kyzylorda,City,,0.0
2018,Percent,Mangistau,City,,0.0
2018,Percent,Pavlodar,City,,0.0
2018,Percent,Soltustik Kazakhstan,City,,0.0
2018,Percent,Turkistan,City,,0.1
2018,Percent,Shygys Kazakhstan,City,,0.1
2018,Percent,Nur-Sultan city,City,,0.0
2018,Percent,Almaty city,City,,0.0
2018,Percent,Shymkent city,City,,0.0
2018,Percent,,Rural,,0.3
2018,Percent,Akmola,Rural,,0.1
2018,Percent,Aktobe,Rural,,0.1
2018,Percent,Almaty,Rural,,0.1
2018,Percent,Atyrau,Rural,,0.0
2018,Percent,Batys Kazakhstan,Rural,,0.0
2018,Percent,Zhambyl,Rural,,1.2
2018,Percent,Karagandy,Rural,,0.1
2018,Percent,Kostanay,Rural,,0.9
2018,Percent,Kyzylorda,Rural,,0.4
2018,Percent,Mangistau,Rural,,0.0
2018,Percent,Pavlodar,Rural,,0.2
2018,Percent,Soltustik Kazakhstan,Rural,,0.1
2018,Percent,Shygys Kazakhstan,Rural,,0.1
2018,Percent,Turkistan,Rural,,0.7
2019,Percent,,,,0.1
2019,Percent,Akmola,,,0.2
2019,Percent,Almaty,,,0.0
2019,Percent,Atyrau,,,0.0
2019,Percent,Batys Kazakhstan,,,0.0
2019,Percent,Zhambyl,,,0.2
2019,Percent,Karagandy,,,0.0
2019,Percent,Kostanay,,,0.3
2019,Percent,Kyzylorda,,,0.1
2019,Percent,Pavlodar,,,0.1
2019,Percent,Soltustik Kazakhstan,,,0.0
2019,Percent,Shygys Kazakhstan,,,0.2
2019,Percent,,,Male,0.1
2019,Percent,Akmola,,Male,0.3
2019,Percent,Almaty,,Male,0.0
2019,Percent,Atyrau,,Male,0.0
2019,Percent,Zhambyl,,Male,0.3
2019,Percent,Karagandy,,Male,0.1
2019,Percent,Kostanay,,Male,0.3
2019,Percent,Kyzylorda,,Male,0.0
2019,Percent,Pavlodar,,Male,0.1
2019,Percent,Soltustik Kazakhstan,,Male,0.0
2019,Percent,Shygys Kazakhstan,,Male,0.1
2019,Percent,,,Female,0.1
2019,Percent,Akmola,,Female,0.2
2019,Percent,Almaty,,Female,0.0
2019,Percent,Atyrau,,Female,0.1
2019,Percent,Batys Kazakhstan,,Female,0.0
2019,Percent,Zhambyl,,Female,0.1
2019,Percent,Karagandy,,Female,0.0
2019,Percent,Kostanay,,Female,0.3
2019,Percent,Kyzylorda,,Female,0.1
2019,Percent,Pavlodar,,Female,0.1
2019,Percent,Soltustik Kazakhstan,,Female,0.0
2019,Percent,Shygys Kazakhstan,,Female,0.4
2019,Percent,,City,,0.0
2019,Percent,Akmola,City,,0.2
2019,Percent,Almaty,City,,0.0
2019,Percent,Zhambyl,City,,0.2
2019,Percent,Karagandy,City,,0.0
2019,Percent,Kostanay,City,,0.0
2019,Percent,Pavlodar,City,,0.0
2019,Percent,Shygys Kazakhstan,City,,0.3
2019,Percent,,Rural,,0.1
2019,Percent,Akmola,Rural,,0.3
2019,Percent,Almaty,Rural,,0.0
2019,Percent,Atyrau,Rural,,0.1
2019,Percent,Batys Kazakhstan,Rural,,0.0
2019,Percent,Zhambyl,Rural,,0.2
2019,Percent,Karagandy,Rural,,0.0
2019,Percent,Kostanay,Rural,,0.6
2019,Percent,Kyzylorda,Rural,,0.1
2019,Percent,Pavlodar,Rural,,0.4
2019,Percent,Soltustik Kazakhstan,Rural,,0.1
2019,Percent,Turkistan,Rural,,0.2
