Year,Units,Regions,Sex,Area,Age,GeoCode,Value
2017,Percent,Mangistau,,Urban,,,5.0
2018,Percent,Mangistau,,Urban,,,4.9
2010,Percent,Ontustik Kazakhstan,,Urban,,,7.2
2011,Percent,Ontustik Kazakhstan,,Urban,,,6.7
2012,Percent,Ontustik Kazakhstan,,Urban,,,6.5
2013,Percent,Ontustik Kazakhstan,,Urban,,,6.1
2014,Percent,Ontustik Kazakhstan,,Urban,,,5.7
2015,Percent,Ontustik Kazakhstan,,Urban,,,5.2
2016,Percent,Ontustik Kazakhstan,,Urban,,,5.3
2017,Percent,Ontustik Kazakhstan,,Urban,,,5.5
2010,Percent,Pavlodar,,Urban,,,6.3
2011,Percent,Pavlodar,,Urban,,,5.8
2012,Percent,Pavlodar,,Urban,,,5.5
2013,Percent,Pavlodar,,Urban,,,5.4
2014,Percent,Pavlodar,,Urban,,,5.0
2015,Percent,Pavlodar,,Urban,,,5.0
2016,Percent,Pavlodar,,Urban,,,5.0
2017,Percent,Pavlodar,,Urban,,,5.2
2018,Percent,Pavlodar,,Urban,,,4.9
2010,Percent,Soltustik Kazakhstan,,Urban,,,6.5
2011,Percent,Soltustik Kazakhstan,,Urban,,,5.8
2012,Percent,Soltustik Kazakhstan,,Urban,,,5.6
2013,Percent,Soltustik Kazakhstan,,Urban,,,5.1
2014,Percent,Soltustik Kazakhstan,,Urban,,,4.7
2015,Percent,Soltustik Kazakhstan,,Urban,,,4.5
2016,Percent,Soltustik Kazakhstan,,Urban,,,4.7
2017,Percent,Soltustik Kazakhstan,,Urban,,,4.8
2018,Percent,Soltustik Kazakhstan,,Urban,,,4.6
2018,Percent,Turkistan,,Urban,,,5.5
2010,Percent,Shygys Kazakhstan,,Urban,,,6.6
2011,Percent,Shygys Kazakhstan,,Urban,,,5.7
2012,Percent,Shygys Kazakhstan,,Urban,,,5.5
2013,Percent,Shygys Kazakhstan,,Urban,,,5.4
2014,Percent,Shygys Kazakhstan,,Urban,,,4.8
2015,Percent,Shygys Kazakhstan,,Urban,,,5.1
2016,Percent,Shygys Kazakhstan,,Urban,,,5.0
2017,Percent,Shygys Kazakhstan,,Urban,,,5.1
2018,Percent,Shygys Kazakhstan,,Urban,,,4.8
2010,Percent,Nur-Sultan city,,Urban,,,6.2
2011,Percent,Nur-Sultan city,,Urban,,,5.8
2012,Percent,Nur-Sultan city,,Urban,,,5.7
2013,Percent,Nur-Sultan city,,Urban,,,5.5
2014,Percent,Nur-Sultan city,,Urban,,,5.1
2015,Percent,Nur-Sultan city,,Urban,,,4.7
2016,Percent,Nur-Sultan city,,Urban,,,4.6
2017,Percent,Nur-Sultan city,,Urban,,,4.8
2018,Percent,Nur-Sultan city,,Urban,,,4.5
2010,Percent,Almaty city,,Urban,,,6.3
2011,Percent,Almaty city,,Urban,,,5.6
2012,Percent,Almaty city,,Urban,,,5.6
2013,Percent,Almaty city,,Urban,,,5.6
2014,Percent,Almaty city,,Urban,,,5.5
2015,Percent,Almaty city,,Urban,,,5.3
2016,Percent,Almaty city,,Urban,,,5.3
2017,Percent,Almaty city,,Urban,,,5.6
2018,Percent,Almaty city,,Urban,,,5.2
2018,Percent,Shymkent city,,Urban,,,5.2
2010,Percent,,,Rural,,,5.2
2011,Percent,,,Rural,,,4.9
2012,Percent,,,Rural,,,5.0
2013,Percent,,,Rural,,,4.9
2014,Percent,,,Rural,,,4.9
2015,Percent,,,Rural,,,4.9
2016,Percent,,,Rural,,,4.8
2017,Percent,,,Rural,,,5.1
2018,Percent,,,Rural,,,4.8
2010,Percent,Akmola,,Rural,,,5.9
2011,Percent,Akmola,,Rural,,,5.7
2012,Percent,Akmola,,Rural,,,5.8
2013,Percent,Akmola,,Rural,,,5.5
2014,Percent,Akmola,,Rural,,,5.3
2015,Percent,Akmola,,Rural,,,5.2
2016,Percent,Akmola,,Rural,,,5.4
2017,Percent,Akmola,,Rural,,,5.5
2018,Percent,Akmola,,Rural,,,5.2
2010,Percent,Aktobe,,Rural,,,5.3
2011,Percent,Aktobe,,Rural,,,5.0
2012,Percent,Aktobe,,Rural,,,4.2
2013,Percent,Aktobe,,Rural,,,4.2
2014,Percent,Aktobe,,Rural,,,4.5
2015,Percent,Aktobe,,Rural,,,4.9
2016,Percent,Aktobe,,Rural,,,4.3
2017,Percent,Aktobe,,Rural,,,5.2
2018,Percent,Aktobe,,Rural,,,5.2
2010,Percent,Almaty,,Rural,,,5.6
2011,Percent,Almaty,,Rural,,,4.8
2012,Percent,Almaty,,Rural,,,5.2
2013,Percent,Almaty,,Rural,,,5.0
2014,Percent,Almaty,,Rural,,,4.8
2015,Percent,Almaty,,Rural,,,4.7
2016,Percent,Almaty,,Rural,,,4.8
2017,Percent,Almaty,,Rural,,,5.2
2018,Percent,Almaty,,Rural,,,4.5
2010,Percent,Atyrau,,Rural,,,4.9
2011,Percent,Atyrau,,Rural,,,4.9
2012,Percent,Atyrau,,Rural,,,5.5
2013,Percent,Atyrau,,Rural,,,5.3
2014,Percent,Atyrau,,Rural,,,5.6
2015,Percent,Atyrau,,Rural,,,6.0
2016,Percent,Atyrau,,Rural,,,4.0
2017,Percent,Atyrau,,Rural,,,5.4
2018,Percent,Atyrau,,Rural,,,4.9
2010,Percent,Batys Kazakhstan,,Rural,,,6.1
2011,Percent,Batys Kazakhstan,,Rural,,,5.6
2012,Percent,Batys Kazakhstan,,Rural,,,5.2
2013,Percent,Batys Kazakhstan,,Rural,,,5.2
2014,Percent,Batys Kazakhstan,,Rural,,,5.1
2015,Percent,Batys Kazakhstan,,Rural,,,5.0
2016,Percent,Batys Kazakhstan,,Rural,,,4.9
2017,Percent,Batys Kazakhstan,,Rural,,,5.2
2018,Percent,Batys Kazakhstan,,Rural,,,5.1
2010,Percent,Zhambyl,,Rural,,,4.9
2011,Percent,Zhambyl,,Rural,,,4.6
2012,Percent,Zhambyl,,Rural,,,4.6
2013,Percent,Zhambyl,,Rural,,,4.4
2014,Percent,Zhambyl,,Rural,,,4.1
2015,Percent,Zhambyl,,Rural,,,4.5
2016,Percent,Zhambyl,,Rural,,,4.4
2017,Percent,Zhambyl,,Rural,,,4.7
2018,Percent,Zhambyl,,Rural,,,4.5
2010,Percent,Karagandy,,Rural,,,5.3
2011,Percent,Karagandy,,Rural,,,5.1
2012,Percent,Karagandy,,Rural,,,5.3
2013,Percent,Karagandy,,Rural,,,5.2
2014,Percent,Karagandy,,Rural,,,4.1
2015,Percent,Karagandy,,Rural,,,4.2
2016,Percent,Karagandy,,Rural,,,4.3
2017,Percent,Karagandy,,Rural,,,4.1
2018,Percent,Karagandy,,Rural,,,3.7
2010,Percent,Kostanay,,Rural,,,3.9
2011,Percent,Kostanay,,Rural,,,3.5
2012,Percent,Kostanay,,Rural,,,3.5
2013,Percent,Kostanay,,Rural,,,3.7
2014,Percent,Kostanay,,Rural,,,4.0
2015,Percent,Kostanay,,Rural,,,4.2
2016,Percent,Kostanay,,Rural,,,4.2
2017,Percent,Kostanay,,Rural,,,4.5
2018,Percent,Kostanay,,Rural,,,4.4
2010,Percent,Kyzylorda,,Rural,,,6.2
2011,Percent,Kyzylorda,,Rural,,,5.8
2012,Percent,Kyzylorda,,Rural,,,5.6
2013,Percent,Kyzylorda,,Rural,,,5.3
2014,Percent,Kyzylorda,,Rural,,,5.2
2015,Percent,Kyzylorda,,Rural,,,5.1
2016,Percent,Kyzylorda,,Rural,,,5.2
2017,Percent,Kyzylorda,,Rural,,,5.5
2018,Percent,Kyzylorda,,Rural,,,4.9
2010,Percent,Mangistau,,Rural,,,7.3
2011,Percent,Mangistau,,Rural,,,7.2
2012,Percent,Mangistau,,Rural,,,6.7
2013,Percent,Mangistau,,Rural,,,6.3
2014,Percent,Mangistau,,Rural,,,5.6
2015,Percent,Mangistau,,Rural,,,5.8
2016,Percent,Mangistau,,Rural,,,5.1
2017,Percent,Mangistau,,Rural,,,5.2
2018,Percent,Mangistau,,Rural,,,4.8
2010,Percent,Ontustik Kazakhstan,,Rural,,,5.1
2011,Percent,Ontustik Kazakhstan,,Rural,,,5.1
2012,Percent,Ontustik Kazakhstan,,Rural,,,5.1
2013,Percent,Ontustik Kazakhstan,,Rural,,,5.2
2014,Percent,Ontustik Kazakhstan,,Rural,,,5.3
2015,Percent,Ontustik Kazakhstan,,Rural,,,5.3
2016,Percent,Ontustik Kazakhstan,,Rural,,,5.1
2017,Percent,Ontustik Kazakhstan,,Rural,,,5.4
2010,Percent,Pavlodar,,Rural,,,4.5
2011,Percent,Pavlodar,,Rural,,,4.1
2012,Percent,Pavlodar,,Rural,,,3.9
2013,Percent,Pavlodar,,Rural,,,4.2
2014,Percent,Pavlodar,,Rural,,,4.2
2015,Percent,Pavlodar,,Rural,,,4.2
2016,Percent,Pavlodar,,Rural,,,4.4
2017,Percent,Pavlodar,,Rural,,,4.6
2018,Percent,Pavlodar,,Rural,,,4.4
2010,Percent,Soltustik Kazakhstan,,Rural,,,5.4
2011,Percent,Soltustik Kazakhstan,,Rural,,,5.2
2012,Percent,Soltustik Kazakhstan,,Rural,,,5.0
2013,Percent,Soltustik Kazakhstan,,Rural,,,5.0
2014,Percent,Soltustik Kazakhstan,,Rural,,,5.2
2015,Percent,Soltustik Kazakhstan,,Rural,,,5.2
2016,Percent,Soltustik Kazakhstan,,Rural,,,5.1
2017,Percent,Soltustik Kazakhstan,,Rural,,,5.4
2018,Percent,Soltustik Kazakhstan,,Rural,,,5.0
2018,Percent,Turkistan,,Rural,,,5.1
2010,Percent,Shygys Kazakhstan,,Rural,,,4.7
2011,Percent,Shygys Kazakhstan,,Rural,,,4.6
2012,Percent,Shygys Kazakhstan,,Rural,,,4.5
2013,Percent,Shygys Kazakhstan,,Rural,,,4.6
2014,Percent,Shygys Kazakhstan,,Rural,,,4.7
2015,Percent,Shygys Kazakhstan,,Rural,,,4.6
2016,Percent,Shygys Kazakhstan,,Rural,,,4.7
2017,Percent,Shygys Kazakhstan,,Rural,,,4.9
2018,Percent,Shygys Kazakhstan,,Rural,,,4.9
2010,Percent,,,,15,,6.8
2010,Percent,,,,16-24,,5.2
2011,Percent,,,,16-24,,4.6
2012,Percent,,,,16-24,,4.0
2013,Percent,,,,16-24,,3.9
2014,Percent,,,,16-24,,3.8
2015,Percent,,,,16-24,,4.2
2016,Percent,,,,16-24,,3.8
2017,Percent,,,,16-24,,3.8
2018,Percent,,,,16-24,,3.7
2010,Percent,,,,25-28,,8.4
2011,Percent,,,,25-28,,7.8
2012,Percent,,,,25-28,,7.0
2013,Percent,,,,25-28,,7.1
2014,Percent,,,,25-28,,4.7
2015,Percent,,,,25-28,,4.6
2016,Percent,,,,25-28,,4.3
2017,Percent,,,,25-28,,4.0
2018,Percent,,,,25-28,,4.0
2010,Percent,,,,29-34,,5.8
2011,Percent,,,,29-34,,6.6
2012,Percent,,,,29-34,,6.0
2013,Percent,,,,29-34,,7.0
2014,Percent,,,,29-34,,7.4
2015,Percent,,,,29-34,,7.6
2016,Percent,,,,29-34,,7.0
2017,Percent,,,,29-34,,6.7
2018,Percent,,,,29-34,,7.0
2010,Percent,,,,35-44,,5.3
2011,Percent,,,,35-44,,4.7
2012,Percent,,,,35-44,,5.1
2013,Percent,,,,35-44,,4.8
2014,Percent,,,,35-44,,4.6
2015,Percent,,,,35-44,,4.5
2016,Percent,,,,35-44,,4.8
2017,Percent,,,,35-44,,4.6
2018,Percent,,,,35-44,,4.3
2010,Percent,,,,45-54,,5.2
2011,Percent,,,,45-54,,4.5
2012,Percent,,,,45-54,,4.9
2013,Percent,,,,45-54,,4.3
2014,Percent,,,,45-54,,4.6
2015,Percent,,,,45-54,,4.6
2016,Percent,,,,45-54,,4.6
2017,Percent,,,,45-54,,4.6
2018,Percent,,,,45-54,,4.2
2010,Percent,,,,55-64,,6.0
2011,Percent,,,,55-64,,5.3
2012,Percent,,,,55-64,,5.1
2013,Percent,,,,55-64,,4.2
2014,Percent,,,,55-64,,5.1
2015,Percent,,,,55-64,,5.4
2016,Percent,,,,55-64,,4.6
2017,Percent,,,,55-64,,5.2
2018,Percent,,,,55-64,,5.6
2010,Percent,Akmola,,,16-24,,6.0
2011,Percent,Akmola,,,16-24,,4.8
2012,Percent,Akmola,,,16-24,,3.7
2013,Percent,Akmola,,,16-24,,3.8
2014,Percent,Akmola,,,16-24,,3.8
2015,Percent,Akmola,,,16-24,,3.6
2016,Percent,Akmola,,,16-24,,3.0
2017,Percent,Akmola,,,16-24,,2.9
2018,Percent,Akmola,,,16-24,,2.9
2010,Percent,Akmola,,,25-28,,5.2
2011,Percent,Akmola,,,25-28,,6.0
2012,Percent,Akmola,,,25-28,,7.0
2013,Percent,Akmola,,,25-28,,6.6
2014,Percent,Akmola,,,25-28,,2.2
2015,Percent,Akmola,,,25-28,,2.7
2016,Percent,Akmola,,,25-28,,3.6
2017,Percent,Akmola,,,25-28,,3.1
2018,Percent,Akmola,,,25-28,,2.9
2010,Percent,Akmola,,,29-34,,4.9
2011,Percent,Akmola,,,29-34,,5.2
2012,Percent,Akmola,,,29-34,,7.4
2013,Percent,Akmola,,,29-34,,3.5
2014,Percent,Akmola,,,29-34,,5.9
2015,Percent,Akmola,,,29-34,,6.0
2016,Percent,Akmola,,,29-34,,5.9
2017,Percent,Akmola,,,29-34,,4.4
2018,Percent,Akmola,,,29-34,,5.5
2010,Percent,Akmola,,,35-44,,6.4
2011,Percent,Akmola,,,35-44,,5.8
2012,Percent,Akmola,,,35-44,,4.8
2013,Percent,Akmola,,,35-44,,5.9
2014,Percent,Akmola,,,35-44,,4.9
2015,Percent,Akmola,,,35-44,,5.3
2016,Percent,Akmola,,,35-44,,5.5
2017,Percent,Akmola,,,35-44,,6.3
2018,Percent,Akmola,,,35-44,,5.9
2010,Percent,Akmola,,,45-54,,6.1
2011,Percent,Akmola,,,45-54,,5.5
2012,Percent,Akmola,,,45-54,,4.3
2013,Percent,Akmola,,,45-54,,4.6
2014,Percent,Akmola,,,45-54,,6.2
2015,Percent,Akmola,,,45-54,,5.8
2016,Percent,Akmola,,,45-54,,5.6
2017,Percent,Akmola,,,45-54,,6.7
2018,Percent,Akmola,,,45-54,,6.0
2010,Percent,Akmola,,,55-64,,6.3
2011,Percent,Akmola,,,55-64,,6.0
2012,Percent,Akmola,,,55-64,,6.0
2013,Percent,Akmola,,,55-64,,6.9
2014,Percent,Akmola,,,55-64,,5.5
2015,Percent,Akmola,,,55-64,,5.8
2016,Percent,Akmola,,,55-64,,4.9
2017,Percent,Akmola,,,55-64,,3.9
2018,Percent,Akmola,,,55-64,,3.8
2010,Percent,Aktobe,,,16-24,,2.2
2011,Percent,Aktobe,,,16-24,,2.1
2012,Percent,Aktobe,,,16-24,,2.3
2013,Percent,Aktobe,,,16-24,,2.5
2014,Percent,Aktobe,,,16-24,,3.0
2015,Percent,Aktobe,,,16-24,,3.5
2016,Percent,Aktobe,,,16-24,,2.8
2017,Percent,Aktobe,,,16-24,,2.5
2018,Percent,Aktobe,,,16-24,,2.9
2010,Percent,Aktobe,,,25-28,,7.6
2011,Percent,Aktobe,,,25-28,,7.5
2012,Percent,Aktobe,,,25-28,,6.8
2013,Percent,Aktobe,,,25-28,,3.8
2014,Percent,Aktobe,,,25-28,,3.3
2015,Percent,Aktobe,,,25-28,,3.0
2016,Percent,Aktobe,,,25-28,,3.0
2017,Percent,Aktobe,,,25-28,,3.2
2018,Percent,Aktobe,,,25-28,,2.9
2010,Percent,Aktobe,,,29-34,,7.5
2011,Percent,Aktobe,,,29-34,,6.7
2012,Percent,Aktobe,,,29-34,,7.2
2013,Percent,Aktobe,,,29-34,,4.8
2014,Percent,Aktobe,,,29-34,,6.1
2015,Percent,Aktobe,,,29-34,,7.8
2016,Percent,Aktobe,,,29-34,,5.9
2017,Percent,Aktobe,,,29-34,,7.0
2018,Percent,Aktobe,,,29-34,,5.6
2010,Percent,Aktobe,,,35-44,,6.8
2011,Percent,Aktobe,,,35-44,,5.4
2012,Percent,Aktobe,,,35-44,,4.0
2013,Percent,Aktobe,,,35-44,,6.2
2014,Percent,Aktobe,,,35-44,,6.1
2015,Percent,Aktobe,,,35-44,,5.1
2016,Percent,Aktobe,,,35-44,,4.8
2017,Percent,Aktobe,,,35-44,,5.0
2018,Percent,Aktobe,,,35-44,,5.2
2010,Percent,Aktobe,,,45-54,,4.2
2011,Percent,Aktobe,,,45-54,,3.2
2012,Percent,Aktobe,,,45-54,,4.1
2013,Percent,Aktobe,,,45-54,,7.0
2014,Percent,Aktobe,,,45-54,,5.3
2015,Percent,Aktobe,,,45-54,,4.2
2016,Percent,Aktobe,,,45-54,,6.4
2017,Percent,Aktobe,,,45-54,,4.0
2018,Percent,Aktobe,,,45-54,,4.9
2010,Percent,Aktobe,,,55-64,,1.2
2011,Percent,Aktobe,,,55-64,,3.4
2012,Percent,Aktobe,,,55-64,,3.8
2013,Percent,Aktobe,,,55-64,,0.4
2014,Percent,Aktobe,,,55-64,,1.8
2015,Percent,Aktobe,,,55-64,,5.9
2016,Percent,Aktobe,,,55-64,,3.7
2017,Percent,Aktobe,,,55-64,,6.0
2018,Percent,Aktobe,,,55-64,,5.2
2010,Percent,Almaty,,,15,,53.1
2010,Percent,Almaty,,,16-24,,3.3
2011,Percent,Almaty,,,16-24,,2.1
2012,Percent,Almaty,,,16-24,,1.9
2013,Percent,Almaty,,,16-24,,2.4
2014,Percent,Almaty,,,16-24,,3.0
2015,Percent,Almaty,,,16-24,,2.7
2016,Percent,Almaty,,,16-24,,3.3
2017,Percent,Almaty,,,16-24,,3.2
2018,Percent,Almaty,,,16-24,,3.3
2010,Percent,Almaty,,,25-28,,5.0
2011,Percent,Almaty,,,25-28,,6.2
2012,Percent,Almaty,,,25-28,,6.0
2013,Percent,Almaty,,,25-28,,11.6
2014,Percent,Almaty,,,25-28,,3.5
2015,Percent,Almaty,,,25-28,,2.4
2016,Percent,Almaty,,,25-28,,2.8
2017,Percent,Almaty,,,25-28,,2.7
2018,Percent,Almaty,,,25-28,,2.6
2010,Percent,Almaty,,,29-34,,5.1
2011,Percent,Almaty,,,29-34,,8.0
2012,Percent,Almaty,,,29-34,,4.7
2013,Percent,Almaty,,,29-34,,11.7
2014,Percent,Almaty,,,29-34,,9.4
2015,Percent,Almaty,,,29-34,,7.7
2016,Percent,Almaty,,,29-34,,7.2
2017,Percent,Almaty,,,29-34,,9.8
2018,Percent,Almaty,,,29-34,,7.9
2010,Percent,Almaty,,,35-44,,4.4
2011,Percent,Almaty,,,35-44,,3.4
2012,Percent,Almaty,,,35-44,,6.3
2013,Percent,Almaty,,,35-44,,2.2
2014,Percent,Almaty,,,35-44,,4.6
2015,Percent,Almaty,,,35-44,,5.2
2016,Percent,Almaty,,,35-44,,5.9
2017,Percent,Almaty,,,35-44,,4.9
2018,Percent,Almaty,,,35-44,,3.4
2010,Percent,Almaty,,,45-54,,5.6
2011,Percent,Almaty,,,45-54,,4.0
2012,Percent,Almaty,,,45-54,,5.4
2013,Percent,Almaty,,,45-54,,1.7
2014,Percent,Almaty,,,45-54,,4.2
2015,Percent,Almaty,,,45-54,,5.0
2016,Percent,Almaty,,,45-54,,3.9
2017,Percent,Almaty,,,45-54,,2.8
2018,Percent,Almaty,,,45-54,,2.6
2010,Percent,Almaty,,,55-64,,13.3
2011,Percent,Almaty,,,55-64,,10.2
2012,Percent,Almaty,,,55-64,,6.5
2013,Percent,Almaty,,,55-64,,0.1
2014,Percent,Almaty,,,55-64,,8.0
2015,Percent,Almaty,,,55-64,,9.3
2016,Percent,Almaty,,,55-64,,6.1
2017,Percent,Almaty,,,55-64,,2.3
2018,Percent,Almaty,,,55-64,,9.7
2010,Percent,Atyrau,,,16-24,,1.5
2011,Percent,Atyrau,,,16-24,,0.8
2012,Percent,Atyrau,,,16-24,,1.0
2013,Percent,Atyrau,,,16-24,,1.0
2014,Percent,Atyrau,,,16-24,,1.3
2015,Percent,Atyrau,,,16-24,,1.4
2016,Percent,Atyrau,,,16-24,,1.6
2017,Percent,Atyrau,,,16-24,,1.5
2018,Percent,Atyrau,,,16-24,,1.6
2010,Percent,Atyrau,,,25-28,,15.4
2011,Percent,Atyrau,,,25-28,,9.2
2012,Percent,Atyrau,,,25-28,,6.8
2013,Percent,Atyrau,,,25-28,,6.8
2014,Percent,Atyrau,,,25-28,,4.9
2015,Percent,Atyrau,,,25-28,,3.9
2016,Percent,Atyrau,,,25-28,,2.9
2017,Percent,Atyrau,,,25-28,,2.9
2018,Percent,Atyrau,,,25-28,,3.1
2010,Percent,Atyrau,,,29-34,,6.2
2011,Percent,Atyrau,,,29-34,,8.1
2012,Percent,Atyrau,,,29-34,,5.9
2013,Percent,Atyrau,,,29-34,,6.8
2014,Percent,Atyrau,,,29-34,,6.2
2015,Percent,Atyrau,,,29-34,,5.8
2016,Percent,Atyrau,,,29-34,,7.1
2017,Percent,Atyrau,,,29-34,,8.5
2018,Percent,Atyrau,,,29-34,,6.0
2010,Percent,Atyrau,,,35-44,,3.7
2011,Percent,Atyrau,,,35-44,,3.1
2012,Percent,Atyrau,,,35-44,,3.5
2013,Percent,Atyrau,,,35-44,,4.1
2014,Percent,Atyrau,,,35-44,,5.6
2015,Percent,Atyrau,,,35-44,,4.4
2016,Percent,Atyrau,,,35-44,,6.0
2017,Percent,Atyrau,,,35-44,,4.6
2018,Percent,Atyrau,,,35-44,,5.0
2010,Percent,Atyrau,,,45-54,,3.5
2011,Percent,Atyrau,,,45-54,,4.2
2012,Percent,Atyrau,,,45-54,,5.8
2013,Percent,Atyrau,,,45-54,,6.4
2014,Percent,Atyrau,,,45-54,,5.5
2015,Percent,Atyrau,,,45-54,,5.1
2016,Percent,Atyrau,,,45-54,,4.8
2017,Percent,Atyrau,,,45-54,,5.2
2018,Percent,Atyrau,,,45-54,,5.7
2010,Percent,Atyrau,,,55-64,,5.4
2011,Percent,Atyrau,,,55-64,,7.8
2012,Percent,Atyrau,,,55-64,,10.3
2013,Percent,Atyrau,,,55-64,,5.6
2014,Percent,Atyrau,,,55-64,,5.8
2015,Percent,Atyrau,,,55-64,,11.9
2016,Percent,Atyrau,,,55-64,,7.1
2017,Percent,Atyrau,,,55-64,,6.1
2018,Percent,Atyrau,,,55-64,,7.2
2010,Percent,Batys Kazakhstan,,,16-24,,6.5
2011,Percent,Batys Kazakhstan,,,16-24,,5.5
2012,Percent,Batys Kazakhstan,,,16-24,,5.0
2013,Percent,Batys Kazakhstan,,,16-24,,4.5
2014,Percent,Batys Kazakhstan,,,16-24,,4.1
2015,Percent,Batys Kazakhstan,,,16-24,,4.3
2016,Percent,Batys Kazakhstan,,,16-24,,4.0
2017,Percent,Batys Kazakhstan,,,16-24,,4.0
2018,Percent,Batys Kazakhstan,,,16-24,,3.9
2010,Percent,Batys Kazakhstan,,,25-28,,6.4
2011,Percent,Batys Kazakhstan,,,25-28,,4.4
2012,Percent,Batys Kazakhstan,,,25-28,,9.2
2013,Percent,Batys Kazakhstan,,,25-28,,5.5
2014,Percent,Batys Kazakhstan,,,25-28,,4.7
2015,Percent,Batys Kazakhstan,,,25-28,,4.1
2016,Percent,Batys Kazakhstan,,,25-28,,3.9
2017,Percent,Batys Kazakhstan,,,25-28,,3.9
2018,Percent,Batys Kazakhstan,,,25-28,,3.8
2010,Percent,Batys Kazakhstan,,,29-34,,6.9
2011,Percent,Batys Kazakhstan,,,29-34,,6.4
2012,Percent,Batys Kazakhstan,,,29-34,,6.7
2013,Percent,Batys Kazakhstan,,,29-34,,6.5
2014,Percent,Batys Kazakhstan,,,29-34,,7.4
2015,Percent,Batys Kazakhstan,,,29-34,,5.6
2016,Percent,Batys Kazakhstan,,,29-34,,6.8
2017,Percent,Batys Kazakhstan,,,29-34,,5.7
2018,Percent,Batys Kazakhstan,,,29-34,,6.1
2010,Percent,Batys Kazakhstan,,,35-44,,5.9
2011,Percent,Batys Kazakhstan,,,35-44,,5.9
2012,Percent,Batys Kazakhstan,,,35-44,,4.5
2013,Percent,Batys Kazakhstan,,,35-44,,5.6
2014,Percent,Batys Kazakhstan,,,35-44,,4.4
2015,Percent,Batys Kazakhstan,,,35-44,,5.5
2016,Percent,Batys Kazakhstan,,,35-44,,5.6
2017,Percent,Batys Kazakhstan,,,35-44,,5.3
2018,Percent,Batys Kazakhstan,,,35-44,,4.7
2010,Percent,Batys Kazakhstan,,,45-54,,5.1
2011,Percent,Batys Kazakhstan,,,45-54,,5.2
2012,Percent,Batys Kazakhstan,,,45-54,,3.9
2013,Percent,Batys Kazakhstan,,,45-54,,4.7
2014,Percent,Batys Kazakhstan,,,45-54,,5.5
2015,Percent,Batys Kazakhstan,,,45-54,,5.1
2016,Percent,Batys Kazakhstan,,,45-54,,4.4
2017,Percent,Batys Kazakhstan,,,45-54,,4.5
2018,Percent,Batys Kazakhstan,,,45-54,,4.7
2010,Percent,Batys Kazakhstan,,,55-64,,1.9
2011,Percent,Batys Kazakhstan,,,55-64,,2.7
2012,Percent,Batys Kazakhstan,,,55-64,,4.8
2013,Percent,Batys Kazakhstan,,,55-64,,3.7
2014,Percent,Batys Kazakhstan,,,55-64,,4.6
2015,Percent,Batys Kazakhstan,,,55-64,,5.7
2016,Percent,Batys Kazakhstan,,,55-64,,4.2
2017,Percent,Batys Kazakhstan,,,55-64,,5.5
2018,Percent,Batys Kazakhstan,,,55-64,,5.9
2010,Percent,Zhambyl,,,16-24,,6.0
2011,Percent,Zhambyl,,,16-24,,5.6
2012,Percent,Zhambyl,,,16-24,,5.6
2013,Percent,Zhambyl,,,16-24,,5.2
2014,Percent,Zhambyl,,,16-24,,4.8
2015,Percent,Zhambyl,,,16-24,,5.5
2016,Percent,Zhambyl,,,16-24,,4.7
2017,Percent,Zhambyl,,,16-24,,2.8
2018,Percent,Zhambyl,,,16-24,,2.9
2010,Percent,Zhambyl,,,25-28,,1.9
2011,Percent,Zhambyl,,,25-28,,7.8
2012,Percent,Zhambyl,,,25-28,,10.9
2013,Percent,Zhambyl,,,25-28,,9.4
2014,Percent,Zhambyl,,,25-28,,5.7
2015,Percent,Zhambyl,,,25-28,,4.5
2016,Percent,Zhambyl,,,25-28,,3.7
2017,Percent,Zhambyl,,,25-28,,2.1
2018,Percent,Zhambyl,,,25-28,,2.9
2010,Percent,Zhambyl,,,29-34,,9.7
2011,Percent,Zhambyl,,,29-34,,6.6
2012,Percent,Zhambyl,,,29-34,,2.8
2013,Percent,Zhambyl,,,29-34,,3.2
2014,Percent,Zhambyl,,,29-34,,5.9
2015,Percent,Zhambyl,,,29-34,,6.7
2016,Percent,Zhambyl,,,29-34,,7.4
2017,Percent,Zhambyl,,,29-34,,10.4
2018,Percent,Zhambyl,,,29-34,,7.5
2010,Percent,Zhambyl,,,35-44,,7.7
2011,Percent,Zhambyl,,,35-44,,5.1
2012,Percent,Zhambyl,,,35-44,,3.7
2013,Percent,Zhambyl,,,35-44,,3.7
2014,Percent,Zhambyl,,,35-44,,3.4
2015,Percent,Zhambyl,,,35-44,,4.4
2016,Percent,Zhambyl,,,35-44,,4.2
2017,Percent,Zhambyl,,,35-44,,4.7
2018,Percent,Zhambyl,,,35-44,,5.4
2010,Percent,Zhambyl,,,45-54,,4.3
2011,Percent,Zhambyl,,,45-54,,3.7
2012,Percent,Zhambyl,,,45-54,,3.8
2013,Percent,Zhambyl,,,45-54,,3.4
2014,Percent,Zhambyl,,,45-54,,4.6
2015,Percent,Zhambyl,,,45-54,,5.4
2016,Percent,Zhambyl,,,45-54,,5.4
2017,Percent,Zhambyl,,,45-54,,5.4
2018,Percent,Zhambyl,,,45-54,,4.0
2010,Percent,Zhambyl,,,55-64,,1.2
2011,Percent,Zhambyl,,,55-64,,5.4
2012,Percent,Zhambyl,,,55-64,,9.6
2013,Percent,Zhambyl,,,55-64,,9.3
