Year,Units,Regions,Area,Sex,Education,Marital status,citizenship,GeoCode,Value
2017,per 100000 population,Pavlodar,Population of rural areas,,,,,,0.0
2018,per 100000 population,Pavlodar,Population of rural areas,,,,,,0.9
2010,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,0.28
2011,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,0.57
2012,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,0.0
2013,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,0.3
2014,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,0.0
2015,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,0.0
2016,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,0.32
2017,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,0.0
2018,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,0.0
2018,per 100000 population,Turkistan,Population of rural areas,,,,,,2.58
2010,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,0.34
2011,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,3.07
2012,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,0.86
2013,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,4.0
2014,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,4.39
2015,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,2.13
2016,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,2.16
2017,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,6.43
2018,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,3.56
2010,per 100000 population,,,Male,,,,,0.92
2011,per 100000 population,,,Male,,,,,1.05
2012,per 100000 population,,,Male,,,,,0.59
2013,per 100000 population,,,Male,,,,,0.74
2014,per 100000 population,,,Male,,,,,0.47
2015,per 100000 population,,,Male,,,,,0.57
2016,per 100000 population,,,Male,,,,,0.81
2017,per 100000 population,,,Male,,,,,0.82
2018,per 100000 population,,,Male,,,,,0.84
2010,per 100000 population,Akmola,,Male,,,,,0.28
2011,per 100000 population,Akmola,,Male,,,,,0.57
2012,per 100000 population,Akmola,,Male,,,,,0.57
2013,per 100000 population,Akmola,,Male,,,,,0.85
2014,per 100000 population,Akmola,,Male,,,,,0.56
2015,per 100000 population,Akmola,,Male,,,,,0.56
2016,per 100000 population,Akmola,,Male,,,,,1.4
2017,per 100000 population,Akmola,,Male,,,,,0.84
2018,per 100000 population,Akmola,,Male,,,,,1.12
2010,per 100000 population,Aktobe,,Male,,,,,0.54
2011,per 100000 population,Aktobe,,Male,,,,,0.53
2012,per 100000 population,Aktobe,,Male,,,,,0.26
2013,per 100000 population,Aktobe,,Male,,,,,0.26
2014,per 100000 population,Aktobe,,Male,,,,,0.0
2015,per 100000 population,Aktobe,,Male,,,,,0.0
2016,per 100000 population,Aktobe,,Male,,,,,0.0
2017,per 100000 population,Aktobe,,Male,,,,,0.49
2018,per 100000 population,Aktobe,,Male,,,,,0.24
2010,per 100000 population,Almaty,,Male,,,,,0.88
2011,per 100000 population,Almaty,,Male,,,,,2.26
2012,per 100000 population,Almaty,,Male,,,,,0.11
2013,per 100000 population,Almaty,,Male,,,,,0.31
2014,per 100000 population,Almaty,,Male,,,,,0.1
2015,per 100000 population,Almaty,,Male,,,,,0.11
2016,per 100000 population,Almaty,,Male,,,,,0.1
2017,per 100000 population,Almaty,,Male,,,,,0.1
2018,per 100000 population,Almaty,,Male,,,,,0.3
2010,per 100000 population,Atyrau,,Male,,,,,0.0
2011,per 100000 population,Atyrau,,Male,,,,,0.38
2012,per 100000 population,Atyrau,,Male,,,,,0.0
2013,per 100000 population,Atyrau,,Male,,,,,0.0
2014,per 100000 population,Atyrau,,Male,,,,,0.0
2015,per 100000 population,Atyrau,,Male,,,,,0.35
2016,per 100000 population,Atyrau,,Male,,,,,1.01
2017,per 100000 population,Atyrau,,Male,,,,,0.33
2018,per 100000 population,Atyrau,,Male,,,,,0.0
2010,per 100000 population,Batys Kazakhstan,,Male,,,,,0.0
2011,per 100000 population,Batys Kazakhstan,,Male,,,,,0.0
2012,per 100000 population,Batys Kazakhstan,,Male,,,,,1.35
2013,per 100000 population,Batys Kazakhstan,,Male,,,,,0.33
2014,per 100000 population,Batys Kazakhstan,,Male,,,,,0.66
2015,per 100000 population,Batys Kazakhstan,,Male,,,,,0.33
2016,per 100000 population,Batys Kazakhstan,,Male,,,,,0.32
2017,per 100000 population,Batys Kazakhstan,,Male,,,,,1.28
2018,per 100000 population,Batys Kazakhstan,,Male,,,,,0.95
2010,per 100000 population,Zhambyl,,Male,,,,,0.59
2011,per 100000 population,Zhambyl,,Male,,,,,1.36
2012,per 100000 population,Zhambyl,,Male,,,,,0.58
2013,per 100000 population,Zhambyl,,Male,,,,,0.38
2014,per 100000 population,Zhambyl,,Male,,,,,0.56
2015,per 100000 population,Zhambyl,,Male,,,,,0.18
2016,per 100000 population,Zhambyl,,Male,,,,,0.91
2017,per 100000 population,Zhambyl,,Male,,,,,0.55
2018,per 100000 population,Zhambyl,,Male,,,,,0.36
2010,per 100000 population,Karagandy,,Male,,,,,1.1
2011,per 100000 population,Karagandy,,Male,,,,,0.63
2012,per 100000 population,Karagandy,,Male,,,,,1.25
2013,per 100000 population,Karagandy,,Male,,,,,0.15
2014,per 100000 population,Karagandy,,Male,,,,,0.31
2015,per 100000 population,Karagandy,,Male,,,,,1.07
2016,per 100000 population,Karagandy,,Male,,,,,0.46
2017,per 100000 population,Karagandy,,Male,,,,,0.46
2018,per 100000 population,Karagandy,,Male,,,,,0.92
2010,per 100000 population,Kostanay,,Male,,,,,0.24
2011,per 100000 population,Kostanay,,Male,,,,,0.0
2012,per 100000 population,Kostanay,,Male,,,,,0.0
2013,per 100000 population,Kostanay,,Male,,,,,0.48
2014,per 100000 population,Kostanay,,Male,,,,,0.24
2015,per 100000 population,Kostanay,,Male,,,,,0.24
2016,per 100000 population,Kostanay,,Male,,,,,0.72
2017,per 100000 population,Kostanay,,Male,,,,,0.0
2018,per 100000 population,Kostanay,,Male,,,,,0.24
2010,per 100000 population,Kyzylorda,,Male,,,,,2.31
2011,per 100000 population,Kyzylorda,,Male,,,,,2.27
2012,per 100000 population,Kyzylorda,,Male,,,,,0.28
2013,per 100000 population,Kyzylorda,,Male,,,,,0.55
2014,per 100000 population,Kyzylorda,,Male,,,,,0.27
2015,per 100000 population,Kyzylorda,,Male,,,,,0.79
2016,per 100000 population,Kyzylorda,,Male,,,,,0.52
2017,per 100000 population,Kyzylorda,,Male,,,,,0.0
2018,per 100000 population,Kyzylorda,,Male,,,,,0.25
2010,per 100000 population,Mangistau,,Male,,,,,0.39
2011,per 100000 population,Mangistau,,Male,,,,,1.13
2012,per 100000 population,Mangistau,,Male,,,,,0.72
2013,per 100000 population,Mangistau,,Male,,,,,0.0
2014,per 100000 population,Mangistau,,Male,,,,,1.01
2015,per 100000 population,Mangistau,,Male,,,,,0.65
2016,per 100000 population,Mangistau,,Male,,,,,1.58
2017,per 100000 population,Mangistau,,Male,,,,,0.31
2018,per 100000 population,Mangistau,,Male,,,,,0.3
2010,per 100000 population,Ontustik Kazakhstan,,Male,,,,,2.23
2011,per 100000 population,Ontustik Kazakhstan,,Male,,,,,1.79
2012,per 100000 population,Ontustik Kazakhstan,,Male,,,,,1.22
2013,per 100000 population,Ontustik Kazakhstan,,Male,,,,,1.19
2014,per 100000 population,Ontustik Kazakhstan,,Male,,,,,0.44
2015,per 100000 population,Ontustik Kazakhstan,,Male,,,,,0.86
2016,per 100000 population,Ontustik Kazakhstan,,Male,,,,,2.04
2017,per 100000 population,Ontustik Kazakhstan,,Male,,,,,2.84
2010,per 100000 population,Pavlodar,,Male,,,,,0.57
2011,per 100000 population,Pavlodar,,Male,,,,,0.28
2012,per 100000 population,Pavlodar,,Male,,,,,0.0
2013,per 100000 population,Pavlodar,,Male,,,,,0.57
2014,per 100000 population,Pavlodar,,Male,,,,,0.28
2015,per 100000 population,Pavlodar,,Male,,,,,0.28
2016,per 100000 population,Pavlodar,,Male,,,,,0.56
2017,per 100000 population,Pavlodar,,Male,,,,,0.0
2018,per 100000 population,Pavlodar,,Male,,,,,1.68
2010,per 100000 population,Soltustik Kazakhstan,,Male,,,,,0.36
2011,per 100000 population,Soltustik Kazakhstan,,Male,,,,,0.36
2012,per 100000 population,Soltustik Kazakhstan,,Male,,,,,0.0
2013,per 100000 population,Soltustik Kazakhstan,,Male,,,,,0.36
2014,per 100000 population,Soltustik Kazakhstan,,Male,,,,,0.0
2015,per 100000 population,Soltustik Kazakhstan,,Male,,,,,0.0
2016,per 100000 population,Soltustik Kazakhstan,,Male,,,,,0.0
2017,per 100000 population,Soltustik Kazakhstan,,Male,,,,,0.0
2018,per 100000 population,Soltustik Kazakhstan,,Male,,,,,0.0
2018,per 100000 population,Turkistan,,Male,,,,,1.89
2010,per 100000 population,Shygys Kazakhstan,,Male,,,,,1.05
2011,per 100000 population,Shygys Kazakhstan,,Male,,,,,1.51
2012,per 100000 population,Shygys Kazakhstan,,Male,,,,,0.75
2013,per 100000 population,Shygys Kazakhstan,,Male,,,,,3.32
2014,per 100000 population,Shygys Kazakhstan,,Male,,,,,2.11
2015,per 100000 population,Shygys Kazakhstan,,Male,,,,,1.5
2016,per 100000 population,Shygys Kazakhstan,,Male,,,,,1.36
2017,per 100000 population,Shygys Kazakhstan,,Male,,,,,1.97
2018,per 100000 population,Shygys Kazakhstan,,Male,,,,,1.97
2010,per 100000 population,Nur-Sultan city,,Male,,,,,0.31
2011,per 100000 population,Nur-Sultan city,,Male,,,,,0.0
2012,per 100000 population,Nur-Sultan city,,Male,,,,,0.54
2013,per 100000 population,Nur-Sultan city,,Male,,,,,0.78
2014,per 100000 population,Nur-Sultan city,,Male,,,,,0.5
2015,per 100000 population,Nur-Sultan city,,Male,,,,,1.2
2016,per 100000 population,Nur-Sultan city,,Male,,,,,0.22
2017,per 100000 population,Nur-Sultan city,,Male,,,,,0.0
2018,per 100000 population,Nur-Sultan city,,Male,,,,,0.39
2010,per 100000 population,Almaty city,,Male,,,,,0.31
2011,per 100000 population,Almaty city,,Male,,,,,0.15
2012,per 100000 population,Almaty city,,Male,,,,,0.45
2013,per 100000 population,Almaty city,,Male,,,,,0.29
2014,per 100000 population,Almaty city,,Male,,,,,0.14
2015,per 100000 population,Almaty city,,Male,,,,,0.13
2016,per 100000 population,Almaty city,,Male,,,,,0.13
2017,per 100000 population,Almaty city,,Male,,,,,0.0
2018,per 100000 population,Almaty city,,Male,,,,,0.12
2018,per 100000 population,Shymkent city,,Male,,,,,2.33
2010,per 100000 population,,Population of urban areas,Male,,,,,0.86
2011,per 100000 population,,Population of urban areas,Male,,,,,1.13
2012,per 100000 population,,Population of urban areas,Male,,,,,0.65
2013,per 100000 population,,Population of urban areas,Male,,,,,0.8
2014,per 100000 population,,Population of urban areas,Male,,,,,0.33
2015,per 100000 population,,Population of urban areas,Male,,,,,0.64
2016,per 100000 population,,Population of urban areas,Male,,,,,0.54
2017,per 100000 population,,Population of urban areas,Male,,,,,0.55
2018,per 100000 population,,Population of urban areas,Male,,,,,0.68
2010,per 100000 population,Akmola,Population of urban areas,Male,,,,,0.0
2011,per 100000 population,Akmola,Population of urban areas,Male,,,,,0.63
2012,per 100000 population,Akmola,Population of urban areas,Male,,,,,0.0
2013,per 100000 population,Akmola,Population of urban areas,Male,,,,,1.24
2014,per 100000 population,Akmola,Population of urban areas,Male,,,,,1.23
2015,per 100000 population,Akmola,Population of urban areas,Male,,,,,0.61
2016,per 100000 population,Akmola,Population of urban areas,Male,,,,,0.61
2017,per 100000 population,Akmola,Population of urban areas,Male,,,,,0.61
2018,per 100000 population,Akmola,Population of urban areas,Male,,,,,0.61
2010,per 100000 population,Aktobe,Population of urban areas,Male,,,,,0.45
2011,per 100000 population,Aktobe,Population of urban areas,Male,,,,,0.88
2012,per 100000 population,Aktobe,Population of urban areas,Male,,,,,0.0
2013,per 100000 population,Aktobe,Population of urban areas,Male,,,,,0.43
2014,per 100000 population,Aktobe,Population of urban areas,Male,,,,,0.0
2015,per 100000 population,Aktobe,Population of urban areas,Male,,,,,0.0
2016,per 100000 population,Aktobe,Population of urban areas,Male,,,,,0.0
2017,per 100000 population,Aktobe,Population of urban areas,Male,,,,,0.0
2018,per 100000 population,Aktobe,Population of urban areas,Male,,,,,0.35
2010,per 100000 population,Almaty,Population of urban areas,Male,,,,,0.0
2011,per 100000 population,Almaty,Population of urban areas,Male,,,,,4.77
2012,per 100000 population,Almaty,Population of urban areas,Male,,,,,0.0
2013,per 100000 population,Almaty,Population of urban areas,Male,,,,,0.92
2014,per 100000 population,Almaty,Population of urban areas,Male,,,,,0.0
2015,per 100000 population,Almaty,Population of urban areas,Male,,,,,0.0
2016,per 100000 population,Almaty,Population of urban areas,Male,,,,,0.44
2017,per 100000 population,Almaty,Population of urban areas,Male,,,,,0.0
2018,per 100000 population,Almaty,Population of urban areas,Male,,,,,0.0
2010,per 100000 population,Atyrau,Population of urban areas,Male,,,,,0.0
2011,per 100000 population,Atyrau,Population of urban areas,Male,,,,,0.0
2012,per 100000 population,Atyrau,Population of urban areas,Male,,,,,0.0
2013,per 100000 population,Atyrau,Population of urban areas,Male,,,,,0.0
2014,per 100000 population,Atyrau,Population of urban areas,Male,,,,,0.0
2015,per 100000 population,Atyrau,Population of urban areas,Male,,,,,0.0
2016,per 100000 population,Atyrau,Population of urban areas,Male,,,,,0.73
2017,per 100000 population,Atyrau,Population of urban areas,Male,,,,,0.0
2018,per 100000 population,Atyrau,Population of urban areas,Male,,,,,0.0
2010,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,0.0
2011,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,0.0
2012,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,0.0
2013,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,0.71
2014,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,0.0
2015,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,0.0
2016,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,0.0
2017,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,2.62
2018,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,1.28
2010,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,0.5
2011,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,2.01
2012,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,0.0
2013,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,0.49
2014,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,0.48
2015,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,0.47
2016,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,0.47
2017,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,0.94
2018,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,0.47
2010,per 100000 population,Karagandy,Population of urban areas,Male,,,,,1.23
2011,per 100000 population,Karagandy,Population of urban areas,Male,,,,,0.41
2012,per 100000 population,Karagandy,Population of urban areas,Male,,,,,1.01
2013,per 100000 population,Karagandy,Population of urban areas,Male,,,,,0.0
2014,per 100000 population,Karagandy,Population of urban areas,Male,,,,,0.2
2015,per 100000 population,Karagandy,Population of urban areas,Male,,,,,0.79
2016,per 100000 population,Karagandy,Population of urban areas,Male,,,,,0.2
2017,per 100000 population,Karagandy,Population of urban areas,Male,,,,,0.2
2018,per 100000 population,Karagandy,Population of urban areas,Male,,,,,0.78
2010,per 100000 population,Kostanay,Population of urban areas,Male,,,,,0.0
2011,per 100000 population,Kostanay,Population of urban areas,Male,,,,,0.0
2012,per 100000 population,Kostanay,Population of urban areas,Male,,,,,0.0
2013,per 100000 population,Kostanay,Population of urban areas,Male,,,,,0.48
2014,per 100000 population,Kostanay,Population of urban areas,Male,,,,,0.0
2015,per 100000 population,Kostanay,Population of urban areas,Male,,,,,0.0
2016,per 100000 population,Kostanay,Population of urban areas,Male,,,,,0.47
2017,per 100000 population,Kostanay,Population of urban areas,Male,,,,,0.0
2018,per 100000 population,Kostanay,Population of urban areas,Male,,,,,0.46
2010,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,2.11
2011,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,0.69
2012,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,0.67
2013,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,0.0
2014,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,0.0
2015,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,1.24
2016,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,0.0
2017,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,0.0
2018,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,0.0
2010,per 100000 population,Mangistau,Population of urban areas,Male,,,,,0.76
2011,per 100000 population,Mangistau,Population of urban areas,Male,,,,,0.0
2012,per 100000 population,Mangistau,Population of urban areas,Male,,,,,0.72
2013,per 100000 population,Mangistau,Population of urban areas,Male,,,,,0.0
2014,per 100000 population,Mangistau,Population of urban areas,Male,,,,,1.44
2015,per 100000 population,Mangistau,Population of urban areas,Male,,,,,0.74
2016,per 100000 population,Mangistau,Population of urban areas,Male,,,,,2.19
2017,per 100000 population,Mangistau,Population of urban areas,Male,,,,,0.0
2018,per 100000 population,Mangistau,Population of urban areas,Male,,,,,0.0
2010,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,,,,,3.13
2011,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,,,,,3.88
2012,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,,,,,2.6
2013,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,,,,,1.96
2014,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,,,,,0.18
2015,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,,,,,1.3
2016,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,,,,,1.43
2017,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,,,,,2.8
2010,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,0.43
2011,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,0.42
2012,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,0.0
2013,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,0.83
2014,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,0.41
2015,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,0.0
2016,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,0.81
2017,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,0.0
2018,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,2.03
2010,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,0.0
2011,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,0.0
2012,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,0.0
2013,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,0.0
2014,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,0.0
2015,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,0.0
2016,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,0.0
2017,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,0.0
2018,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,0.0
2018,per 100000 population,Turkistan,Population of urban areas,Male,,,,,2.04
2010,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,1.35
2011,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,1.88
2012,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,0.8
2013,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,2.65
2014,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,1.05
2015,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,1.83
2016,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,1.04
2017,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,0.26
2018,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,0.26
2010,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,0.31
2011,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,0.0
2012,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,0.54
2013,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,0.78
2014,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,0.5
2015,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,1.2
2016,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,0.22
2017,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,0.0
2018,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,0.39
2010,per 100000 population,Almaty city,Population of urban areas,Male,,,,,0.31
2011,per 100000 population,Almaty city,Population of urban areas,Male,,,,,0.15
2012,per 100000 population,Almaty city,Population of urban areas,Male,,,,,0.45
2013,per 100000 population,Almaty city,Population of urban areas,Male,,,,,0.29
2014,per 100000 population,Almaty city,Population of urban areas,Male,,,,,0.14
2015,per 100000 population,Almaty city,Population of urban areas,Male,,,,,0.13
2016,per 100000 population,Almaty city,Population of urban areas,Male,,,,,0.13
2017,per 100000 population,Almaty city,Population of urban areas,Male,,,,,0.0
2018,per 100000 population,Almaty city,Population of urban areas,Male,,,,,0.12
2018,per 100000 population,Shymkent city,Population of urban areas,Male,,,,,2.33
2010,per 100000 population,,Population of rural areas,Male,,,,,0.97
2011,per 100000 population,,Population of rural areas,Male,,,,,0.96
2012,per 100000 population,,Population of rural areas,Male,,,,,0.53
2013,per 100000 population,,Population of rural areas,Male,,,,,0.68
2014,per 100000 population,,Population of rural areas,Male,,,,,0.63
2015,per 100000 population,,Population of rural areas,Male,,,,,0.47
2016,per 100000 population,,Population of rural areas,Male,,,,,1.15
2017,per 100000 population,,Population of rural areas,Male,,,,,1.17
2018,per 100000 population,,Population of rural areas,Male,,,,,1.04
2010,per 100000 population,Akmola,Population of rural areas,Male,,,,,0.52
2011,per 100000 population,Akmola,Population of rural areas,Male,,,,,0.52
2012,per 100000 population,Akmola,Population of rural areas,Male,,,,,1.04
2013,per 100000 population,Akmola,Population of rural areas,Male,,,,,0.52
2014,per 100000 population,Akmola,Population of rural areas,Male,,,,,0.0
2015,per 100000 population,Akmola,Population of rural areas,Male,,,,,0.52
2016,per 100000 population,Akmola,Population of rural areas,Male,,,,,2.07
2017,per 100000 population,Akmola,Population of rural areas,Male,,,,,1.04
2018,per 100000 population,Akmola,Population of rural areas,Male,,,,,1.54
2010,per 100000 population,Aktobe,Population of rural areas,Male,,,,,0.67
2011,per 100000 population,Aktobe,Population of rural areas,Male,,,,,0.0
2012,per 100000 population,Aktobe,Population of rural areas,Male,,,,,0.66
2013,per 100000 population,Aktobe,Population of rural areas,Male,,,,,0.0
2014,per 100000 population,Aktobe,Population of rural areas,Male,,,,,0.0
2015,per 100000 population,Aktobe,Population of rural areas,Male,,,,,0.0
2016,per 100000 population,Aktobe,Population of rural areas,Male,,,,,0.0
2017,per 100000 population,Aktobe,Population of rural areas,Male,,,,,1.28
2018,per 100000 population,Aktobe,Population of rural areas,Male,,,,,0.0
2010,per 100000 population,Almaty,Population of rural areas,Male,,,,,1.14
2011,per 100000 population,Almaty,Population of rural areas,Male,,,,,1.53
2012,per 100000 population,Almaty,Population of rural areas,Male,,,,,0.14
2013,per 100000 population,Almaty,Population of rural areas,Male,,,,,0.13
2014,per 100000 population,Almaty,Population of rural areas,Male,,,,,0.14
2015,per 100000 population,Almaty,Population of rural areas,Male,,,,,0.14
2016,per 100000 population,Almaty,Population of rural areas,Male,,,,,0.0
2017,per 100000 population,Almaty,Population of rural areas,Male,,,,,0.13
2018,per 100000 population,Almaty,Population of rural areas,Male,,,,,0.38
2010,per 100000 population,Atyrau,Population of rural areas,Male,,,,,0.0
2011,per 100000 population,Atyrau,Population of rural areas,Male,,,,,0.71
2012,per 100000 population,Atyrau,Population of rural areas,Male,,,,,0.0
2013,per 100000 population,Atyrau,Population of rural areas,Male,,,,,0.0
2014,per 100000 population,Atyrau,Population of rural areas,Male,,,,,0.0
2015,per 100000 population,Atyrau,Population of rural areas,Male,,,,,0.64
2016,per 100000 population,Atyrau,Population of rural areas,Male,,,,,1.27
2017,per 100000 population,Atyrau,Population of rural areas,Male,,,,,0.62
2018,per 100000 population,Atyrau,Population of rural areas,Male,,,,,0.0
2010,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,0.0
2011,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,0.0
2012,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,2.53
2013,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,0.0
2014,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,1.25
2015,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,0.62
2016,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,0.62
2017,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,0.0
2018,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,0.63
2010,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,0.65
2011,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,0.95
2012,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,0.94
2013,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,0.31
2014,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,0.61
2015,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,0.0
2016,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,1.2
2017,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,0.3
2018,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,0.29
2010,per 100000 population,Karagandy,Population of rural areas,Male,,,,,0.67
2011,per 100000 population,Karagandy,Population of rural areas,Male,,,,,1.35
2012,per 100000 population,Karagandy,Population of rural areas,Male,,,,,2.03
2013,per 100000 population,Karagandy,Population of rural areas,Male,,,,,0.68
2014,per 100000 population,Karagandy,Population of rural areas,Male,,,,,0.68
2015,per 100000 population,Karagandy,Population of rural areas,Male,,,,,2.06
2016,per 100000 population,Karagandy,Population of rural areas,Male,,,,,1.38
2017,per 100000 population,Karagandy,Population of rural areas,Male,,,,,1.4
2018,per 100000 population,Karagandy,Population of rural areas,Male,,,,,1.41
2010,per 100000 population,Kostanay,Population of rural areas,Male,,,,,0.47
2011,per 100000 population,Kostanay,Population of rural areas,Male,,,,,0.0
2012,per 100000 population,Kostanay,Population of rural areas,Male,,,,,0.0
2013,per 100000 population,Kostanay,Population of rural areas,Male,,,,,0.48
2014,per 100000 population,Kostanay,Population of rural areas,Male,,,,,0.48
2015,per 100000 population,Kostanay,Population of rural areas,Male,,,,,0.49
2016,per 100000 population,Kostanay,Population of rural areas,Male,,,,,0.99
2017,per 100000 population,Kostanay,Population of rural areas,Male,,,,,0.0
2018,per 100000 population,Kostanay,Population of rural areas,Male,,,,,0.0
2010,per 100000 population,Kyzylorda,Population of rural areas,Male,,,,,2.45
2011,per 100000 population,Kyzylorda,Population of rural areas,Male,,,,,3.38
2012,per 100000 population,Kyzylorda,Population of rural areas,Male,,,,,0.0
2013,per 100000 population,Kyzylorda,Population of rural areas,Male,,,,,0.94
