Year,Units,Regions,Area,Sex,Value
2017,Percent,Almaty,City,,6.0
2017,Percent,Atyrau,City,,8.3
2017,Percent,Batys Kazakhstan,City,,1.2
2017,Percent,Zhambyl,City,,8.2
2017,Percent,Karagandy,City,,8.5
2017,Percent,Kostanay,City,,4.4
2017,Percent,Kyzylorda,City,,5.5
2017,Percent,Mangistau,City,,6.0
2017,Percent,Ontustik Kazakhstan,City,,4.1
2017,Percent,Pavlodar,City,,2.0
2017,Percent,Soltustik Kazakhstan,City,,8.1
2017,Percent,Shygys Kazakhstan,City,,4.6
2017,Percent,Nur-Sultan city,City,,4.1
2017,Percent,Almaty city,City,,4.0
2017,Percent,,Rural,,8.4
2017,Percent,Akmola,Rural,,7.5
2017,Percent,Aktobe,Rural,,6.2
2017,Percent,Almaty,Rural,,6.9
2017,Percent,Atyrau,Rural,,6.3
2017,Percent,Batys Kazakhstan,Rural,,3.1
2017,Percent,Zhambyl,Rural,,10.0
2017,Percent,Karagandy,Rural,,9.8
2017,Percent,Kostanay,Rural,,3.7
2017,Percent,Kyzylorda,Rural,,6.9
2017,Percent,Mangistau,Rural,,7.1
2017,Percent,Ontustik Kazakhstan,Rural,,13.2
2017,Percent,Pavlodar,Rural,,11.3
2017,Percent,Soltustik Kazakhstan,Rural,,5.3
2017,Percent,Turkistan,Rural,,8.4
2018,Percent,,,,6.0
2018,Percent,Akmola,,,4.4
2018,Percent,Aktobe,,,6.5
2018,Percent,Almaty,,,6.1
2018,Percent,Atyrau,,,5.7
2018,Percent,Batys Kazakhstan,,,2.1
2018,Percent,Zhambyl,,,5.9
2018,Percent,Karagandy,,,9.7
2018,Percent,Kostanay,,,4.1
2018,Percent,Kyzylorda,,,4.0
2018,Percent,Mangistau,,,5.4
2018,Percent,Pavlodar,,,4.2
2018,Percent,Soltustik Kazakhstan,,,8.1
2018,Percent,Turkistan,,,11.4
2018,Percent,Shygys Kazakhstan,,,4.1
2018,Percent,Nur-Sultan city,,,4.1
2018,Percent,Almaty city,,,3.4
2018,Percent,Shymkent city,,,9.5
2018,Percent,,,Male,5.2
2018,Percent,Akmola,,Male,3.5
2018,Percent,Aktobe,,Male,4.2
2018,Percent,Almaty,,Male,3.7
2018,Percent,Atyrau,,Male,2.1
2018,Percent,Batys Kazakhstan,,Male,1.6
2018,Percent,Zhambyl,,Male,5.8
2018,Percent,Karagandy,,Male,7.0
2018,Percent,Kostanay,,Male,3.5
2018,Percent,Kyzylorda,,Male,3.4
2018,Percent,Mangistau,,Male,4.0
2018,Percent,Pavlodar,,Male,5.0
2018,Percent,Soltustik Kazakhstan,,Male,4.3
2018,Percent,Turkistan,,Male,12.0
2018,Percent,Shygys Kazakhstan,,Male,3.1
2018,Percent,Nur-Sultan city,,Male,4.1
2018,Percent,Almaty city,,Male,2.7
2018,Percent,Shymkent city,,Male,10.9
2018,Percent,,,Female,6.8
2018,Percent,Akmola,,Female,5.5
2018,Percent,Aktobe,,Female,8.9
2018,Percent,Almaty,,Female,8.6
2018,Percent,Atyrau,,Female,9.9
2018,Percent,Batys Kazakhstan,,Female,2.7
2018,Percent,Zhambyl,,Female,5.9
2018,Percent,Karagandy,,Female,12.5
2018,Percent,Kostanay,,Female,4.8
2018,Percent,Kyzylorda,,Female,4.8
2018,Percent,Mangistau,,Female,7.1
2018,Percent,Pavlodar,,Female,3.4
2018,Percent,Soltustik Kazakhstan,,Female,12.1
2018,Percent,Turkistan,,Female,10.8
2018,Percent,Shygys Kazakhstan,,Female,5.2
2018,Percent,Nur-Sultan city,,Female,4.1
2018,Percent,Almaty city,,Female,4.0
2018,Percent,Shymkent city,,Female,8.3
2018,Percent,,City,,5.4
2018,Percent,Akmola,City,,2.9
2018,Percent,Aktobe,City,,7.3
2018,Percent,Almaty,City,,5.5
2018,Percent,Atyrau,City,,7.0
2018,Percent,Batys Kazakhstan,City,,1.4
2018,Percent,Zhambyl,City,,5.8
2018,Percent,Karagandy,City,,9.9
2018,Percent,Kostanay,City,,4.2
2018,Percent,Kyzylorda,City,,3.5
2018,Percent,Mangistau,City,,3.4
2018,Percent,Pavlodar,City,,2.3
2018,Percent,Soltustik Kazakhstan,City,,9.7
2018,Percent,Turkistan,City,,12.8
2018,Percent,Shygys Kazakhstan,City,,3.0
2018,Percent,Nur-Sultan city,City,,4.1
2018,Percent,Almaty city,City,,3.4
2018,Percent,Shymkent city,City,,9.5
2018,Percent,,Rural,,6.9
2018,Percent,Akmola,Rural,,5.8
2018,Percent,Aktobe,Rural,,5.3
2018,Percent,Almaty,Rural,,6.2
2018,Percent,Atyrau,Rural,,4.8
2018,Percent,Batys Kazakhstan,Rural,,3.0
2018,Percent,Zhambyl,Rural,,5.9
2018,Percent,Karagandy,Rural,,9.1
2018,Percent,Kostanay,Rural,,4.0
2018,Percent,Kyzylorda,Rural,,4.3
2018,Percent,Mangistau,Rural,,6.6
2018,Percent,Pavlodar,Rural,,10.0
2018,Percent,Soltustik Kazakhstan,Rural,,6.5
2018,Percent,Shygys Kazakhstan,Rural,,11.2
2018,Percent,Turkistan,Rural,,6.0
2019,Percent,,,,5.2
2019,Percent,Akmola,,,4.9
2019,Percent,Aktobe,,,6.4
2019,Percent,Almaty,,,4.5
2019,Percent,Atyrau,,,5.2
2019,Percent,Batys Kazakhstan,,,2.1
2019,Percent,Zhambyl,,,4.5
2019,Percent,Karagandy,,,8.5
2019,Percent,Kostanay,,,3.5
2019,Percent,Kyzylorda,,,5.6
2019,Percent,Mangistau,,,5.7
2019,Percent,Pavlodar,,,3.6
2019,Percent,Soltustik Kazakhstan,,,6.9
2019,Percent,Turkistan,,,9.7
2019,Percent,Shygys Kazakhstan,,,4.8
2019,Percent,Nur-Sultan city,,,2.0
2019,Percent,Almaty city,,,3.4
2019,Percent,Shymkent city,,,5.1
2019,Percent,,,Male,3.6
2019,Percent,Akmola,,Male,2.9
2019,Percent,Aktobe,,Male,5.2
2019,Percent,Almaty,,Male,3.2
2019,Percent,Atyrau,,Male,5.5
2019,Percent,Batys Kazakhstan,,Male,1.8
2019,Percent,Zhambyl,,Male,4.0
2019,Percent,Karagandy,,Male,5.8
2019,Percent,Kostanay,,Male,3.1
2019,Percent,Kyzylorda,,Male,5.1
2019,Percent,Mangistau,,Male,3.5
2019,Percent,Pavlodar,,Male,3.4
2019,Percent,Soltustik Kazakhstan,,Male,4.0
2019,Percent,Turkistan,,Male,3.8
2019,Percent,Shygys Kazakhstan,,Male,2.7
2019,Percent,Nur-Sultan city,,Male,1.9
2019,Percent,Almaty city,,Male,1.9
2019,Percent,Shymkent city,,Male,6.3
2019,Percent,,,Female,6.7
2019,Percent,Akmola,,Female,7.0
2019,Percent,Aktobe,,Female,7.6
2019,Percent,Almaty,,Female,6.0
2019,Percent,Atyrau,,Female,4.8
2019,Percent,Batys Kazakhstan,,Female,2.3
2019,Percent,Zhambyl,,Female,5.0
2019,Percent,Karagandy,,Female,11.5
2019,Percent,Kostanay,,Female,3.8
2019,Percent,Kyzylorda,,Female,6.2
2019,Percent,Mangistau,,Female,8.2
2019,Percent,Pavlodar,,Female,3.9
2019,Percent,Soltustik Kazakhstan,,Female,10.3
2019,Percent,Turkistan,,Female,15.5
2019,Percent,Shygys Kazakhstan,,Female,6.9
2019,Percent,Nur-Sultan city,,Female,2.1
2019,Percent,Almaty city,,Female,4.5
2019,Percent,Shymkent city,,Female,4.0
2019,Percent,,City,,4.6
2019,Percent,Akmola,City,,4.4
2019,Percent,Aktobe,City,,6.3
2019,Percent,Almaty,City,,5.8
2019,Percent,Atyrau,City,,6.1
2019,Percent,Batys Kazakhstan,City,,1.4
2019,Percent,Zhambyl,City,,5.3
2019,Percent,Karagandy,City,,8.3
2019,Percent,Kostanay,City,,2.8
2019,Percent,Kyzylorda,City,,5.4
2019,Percent,Mangistau,City,,2.8
2019,Percent,Pavlodar,City,,2.2
2019,Percent,Soltustik Kazakhstan,City,,7.1
2019,Percent,Turkistan,City,,11.2
2019,Percent,Shygys Kazakhstan,City,,4.4
2019,Percent,Nur-Sultan city,City,,2.0
2019,Percent,Almaty city,City,,3.4
2019,Percent,Shymkent city,City,,5.1
2019,Percent,,Rural,,6.0
2019,Percent,Akmola,Rural,,5.3
2019,Percent,Aktobe,Rural,,6.7
2019,Percent,Almaty,Rural,,4.2
2019,Percent,Atyrau,Rural,,4.3
2019,Percent,Batys Kazakhstan,Rural,,2.8
2019,Percent,Zhambyl,Rural,,4.0
2019,Percent,Karagandy,Rural,,9.2
2019,Percent,Kostanay,Rural,,4.2
2019,Percent,Kyzylorda,Rural,,5.8
2019,Percent,Mangistau,Rural,,7.3
2019,Percent,Pavlodar,Rural,,7.8
2019,Percent,Soltustik Kazakhstan,Rural,,6.6
2019,Percent,Shygys Kazakhstan,Rural,,9.5
2019,Percent,Turkistan,Rural,,5.7
