Year,Units,Regions,Area,Sex,Education,Marital status,citizenship,GeoCode,Value
2014,per 100000 population,Pavlodar,Population of rural areas,,,,,,16.31
2015,per 100000 population,Pavlodar,Population of rural areas,,,,,,8.89
2016,per 100000 population,Pavlodar,Population of rural areas,,,,,,5.38
2017,per 100000 population,Pavlodar,Population of rural areas,,,,,,13.07
2018,per 100000 population,Pavlodar,Population of rural areas,,,,,,9.03
2010,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,26.09
2011,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,20.98
2012,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,11.67
2013,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,15.41
2014,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,15.08
2015,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,20.02
2016,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,21.43
2017,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,13.51
2018,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,,,,,23.0
2018,per 100000 population,Turkistan,Population of rural areas,,,,,,9.93
2010,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,47.83
2011,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,46.03
2012,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,40.46
2013,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,40.17
2014,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,37.37
2015,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,37.59
2016,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,31.49
2017,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,30.11
2018,per 100000 population,Shygys Kazakhstan,Population of rural areas,,,,,,26.98
2010,per 100000 population,,,Male,,,,,37.97
2011,per 100000 population,,,Male,,,,,35.42
2012,per 100000 population,,,Male,,,,,33.76
2013,per 100000 population,,,Male,,,,,34.6
2014,per 100000 population,,,Male,,,,,30.75
2015,per 100000 population,,,Male,,,,,27.87
2016,per 100000 population,,,Male,,,,,24.59
2017,per 100000 population,,,Male,,,,,24.81
2018,per 100000 population,,,Male,,,,,23.55
2010,per 100000 population,Akmola,,Male,,,,,76.88
2011,per 100000 population,Akmola,,Male,,,,,59.15
2012,per 100000 population,Akmola,,Male,,,,,62.23
2013,per 100000 population,Akmola,,Male,,,,,61.76
2014,per 100000 population,Akmola,,Male,,,,,64.7
2015,per 100000 population,Akmola,,Male,,,,,57.3
2016,per 100000 population,Akmola,,Male,,,,,48.39
2017,per 100000 population,Akmola,,Male,,,,,61.95
2018,per 100000 population,Akmola,,Male,,,,,46.6
2010,per 100000 population,Aktobe,,Male,,,,,33.17
2011,per 100000 population,Aktobe,,Male,,,,,30.03
2012,per 100000 population,Aktobe,,Male,,,,,38.58
2013,per 100000 population,Aktobe,,Male,,,,,36.44
2014,per 100000 population,Aktobe,,Male,,,,,31.49
2015,per 100000 population,Aktobe,,Male,,,,,37.21
2016,per 100000 population,Aktobe,,Male,,,,,31.01
2017,per 100000 population,Aktobe,,Male,,,,,24.75
2018,per 100000 population,Aktobe,,Male,,,,,26.54
2010,per 100000 population,Almaty,,Male,,,,,36.16
2011,per 100000 population,Almaty,,Male,,,,,34.69
2012,per 100000 population,Almaty,,Male,,,,,35.81
2013,per 100000 population,Almaty,,Male,,,,,36.16
2014,per 100000 population,Almaty,,Male,,,,,36.12
2015,per 100000 population,Almaty,,Male,,,,,27.2
2016,per 100000 population,Almaty,,Male,,,,,26.23
2017,per 100000 population,Almaty,,Male,,,,,31.17
2018,per 100000 population,Almaty,,Male,,,,,25.89
2010,per 100000 population,Atyrau,,Male,,,,,31.03
2011,per 100000 population,Atyrau,,Male,,,,,24.68
2012,per 100000 population,Atyrau,,Male,,,,,33.06
2013,per 100000 population,Atyrau,,Male,,,,,33.04
2014,per 100000 population,Atyrau,,Male,,,,,26.24
2015,per 100000 population,Atyrau,,Male,,,,,30.47
2016,per 100000 population,Atyrau,,Male,,,,,23.68
2017,per 100000 population,Atyrau,,Male,,,,,21.83
2018,per 100000 population,Atyrau,,Male,,,,,19.09
2010,per 100000 population,Batys Kazakhstan,,Male,,,,,47.89
2011,per 100000 population,Batys Kazakhstan,,Male,,,,,57.37
2012,per 100000 population,Batys Kazakhstan,,Male,,,,,58.94
2013,per 100000 population,Batys Kazakhstan,,Male,,,,,46.7
2014,per 100000 population,Batys Kazakhstan,,Male,,,,,40.28
2015,per 100000 population,Batys Kazakhstan,,Male,,,,,33.98
2016,per 100000 population,Batys Kazakhstan,,Male,,,,,32.04
2017,per 100000 population,Batys Kazakhstan,,Male,,,,,28.22
2018,per 100000 population,Batys Kazakhstan,,Male,,,,,39.39
2010,per 100000 population,Zhambyl,,Male,,,,,29.19
2011,per 100000 population,Zhambyl,,Male,,,,,29.62
2012,per 100000 population,Zhambyl,,Male,,,,,23.47
2013,per 100000 population,Zhambyl,,Male,,,,,32.62
2014,per 100000 population,Zhambyl,,Male,,,,,27.1
2015,per 100000 population,Zhambyl,,Male,,,,,21.77
2016,per 100000 population,Zhambyl,,Male,,,,,16.46
2017,per 100000 population,Zhambyl,,Male,,,,,14.94
2018,per 100000 population,Zhambyl,,Male,,,,,15.22
2010,per 100000 population,Karagandy,,Male,,,,,56.33
2011,per 100000 population,Karagandy,,Male,,,,,50.94
2012,per 100000 population,Karagandy,,Male,,,,,44.51
2013,per 100000 population,Karagandy,,Male,,,,,43.99
2014,per 100000 population,Karagandy,,Male,,,,,44.65
2015,per 100000 population,Karagandy,,Male,,,,,39.17
2016,per 100000 population,Karagandy,,Male,,,,,38.91
2017,per 100000 population,Karagandy,,Male,,,,,36.8
2018,per 100000 population,Karagandy,,Male,,,,,35.3
2010,per 100000 population,Kostanay,,Male,,,,,67.75
2011,per 100000 population,Kostanay,,Male,,,,,72.19
2012,per 100000 population,Kostanay,,Male,,,,,70.78
2013,per 100000 population,Kostanay,,Male,,,,,74.32
2014,per 100000 population,Kostanay,,Male,,,,,57.89
2015,per 100000 population,Kostanay,,Male,,,,,63.5
2016,per 100000 population,Kostanay,,Male,,,,,57.28
2017,per 100000 population,Kostanay,,Male,,,,,51.46
2018,per 100000 population,Kostanay,,Male,,,,,44.6
2010,per 100000 population,Kyzylorda,,Male,,,,,14.44
2011,per 100000 population,Kyzylorda,,Male,,,,,12.48
2012,per 100000 population,Kyzylorda,,Male,,,,,22.81
2013,per 100000 population,Kyzylorda,,Male,,,,,26.49
2014,per 100000 population,Kyzylorda,,Male,,,,,15.02
2015,per 100000 population,Kyzylorda,,Male,,,,,12.65
2016,per 100000 population,Kyzylorda,,Male,,,,,12.48
2017,per 100000 population,Kyzylorda,,Male,,,,,9.5
2018,per 100000 population,Kyzylorda,,Male,,,,,7.08
2010,per 100000 population,Mangistau,,Male,,,,,21.22
2011,per 100000 population,Mangistau,,Male,,,,,14.7
2012,per 100000 population,Mangistau,,Male,,,,,8.68
2013,per 100000 population,Mangistau,,Male,,,,,20.23
2014,per 100000 population,Mangistau,,Male,,,,,13.14
2015,per 100000 population,Mangistau,,Male,,,,,13.69
2016,per 100000 population,Mangistau,,Male,,,,,16.14
2017,per 100000 population,Mangistau,,Male,,,,,14.17
2018,per 100000 population,Mangistau,,Male,,,,,14.7
2010,per 100000 population,Ontustik Kazakhstan,,Male,,,,,16.97
2011,per 100000 population,Ontustik Kazakhstan,,Male,,,,,16.51
2012,per 100000 population,Ontustik Kazakhstan,,Male,,,,,16.83
2013,per 100000 population,Ontustik Kazakhstan,,Male,,,,,20.26
2014,per 100000 population,Ontustik Kazakhstan,,Male,,,,,20.94
2015,per 100000 population,Ontustik Kazakhstan,,Male,,,,,17.3
2016,per 100000 population,Ontustik Kazakhstan,,Male,,,,,13.36
2017,per 100000 population,Ontustik Kazakhstan,,Male,,,,,16.96
2010,per 100000 population,Pavlodar,,Male,,,,,47.92
2011,per 100000 population,Pavlodar,,Male,,,,,54.08
2012,per 100000 population,Pavlodar,,Male,,,,,50.83
2013,per 100000 population,Pavlodar,,Male,,,,,43.82
2014,per 100000 population,Pavlodar,,Male,,,,,22.78
2015,per 100000 population,Pavlodar,,Male,,,,,7.28
2016,per 100000 population,Pavlodar,,Male,,,,,8.94
2017,per 100000 population,Pavlodar,,Male,,,,,16.79
2018,per 100000 population,Pavlodar,,Male,,,,,13.73
2010,per 100000 population,Soltustik Kazakhstan,,Male,,,,,48.33
2011,per 100000 population,Soltustik Kazakhstan,,Male,,,,,30.07
2012,per 100000 population,Soltustik Kazakhstan,,Male,,,,,16.24
2013,per 100000 population,Soltustik Kazakhstan,,Male,,,,,19.26
2014,per 100000 population,Soltustik Kazakhstan,,Male,,,,,19.75
2015,per 100000 population,Soltustik Kazakhstan,,Male,,,,,27.2
2016,per 100000 population,Soltustik Kazakhstan,,Male,,,,,29.22
2017,per 100000 population,Soltustik Kazakhstan,,Male,,,,,20.53
2018,per 100000 population,Soltustik Kazakhstan,,Male,,,,,28.56
2018,per 100000 population,Turkistan,,Male,,,,,16.55
2010,per 100000 population,Shygys Kazakhstan,,Male,,,,,72.91
2011,per 100000 population,Shygys Kazakhstan,,Male,,,,,65.41
2012,per 100000 population,Shygys Kazakhstan,,Male,,,,,54.0
2013,per 100000 population,Shygys Kazakhstan,,Male,,,,,54.59
2014,per 100000 population,Shygys Kazakhstan,,Male,,,,,49.26
2015,per 100000 population,Shygys Kazakhstan,,Male,,,,,46.8
2016,per 100000 population,Shygys Kazakhstan,,Male,,,,,39.94
2017,per 100000 population,Shygys Kazakhstan,,Male,,,,,36.46
2018,per 100000 population,Shygys Kazakhstan,,Male,,,,,35.22
2010,per 100000 population,Nur-Sultan city,,Male,,,,,20.44
2011,per 100000 population,Nur-Sultan city,,Male,,,,,20.34
2012,per 100000 population,Nur-Sultan city,,Male,,,,,17.69
2013,per 100000 population,Nur-Sultan city,,Male,,,,,21.33
2014,per 100000 population,Nur-Sultan city,,Male,,,,,14.42
2015,per 100000 population,Nur-Sultan city,,Male,,,,,22.59
2016,per 100000 population,Nur-Sultan city,,Male,,,,,18.44
2017,per 100000 population,Nur-Sultan city,,Male,,,,,17.41
2018,per 100000 population,Nur-Sultan city,,Male,,,,,19.34
2010,per 100000 population,Almaty city,,Male,,,,,12.77
2011,per 100000 population,Almaty city,,Male,,,,,14.99
2012,per 100000 population,Almaty city,,Male,,,,,13.36
2013,per 100000 population,Almaty city,,Male,,,,,8.98
2014,per 100000 population,Almaty city,,Male,,,,,12.45
2015,per 100000 population,Almaty city,,Male,,,,,10.72
2016,per 100000 population,Almaty city,,Male,,,,,7.98
2017,per 100000 population,Almaty city,,Male,,,,,9.37
2018,per 100000 population,Almaty city,,Male,,,,,12.58
2018,per 100000 population,Shymkent city,,Male,,,,,12.94
2010,per 100000 population,,Population of urban areas,Male,,,,,33.68
2011,per 100000 population,,Population of urban areas,Male,,,,,31.55
2012,per 100000 population,,Population of urban areas,Male,,,,,29.98
2013,per 100000 population,,Population of urban areas,Male,,,,,30.11
2014,per 100000 population,,Population of urban areas,Male,,,,,25.78
2015,per 100000 population,,Population of urban areas,Male,,,,,23.09
2016,per 100000 population,,Population of urban areas,Male,,,,,20.57
2017,per 100000 population,,Population of urban areas,Male,,,,,21.03
2018,per 100000 population,,Population of urban areas,Male,,,,,21.49
2010,per 100000 population,Akmola,Population of urban areas,Male,,,,,67.59
2011,per 100000 population,Akmola,Population of urban areas,Male,,,,,48.13
2012,per 100000 population,Akmola,Population of urban areas,Male,,,,,53.56
2013,per 100000 population,Akmola,Population of urban areas,Male,,,,,55.05
2014,per 100000 population,Akmola,Population of urban areas,Male,,,,,54.17
2015,per 100000 population,Akmola,Population of urban areas,Male,,,,,51.31
2016,per 100000 population,Akmola,Population of urban areas,Male,,,,,46.87
2017,per 100000 population,Akmola,Population of urban areas,Male,,,,,53.07
2018,per 100000 population,Akmola,Population of urban areas,Male,,,,,51.8
2010,per 100000 population,Aktobe,Population of urban areas,Male,,,,,28.41
2011,per 100000 population,Aktobe,Population of urban areas,Male,,,,,26.5
2012,per 100000 population,Aktobe,Population of urban areas,Male,,,,,26.99
2013,per 100000 population,Aktobe,Population of urban areas,Male,,,,,32.13
2014,per 100000 population,Aktobe,Population of urban areas,Male,,,,,24.31
2015,per 100000 population,Aktobe,Population of urban areas,Male,,,,,34.39
2016,per 100000 population,Aktobe,Population of urban areas,Male,,,,,26.85
2017,per 100000 population,Aktobe,Population of urban areas,Male,,,,,21.14
2018,per 100000 population,Aktobe,Population of urban areas,Male,,,,,23.12
2010,per 100000 population,Almaty,Population of urban areas,Male,,,,,40.21
2011,per 100000 population,Almaty,Population of urban areas,Male,,,,,38.14
2012,per 100000 population,Almaty,Population of urban areas,Male,,,,,40.34
2013,per 100000 population,Almaty,Population of urban areas,Male,,,,,45.28
2014,per 100000 population,Almaty,Population of urban areas,Male,,,,,38.85
2015,per 100000 population,Almaty,Population of urban areas,Male,,,,,23.28
2016,per 100000 population,Almaty,Population of urban areas,Male,,,,,27.9
2017,per 100000 population,Almaty,Population of urban areas,Male,,,,,35.17
2018,per 100000 population,Almaty,Population of urban areas,Male,,,,,28.1
2010,per 100000 population,Atyrau,Population of urban areas,Male,,,,,18.4
2011,per 100000 population,Atyrau,Population of urban areas,Male,,,,,23.61
2012,per 100000 population,Atyrau,Population of urban areas,Male,,,,,31.69
2013,per 100000 population,Atyrau,Population of urban areas,Male,,,,,29.07
2014,per 100000 population,Atyrau,Population of urban areas,Male,,,,,18.63
2015,per 100000 population,Atyrau,Population of urban areas,Male,,,,,22.49
2016,per 100000 population,Atyrau,Population of urban areas,Male,,,,,23.22
2017,per 100000 population,Atyrau,Population of urban areas,Male,,,,,16.99
2018,per 100000 population,Atyrau,Population of urban areas,Male,,,,,20.89
2010,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,42.86
2011,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,43.41
2012,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,47.57
2013,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,39.69
2014,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,38.35
2015,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,26.75
2016,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,28.28
2017,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,16.39
2018,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,,,,,31.97
2010,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,27.75
2011,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,34.66
2012,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,21.92
2013,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,39.19
2014,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,26.94
2015,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,25.56
2016,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,15.5
2017,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,16.52
2018,per 100000 population,Zhambyl,Population of urban areas,Male,,,,,17.01
2010,per 100000 population,Karagandy,Population of urban areas,Male,,,,,53.04
2011,per 100000 population,Karagandy,Population of urban areas,Male,,,,,46.58
2012,per 100000 population,Karagandy,Population of urban areas,Male,,,,,40.84
2013,per 100000 population,Karagandy,Population of urban areas,Male,,,,,37.34
2014,per 100000 population,Karagandy,Population of urban areas,Male,,,,,41.35
2015,per 100000 population,Karagandy,Population of urban areas,Male,,,,,37.41
2016,per 100000 population,Karagandy,Population of urban areas,Male,,,,,34.06
2017,per 100000 population,Karagandy,Population of urban areas,Male,,,,,36.34
2018,per 100000 population,Karagandy,Population of urban areas,Male,,,,,33.0
2010,per 100000 population,Kostanay,Population of urban areas,Male,,,,,46.09
2011,per 100000 population,Kostanay,Population of urban areas,Male,,,,,57.58
2012,per 100000 population,Kostanay,Population of urban areas,Male,,,,,59.48
2013,per 100000 population,Kostanay,Population of urban areas,Male,,,,,61.35
2014,per 100000 population,Kostanay,Population of urban areas,Male,,,,,44.92
2015,per 100000 population,Kostanay,Population of urban areas,Male,,,,,49.91
2016,per 100000 population,Kostanay,Population of urban areas,Male,,,,,41.94
2017,per 100000 population,Kostanay,Population of urban areas,Male,,,,,39.81
2018,per 100000 population,Kostanay,Population of urban areas,Male,,,,,34.43
2010,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,10.53
2011,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,9.62
2012,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,28.15
2013,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,22.89
2014,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,17.86
2015,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,14.91
2016,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,16.37
2017,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,10.71
2018,per 100000 population,Kyzylorda,Population of urban areas,Male,,,,,10.52
2010,per 100000 population,Mangistau,Population of urban areas,Male,,,,,18.89
2011,per 100000 population,Mangistau,Population of urban areas,Male,,,,,15.48
2012,per 100000 population,Mangistau,Population of urban areas,Male,,,,,10.81
2013,per 100000 population,Mangistau,Population of urban areas,Male,,,,,21.21
2014,per 100000 population,Mangistau,Population of urban areas,Male,,,,,12.27
2015,per 100000 population,Mangistau,Population of urban areas,Male,,,,,11.83
2016,per 100000 population,Mangistau,Population of urban areas,Male,,,,,14.73
2017,per 100000 population,Mangistau,Population of urban areas,Male,,,,,15.43
2018,per 100000 population,Mangistau,Population of urban areas,Male,,,,,17.75
2010,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,,,,,16.48
2011,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,,,,,16.36
2012,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,,,,,18.61
2013,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,,,,,18.59
2014,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,,,,,16.75
2015,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,,,,,10.91
2016,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,,,,,8.76
2017,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,,,,,13.82
2010,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,43.9
2011,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,42.8
2012,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,46.74
2013,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,38.75
2014,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,20.59
2015,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,4.08
2016,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,8.11
2017,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,15.01
2018,per 100000 population,Pavlodar,Population of urban areas,Male,,,,,13.01
2010,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,51.0
2011,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,23.16
2012,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,8.33
2013,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,8.28
2014,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,11.86
2015,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,19.73
2016,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,23.01
2017,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,17.62
2018,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,,,,,12.21
2018,per 100000 population,Turkistan,Population of urban areas,Male,,,,,20.94
2010,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,64.02
2011,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,55.64
2012,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,42.77
2013,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,44.31
2014,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,38.16
2015,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,32.61
2016,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,28.75
2017,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,26.49
2018,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,,,,,26.55
2010,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,20.44
2011,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,20.34
2012,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,17.69
2013,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,21.33
2014,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,14.42
2015,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,22.59
2016,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,18.44
2017,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,17.41
2018,per 100000 population,Nur-Sultan city,Population of urban areas,Male,,,,,19.34
2010,per 100000 population,Almaty city,Population of urban areas,Male,,,,,12.77
2011,per 100000 population,Almaty city,Population of urban areas,Male,,,,,14.99
2012,per 100000 population,Almaty city,Population of urban areas,Male,,,,,13.36
2013,per 100000 population,Almaty city,Population of urban areas,Male,,,,,8.98
2014,per 100000 population,Almaty city,Population of urban areas,Male,,,,,12.45
2015,per 100000 population,Almaty city,Population of urban areas,Male,,,,,10.72
2016,per 100000 population,Almaty city,Population of urban areas,Male,,,,,7.98
2017,per 100000 population,Almaty city,Population of urban areas,Male,,,,,9.37
2018,per 100000 population,Almaty city,Population of urban areas,Male,,,,,12.58
2018,per 100000 population,Shymkent city,Population of urban areas,Male,,,,,12.94
2010,per 100000 population,,Population of rural areas,Male,,,,,42.8
2011,per 100000 population,,Population of rural areas,Male,,,,,39.81
2012,per 100000 population,,Population of rural areas,Male,,,,,38.07
2013,per 100000 population,,Population of rural areas,Male,,,,,39.74
2014,per 100000 population,,Population of rural areas,Male,,,,,36.62
2015,per 100000 population,,Population of rural areas,Male,,,,,33.75
2016,per 100000 population,,Population of rural areas,Male,,,,,29.62
2017,per 100000 population,,Population of rural areas,Male,,,,,29.57
2018,per 100000 population,,Population of rural areas,Male,,,,,26.23
2010,per 100000 population,Akmola,Population of rural areas,Male,,,,,84.52
2011,per 100000 population,Akmola,Population of rural areas,Male,,,,,68.26
2012,per 100000 population,Akmola,Population of rural areas,Male,,,,,69.44
2013,per 100000 population,Akmola,Population of rural areas,Male,,,,,67.38
2014,per 100000 population,Akmola,Population of rural areas,Male,,,,,73.55
2015,per 100000 population,Akmola,Population of rural areas,Male,,,,,62.36
2016,per 100000 population,Akmola,Population of rural areas,Male,,,,,49.68
2017,per 100000 population,Akmola,Population of rural areas,Male,,,,,69.5
2018,per 100000 population,Akmola,Population of rural areas,Male,,,,,42.21
2010,per 100000 population,Aktobe,Population of rural areas,Male,,,,,40.26
2011,per 100000 population,Aktobe,Population of rural areas,Male,,,,,35.36
2012,per 100000 population,Aktobe,Population of rural areas,Male,,,,,56.15
2013,per 100000 population,Aktobe,Population of rural areas,Male,,,,,43.0
2014,per 100000 population,Aktobe,Population of rural areas,Male,,,,,42.53
2015,per 100000 population,Aktobe,Population of rural areas,Male,,,,,41.64
2016,per 100000 population,Aktobe,Population of rural areas,Male,,,,,37.64
2017,per 100000 population,Aktobe,Population of rural areas,Male,,,,,30.63
2018,per 100000 population,Aktobe,Population of rural areas,Male,,,,,34.28
2010,per 100000 population,Almaty,Population of rural areas,Male,,,,,34.97
2011,per 100000 population,Almaty,Population of rural areas,Male,,,,,33.68
2012,per 100000 population,Almaty,Population of rural areas,Male,,,,,34.49
2013,per 100000 population,Almaty,Population of rural areas,Male,,,,,33.52
2014,per 100000 population,Almaty,Population of rural areas,Male,,,,,35.27
2015,per 100000 population,Almaty,Population of rural areas,Male,,,,,28.4
2016,per 100000 population,Almaty,Population of rural areas,Male,,,,,25.72
2017,per 100000 population,Almaty,Population of rural areas,Male,,,,,29.99
2018,per 100000 population,Almaty,Population of rural areas,Male,,,,,25.27
2010,per 100000 population,Atyrau,Population of rural areas,Male,,,,,41.96
2011,per 100000 population,Atyrau,Population of rural areas,Male,,,,,25.62
2012,per 100000 population,Atyrau,Population of rural areas,Male,,,,,34.27
2013,per 100000 population,Atyrau,Population of rural areas,Male,,,,,36.45
2014,per 100000 population,Atyrau,Population of rural areas,Male,,,,,32.64
2015,per 100000 population,Atyrau,Population of rural areas,Male,,,,,37.31
2016,per 100000 population,Atyrau,Population of rural areas,Male,,,,,24.09
2017,per 100000 population,Atyrau,Population of rural areas,Male,,,,,26.08
2018,per 100000 population,Atyrau,Population of rural areas,Male,,,,,17.2
2010,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,52.09
2011,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,69.34
2012,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,68.92
2013,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,52.93
2014,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,42.02
2015,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,40.54
2016,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,35.52
2017,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,36.56
2018,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,,,,,46.72
2010,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,30.11
2011,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,26.42
2012,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,24.44
2013,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,28.46
2014,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,27.2
2015,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,19.35
2016,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,17.08
2017,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,13.95
2018,per 100000 population,Zhambyl,Population of rural areas,Male,,,,,14.11
2010,per 100000 population,Karagandy,Population of rural areas,Male,,,,,67.11
2011,per 100000 population,Karagandy,Population of rural areas,Male,,,,,65.42
2012,per 100000 population,Karagandy,Population of rural areas,Male,,,,,56.77
2013,per 100000 population,Karagandy,Population of rural areas,Male,,,,,66.45
2014,per 100000 population,Karagandy,Population of rural areas,Male,,,,,55.96
2015,per 100000 population,Karagandy,Population of rural areas,Male,,,,,45.29
2016,per 100000 population,Karagandy,Population of rural areas,Male,,,,,56.05
2017,per 100000 population,Karagandy,Population of rural areas,Male,,,,,38.46
2018,per 100000 population,Karagandy,Population of rural areas,Male,,,,,43.57
2010,per 100000 population,Kostanay,Population of rural areas,Male,,,,,88.12
2011,per 100000 population,Kostanay,Population of rural areas,Male,,,,,86.18
2012,per 100000 population,Kostanay,Population of rural areas,Male,,,,,81.81
2013,per 100000 population,Kostanay,Population of rural areas,Male,,,,,87.17
2014,per 100000 population,Kostanay,Population of rural areas,Male,,,,,71.0
2015,per 100000 population,Kostanay,Population of rural areas,Male,,,,,77.6
2016,per 100000 population,Kostanay,Population of rural areas,Male,,,,,73.52
2017,per 100000 population,Kostanay,Population of rural areas,Male,,,,,64.06
2018,per 100000 population,Kostanay,Population of rural areas,Male,,,,,55.85
2010,per 100000 population,Kyzylorda,Population of rural areas,Male,,,,,17.18
