Year,Units,Өңірлер,Аймақ,Жынысы,Білім беру,Отбасылық жағдайы,азаматтығы,GeoCode,Value
2016,100 000 халыққа,Оңтүстік Қазақстан,сельское население,,,,,,2.68
2017,100 000 халыққа,Оңтүстік Қазақстан,сельское население,,,,,,2.15
2018,100 000 халыққа,Оңтүстік Қазақстан,сельское население,,,,,,2.58
2010,100 000 халыққа,Павлодар,сельское население,,,,,,17.45
2011,100 000 халыққа,Павлодар,сельское население,,,,,,11.6
2012,100 000 халыққа,Павлодар,сельское население,,,,,,6.47
2013,100 000 халыққа,Павлодар,сельское население,,,,,,1.31
2014,100 000 халыққа,Павлодар,сельское население,,,,,,3.09
2015,100 000 халыққа,Павлодар,сельское население,,,,,,1.78
2016,100 000 халыққа,Павлодар,сельское население,,,,,,2.69
2017,100 000 халыққа,Павлодар,сельское население,,,,,,0.45
2018,100 000 халыққа,Павлодар,сельское население,,,,,,0.45
2010,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,1.7
2011,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,2.59
2012,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,2.33
2013,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,4.44
2014,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,3.62
2015,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,3.7
2016,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,3.78
2017,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,4.18
2018,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,5.59
2018,100 000 халыққа,Түркістан,сельское население,,,,,,2.58
2010,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,7.77
2011,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,6.99
2012,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,7.23
2013,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,5.04
2014,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,4.21
2015,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,4.61
2016,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,3.6
2017,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,4.04
2018,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,4.31
2010,100 000 халыққа,,,ерлер,,,,,10.6
2011,100 000 халыққа,,,ерлер,,,,,8.74
2012,100 000 халыққа,,,ерлер,,,,,8.86
2013,100 000 халыққа,,,ерлер,,,,,6.87
2014,100 000 халыққа,,,ерлер,,,,,6.29
2015,100 000 халыққа,,,ерлер,,,,,5.25
2016,100 000 халыққа,,,ерлер,,,,,4.43
2017,100 000 халыққа,,,ерлер,,,,,4.08
2018,100 000 халыққа,,,ерлер,,,,,3.89
2010,100 000 халыққа,Ақмола,,ерлер,,,,,16.7
2011,100 000 халыққа,Ақмола,,ерлер,,,,,15.0
2012,100 000 халыққа,Ақмола,,ерлер,,,,,13.0
2013,100 000 халыққа,Ақмола,,ерлер,,,,,9.31
2014,100 000 халыққа,Ақмола,,ерлер,,,,,12.7
2015,100 000 халыққа,Ақмола,,ерлер,,,,,11.2
2016,100 000 халыққа,Ақмола,,ерлер,,,,,10.1
2017,100 000 халыққа,Ақмола,,ерлер,,,,,8.13
2018,100 000 халыққа,Ақмола,,ерлер,,,,,9.49
2010,100 000 халыққа,Ақтөбе,,ерлер,,,,,5.12
2011,100 000 халыққа,Ақтөбе,,ерлер,,,,,3.19
2012,100 000 халыққа,Ақтөбе,,ерлер,,,,,5.51
2013,100 000 халыққа,Ақтөбе,,ерлер,,,,,4.14
2014,100 000 халыққа,Ақтөбе,,ерлер,,,,,3.81
2015,100 000 халыққа,Ақтөбе,,ерлер,,,,,2.75
2016,100 000 халыққа,Ақтөбе,,ерлер,,,,,3.45
2017,100 000 халыққа,Ақтөбе,,ерлер,,,,,4.61
2018,100 000 халыққа,Ақтөбе,,ерлер,,,,,3.11
2010,100 000 халыққа,Алматы,,ерлер,,,,,10.1
2011,100 000 халыққа,Алматы,,ерлер,,,,,8.94
2012,100 000 халыққа,Алматы,,ерлер,,,,,8.34
2013,100 000 халыққа,Алматы,,ерлер,,,,,5.59
2014,100 000 халыққа,Алматы,,ерлер,,,,,5.21
2015,100 000 халыққа,Алматы,,ерлер,,,,,7.14
2016,100 000 халыққа,Алматы,,ерлер,,,,,5.99
2017,100 000 халыққа,Алматы,,ерлер,,,,,5.36
2018,100 000 халыққа,Алматы,,ерлер,,,,,4.38
2010,100 000 халыққа,Атырау,,ерлер,,,,,4.66
2011,100 000 халыққа,Атырау,,ерлер,,,,,5.7
2012,100 000 халыққа,Атырау,,ерлер,,,,,4.46
2013,100 000 халыққа,Атырау,,ерлер,,,,,3.27
2014,100 000 халыққа,Атырау,,ерлер,,,,,3.55
2015,100 000 халыққа,Атырау,,ерлер,,,,,1.04
2016,100 000 халыққа,Атырау,,ерлер,,,,,2.71
2017,100 000 халыққа,Атырау,,ерлер,,,,,1.65
2018,100 000 халыққа,Атырау,,ерлер,,,,,0.65
2010,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,9.24
2011,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,8.49
2012,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,7.07
2013,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,6.0
2014,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,5.94
2015,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,4.25
2016,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,3.24
2017,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,2.89
2018,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,5.08
2010,100 000 халыққа,Жамбыл,,ерлер,,,,,5.92
2011,100 000 халыққа,Жамбыл,,ерлер,,,,,7.01
2012,100 000 халыққа,Жамбыл,,ерлер,,,,,8.27
2013,100 000 халыққа,Жамбыл,,ерлер,,,,,8.91
2014,100 000 халыққа,Жамбыл,,ерлер,,,,,5.79
2015,100 000 халыққа,Жамбыл,,ерлер,,,,,2.21
2016,100 000 халыққа,Жамбыл,,ерлер,,,,,2.2
2017,100 000 халыққа,Жамбыл,,ерлер,,,,,2.55
2018,100 000 халыққа,Жамбыл,,ерлер,,,,,2.36
2010,100 000 халыққа,Қарағанды,,ерлер,,,,,21.3
2011,100 000 халыққа,Қарағанды,,ерлер,,,,,13.3
2012,100 000 халыққа,Қарағанды,,ерлер,,,,,17.4
2013,100 000 халыққа,Қарағанды,,ерлер,,,,,11.0
2014,100 000 халыққа,Қарағанды,,ерлер,,,,,8.16
2015,100 000 халыққа,Қарағанды,,ерлер,,,,,8.42
2016,100 000 халыққа,Қарағанды,,ерлер,,,,,5.49
2017,100 000 халыққа,Қарағанды,,ерлер,,,,,5.65
2018,100 000 халыққа,Қарағанды,,ерлер,,,,,4.74
2010,100 000 халыққа,Қостанай,,ерлер,,,,,16.3
2011,100 000 халыққа,Қостанай,,ерлер,,,,,14.7
2012,100 000 халыққа,Қостанай,,ерлер,,,,,14.7
2013,100 000 халыққа,Қостанай,,ерлер,,,,,13.2
2014,100 000 халыққа,Қостанай,,ерлер,,,,,10.6
2015,100 000 халыққа,Қостанай,,ерлер,,,,,11.0
2016,100 000 халыққа,Қостанай,,ерлер,,,,,8.39
2017,100 000 халыққа,Қостанай,,ерлер,,,,,4.33
2018,100 000 халыққа,Қостанай,,ерлер,,,,,5.06
2010,100 000 халыққа,Қызылорда,,ерлер,,,,,2.02
2011,100 000 халыққа,Қызылорда,,ерлер,,,,,0.57
2012,100 000 халыққа,Қызылорда,,ерлер,,,,,0.83
2013,100 000 халыққа,Қызылорда,,ерлер,,,,,3.28
2014,100 000 халыққа,Қызылорда,,ерлер,,,,,2.15
2015,100 000 халыққа,Қызылорда,,ерлер,,,,,1.58
2016,100 000 халыққа,Қызылорда,,ерлер,,,,,1.56
2017,100 000 халыққа,Қызылорда,,ерлер,,,,,2.82
2018,100 000 халыққа,Қызылорда,,ерлер,,,,,0.51
2010,100 000 халыққа,Маңғыстау,,ерлер,,,,,1.97
2011,100 000 халыққа,Маңғыстау,,ерлер,,,,,2.26
2012,100 000 халыққа,Маңғыстау,,ерлер,,,,,1.81
2013,100 000 халыққа,Маңғыстау,,ерлер,,,,,1.74
2014,100 000 халыққа,Маңғыстау,,ерлер,,,,,1.01
2015,100 000 халыққа,Маңғыстау,,ерлер,,,,,0.33
2016,100 000 халыққа,Маңғыстау,,ерлер,,,,,1.58
2017,100 000 халыққа,Маңғыстау,,ерлер,,,,,3.39
2018,100 000 халыққа,Маңғыстау,,ерлер,,,,,2.1
2010,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,,,,,3.83
2011,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,,,,,2.18
2012,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,,,,,2.74
2013,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,,,,,4.1
2014,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,,,,,5.55
2015,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,,,,,2.93
2016,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,,,,,2.88
2017,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,,,,,2.7
2018,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,,,,,3.32
2010,100 000 халыққа,Павлодар,,ерлер,,,,,22.0
2011,100 000 халыққа,Павлодар,,ерлер,,,,,15.1
2012,100 000 халыққа,Павлодар,,ерлер,,,,,11.9
2013,100 000 халыққа,Павлодар,,ерлер,,,,,5.09
2014,100 000 халыққа,Павлодар,,ерлер,,,,,6.19
2015,100 000 халыққа,Павлодар,,ерлер,,,,,1.68
2016,100 000 халыққа,Павлодар,,ерлер,,,,,3.07
2017,100 000 халыққа,Павлодар,,ерлер,,,,,1.12
2018,100 000 халыққа,Павлодар,,ерлер,,,,,3.08
2010,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,2.49
2011,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,1.07
2012,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,5.41
2013,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,5.81
2014,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,4.75
2015,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,3.68
2016,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,3.7
2017,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,2.61
2018,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,4.13
2018,100 000 халыққа,Түркістан,,ерлер,,,,,2.79
2010,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,14.3
2011,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,10.9
2012,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,10.7
2013,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,5.43
2014,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,6.18
2015,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,4.36
2016,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,3.62
2017,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,3.63
2018,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,4.25
2010,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,16.8
2011,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,13.2
2012,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,11.4
2013,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,9.89
2014,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,6.71
2015,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,7.45
2016,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,5.85
2017,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,3.52
2018,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,4.14
2010,100 000 халыққа,Алматы қаласы,,ерлер,,,,,14.8
2011,100 000 халыққа,Алматы қаласы,,ерлер,,,,,18.1
2012,100 000 халыққа,Алматы қаласы,,ерлер,,,,,16.4
2013,100 000 халыққа,Алматы қаласы,,ерлер,,,,,12.1
2014,100 000 халыққа,Алматы қаласы,,ерлер,,,,,9.6
2015,100 000 халыққа,Алматы қаласы,,ерлер,,,,,9.55
2016,100 000 халыққа,Алматы қаласы,,ерлер,,,,,6.21
2017,100 000 халыққа,Алматы қаласы,,ерлер,,,,,7.27
2018,100 000 халыққа,Алматы қаласы,,ерлер,,,,,4.91
2018,100 000 халыққа,Шымкент қаласы,,ерлер,,,,,4.45
2010,100 000 халыққа,,городское население,ерлер,,,,,13.3
2011,100 000 халыққа,,городское население,ерлер,,,,,11.3
2012,100 000 халыққа,,городское население,ерлер,,,,,11.1
2013,100 000 халыққа,,городское население,ерлер,,,,,8.74
2014,100 000 халыққа,,городское население,ерлер,,,,,7.34
2015,100 000 халыққа,,городское население,ерлер,,,,,6.06
2016,100 000 халыққа,,городское население,ерлер,,,,,4.59
2017,100 000 халыққа,,городское население,ерлер,,,,,4.56
2018,100 000 халыққа,,городское население,ерлер,,,,,4.34
2010,100 000 халыққа,Ақмола,городское население,ерлер,,,,,16.9
2011,100 000 халыққа,Ақмола,городское население,ерлер,,,,,16.3
2012,100 000 халыққа,Ақмола,городское население,ерлер,,,,,11.8
2013,100 000 халыққа,Ақмола,городское население,ерлер,,,,,8.04
2014,100 000 халыққа,Ақмола,городское население,ерлер,,,,,12.9
2015,100 000 халыққа,Ақмола,городское население,ерлер,,,,,12.8
2016,100 000 халыққа,Ақмола,городское население,ерлер,,,,,9.74
2017,100 000 халыққа,Ақмола,городское население,ерлер,,,,,9.15
2018,100 000 халыққа,Ақмола,городское население,ерлер,,,,,11.58
2010,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,4.06
2011,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,3.09
2012,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,6.53
2013,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,2.57
2014,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,3.77
2015,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,3.27
2016,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,4.01
2017,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,4.7
2018,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,3.45
2010,100 000 халыққа,Алматы,городское население,ерлер,,,,,12.6
2011,100 000 халыққа,Алматы,городское население,ерлер,,,,,15.3
2012,100 000 халыққа,Алматы,городское население,ерлер,,,,,9.38
2013,100 000 халыққа,Алматы,городское население,ерлер,,,,,10.6
2014,100 000 халыққа,Алматы,городское население,ерлер,,,,,5.46
2015,100 000 халыққа,Алматы,городское население,ерлер,,,,,12.5
2016,100 000 халыққа,Алматы,городское население,ерлер,,,,,8.41
2017,100 000 халыққа,Алматы,городское население,ерлер,,,,,6.68
2018,100 000 халыққа,Алматы,городское население,ерлер,,,,,7.71
2010,100 000 халыққа,Атырау,городское население,ерлер,,,,,5.02
2011,100 000 халыққа,Атырау,городское население,ерлер,,,,,8.14
2012,100 000 халыққа,Атырау,городское население,ерлер,,,,,3.17
2013,100 000 халыққа,Атырау,городское население,ерлер,,,,,3.93
2014,100 000 халыққа,Атырау,городское население,ерлер,,,,,4.66
2015,100 000 халыққа,Атырау,городское население,ерлер,,,,,1.5
2016,100 000 халыққа,Атырау,городское население,ерлер,,,,,3.63
2017,100 000 халыққа,Атырау,городское население,ерлер,,,,,0.71
2018,100 000 халыққа,Атырау,городское население,ерлер,,,,,0.0
2010,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,10.5
2011,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,11.0
2012,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,7.93
2013,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,8.51
2014,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,10.5
2015,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,4.8
2016,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,2.69
2017,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,4.59
2018,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,4.48
2010,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,8.07
2011,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,9.04
2012,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,9.97
2013,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,15.2
2014,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,5.29
2015,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,2.37
2016,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,0.94
2017,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,2.83
2018,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,3.31
2010,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,25.4
2011,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,15.9
2012,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,18.8
2013,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,12.7
2014,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,9.54
2015,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,8.47
2016,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,5.68
2017,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,6.25
2018,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,5.66
2010,100 000 халыққа,Қостанай,городское население,ерлер,,,,,14.9
2011,100 000 халыққа,Қостанай,городское население,ерлер,,,,,15.3
2012,100 000 халыққа,Қостанай,городское население,ерлер,,,,,17.1
2013,100 000 халыққа,Қостанай,городское население,ерлер,,,,,15.5
2014,100 000 халыққа,Қостанай,городское население,ерлер,,,,,10.0
2015,100 000 халыққа,Қостанай,городское население,ерлер,,,,,11.3
2016,100 000 халыққа,Қостанай,городское население,ерлер,,,,,5.59
2017,100 000 халыққа,Қостанай,городское население,ерлер,,,,,3.7
2018,100 000 халыққа,Қостанай,городское население,ерлер,,,,,5.05
2010,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,1.4
2011,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,0.0
2012,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,0.67
2013,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,2.62
2014,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,2.55
2015,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,1.24
2016,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,2.43
2017,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,4.16
2018,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,1.17
2010,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,1.51
2011,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,0.74
2012,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,1.44
2013,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,2.12
2014,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,0.0
2015,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,0.0
2016,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,0.73
2017,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,3.67
2018,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,3.7
2010,100 000 халыққа,Оңтүстік Қазақстан,городское население,ерлер,,,,,7.09
2011,100 000 халыққа,Оңтүстік Қазақстан,городское население,ерлер,,,,,3.88
2012,100 000 халыққа,Оңтүстік Қазақстан,городское население,ерлер,,,,,4.6
2013,100 000 халыққа,Оңтүстік Қазақстан,городское население,ерлер,,,,,7.04
2014,100 000 халыққа,Оңтүстік Қазақстан,городское население,ерлер,,,,,7.84
2015,100 000 халыққа,Оңтүстік Қазақстан,городское население,ерлер,,,,,3.42
2016,100 000 халыққа,Оңтүстік Қазақстан,городское население,ерлер,,,,,3.5
2017,100 000 халыққа,Оңтүстік Қазақстан,городское население,ерлер,,,,,3.73
2018,100 000 халыққа,Оңтүстік Қазақстан,городское население,ерлер,,,,,3.6
2010,100 000 халыққа,Павлодар,городское население,ерлер,,,,,20.9
2011,100 000 халыққа,Павлодар,городское население,ерлер,,,,,14.0
2012,100 000 халыққа,Павлодар,городское население,ерлер,,,,,13.5
2013,100 000 халыққа,Павлодар,городское население,ерлер,,,,,6.67
2014,100 000 халыққа,Павлодар,городское население,ерлер,,,,,6.59
2015,100 000 халыққа,Павлодар,городское население,ерлер,,,,,0.82
2016,100 000 халыққа,Павлодар,городское население,ерлер,,,,,2.84
2017,100 000 халыққа,Павлодар,городское население,ерлер,,,,,1.62
2018,100 000 халыққа,Павлодар,городское население,ерлер,,,,,4.47
2010,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,4.64
2011,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,0.0
2012,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,9.25
2013,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,3.68
2014,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,4.56
2015,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,1.79
2016,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,3.54
2017,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,0.88
2018,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,0.87
2018,100 000 халыққа,Түркістан,городское население,ерлер,,,,,1.53
2010,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,16.5
2011,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,12.4
2012,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,11.0
2013,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,3.98
2014,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,6.32
2015,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,3.65
2016,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,2.33
2017,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,2.32
2018,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,3.06
2010,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,16.8
2011,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,13.2
2012,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,11.4
2013,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,9.89
2014,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,6.71
2015,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,7.45
2016,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,5.85
2017,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,3.52
2018,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,4.14
2010,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,14.8
2011,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,18.1
2012,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,16.4
2013,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,12.1
2014,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,9.6
2015,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,9.55
2016,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,6.21
2017,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,7.27
2018,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,4.91
2018,100 000 халыққа,Шымкент қаласы,городское население,ерлер,,,,,4.45
2010,100 000 халыққа,,сельское население,ерлер,,,,,7.48
2011,100 000 халыққа,,сельское население,ерлер,,,,,5.82
2012,100 000 халыққа,,сельское население,ерлер,,,,,6.36
2013,100 000 халыққа,,сельское население,ерлер,,,,,4.74
2014,100 000 халыққа,,сельское население,ерлер,,,,,5.04
2015,100 000 халыққа,,сельское население,ерлер,,,,,4.26
2016,100 000 халыққа,,сельское население,ерлер,,,,,4.23
2017,100 000 халыққа,,сельское население,ерлер,,,,,3.47
2018,100 000 халыққа,,сельское население,ерлер,,,,,3.3
2010,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,16.5
2011,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,14.0
2012,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,14.0
2013,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,10.4
2014,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,12.4
2015,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,9.79
2016,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,10.4
2017,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,7.26
2018,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,7.72
2010,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,6.71
2011,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,3.34
2012,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,3.96
2013,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,6.51
2014,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,3.87
2015,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,1.92
2016,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,2.55
2017,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,4.47
2018,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,2.34
2010,100 000 халыққа,Алматы,сельское население,ерлер,,,,,9.38
2011,100 000 халыққа,Алматы,сельское население,ерлер,,,,,7.1
2012,100 000 халыққа,Алматы,сельское население,ерлер,,,,,8.04
2013,100 000 халыққа,Алматы,сельское население,ерлер,,,,,4.14
2014,100 000 халыққа,Алматы,сельское население,ерлер,,,,,5.13
2015,100 000 халыққа,Алматы,сельское население,ерлер,,,,,5.49
2016,100 000 халыққа,Алматы,сельское население,ерлер,,,,,5.25
2017,100 000 халыққа,Алматы,сельское население,ерлер,,,,,4.98
2018,100 000 халыққа,Алматы,сельское население,ерлер,,,,,3.45
2010,100 000 халыққа,Атырау,сельское население,ерлер,,,,,4.34
2011,100 000 халыққа,Атырау,сельское население,ерлер,,,,,3.56
2012,100 000 халыққа,Атырау,сельское население,ерлер,,,,,5.59
2013,100 000 халыққа,Атырау,сельское население,ерлер,,,,,2.7
2014,100 000 халыққа,Атырау,сельское население,ерлер,,,,,2.61
2015,100 000 халыққа,Атырау,сельское население,ерлер,,,,,0.64
2016,100 000 халыққа,Атырау,сельское население,ерлер,,,,,1.9
2017,100 000 халыққа,Атырау,сельское население,ерлер,,,,,2.48
2018,100 000 халыққа,Атырау,сельское население,ерлер,,,,,1.32
2010,100 000 халыққа,Батыс Қазақстан,сельское население,ерлер,,,,,8.16
2011,100 000 халыққа,Батыс Қазақстан,сельское население,ерлер,,,,,6.3
2012,100 000 халыққа,Батыс Қазақстан,сельское население,ерлер,,,,,6.32
