Year,Units,Жынысы,Өңірлер,Аймақ,Білім беру,Отбасылық жағдайы,азаматтығы,GeoCode,Value
2017,1000 туылғанға,ұлдар және қыздар,Маңғыстау,сельское население,,,,,9.1
2018,1000 туылғанға,ұлдар және қыздар,Маңғыстау,сельское население,,,,,10.86
2010,1000 туылғанға,ұлдар және қыздар,Оңтүстік Қазақстан,сельское население,,,,,18.41
2011,1000 туылғанға,ұлдар және қыздар,Оңтүстік Қазақстан,сельское население,,,,,13.86
2012,1000 туылғанға,ұлдар және қыздар,Оңтүстік Қазақстан,сельское население,,,,,14.24
2013,1000 туылғанға,ұлдар және қыздар,Оңтүстік Қазақстан,сельское население,,,,,12.74
2014,1000 туылғанға,ұлдар және қыздар,Оңтүстік Қазақстан,сельское население,,,,,10.13
2015,1000 туылғанға,ұлдар және қыздар,Оңтүстік Қазақстан,сельское население,,,,,10.89
2016,1000 туылғанға,ұлдар және қыздар,Оңтүстік Қазақстан,сельское население,,,,,10.78
2017,1000 туылғанға,ұлдар және қыздар,Оңтүстік Қазақстан,сельское население,,,,,9.71
2010,1000 туылғанға,ұлдар және қыздар,Павлодар,сельское население,,,,,12.85
2011,1000 туылғанға,ұлдар және қыздар,Павлодар,сельское население,,,,,16.11
2012,1000 туылғанға,ұлдар және қыздар,Павлодар,сельское население,,,,,9.28
2013,1000 туылғанға,ұлдар және қыздар,Павлодар,сельское население,,,,,9.89
2014,1000 туылғанға,ұлдар және қыздар,Павлодар,сельское население,,,,,9.82
2015,1000 туылғанға,ұлдар және қыздар,Павлодар,сельское население,,,,,7.51
2016,1000 туылғанға,ұлдар және қыздар,Павлодар,сельское население,,,,,8.92
2017,1000 туылғанға,ұлдар және қыздар,Павлодар,сельское население,,,,,6.24
2018,1000 туылғанға,ұлдар және қыздар,Павлодар,сельское население,,,,,4.48
2010,1000 туылғанға,ұлдар және қыздар,Солтүстік Қазақстан,сельское население,,,,,14.75
2011,1000 туылғанға,ұлдар және қыздар,Солтүстік Қазақстан,сельское население,,,,,13.32
2012,1000 туылғанға,ұлдар және қыздар,Солтүстік Қазақстан,сельское население,,,,,10.81
2013,1000 туылғанға,ұлдар және қыздар,Солтүстік Қазақстан,сельское население,,,,,10.15
2014,1000 туылғанға,ұлдар және қыздар,Солтүстік Қазақстан,сельское население,,,,,9.17
2015,1000 туылғанға,ұлдар және қыздар,Солтүстік Қазақстан,сельское население,,,,,7.96
2016,1000 туылғанға,ұлдар және қыздар,Солтүстік Қазақстан,сельское население,,,,,8.6
2017,1000 туылғанға,ұлдар және қыздар,Солтүстік Қазақстан,сельское население,,,,,9.1
2018,1000 туылғанға,ұлдар және қыздар,Солтүстік Қазақстан,сельское население,,,,,11.2
2018,1000 туылғанға,ұлдар және қыздар,Түркістан,сельское население,,,,,8.77
2010,1000 туылғанға,ұлдар және қыздар,Шығыс Қазақстан,сельское население,,,,,20.51
2011,1000 туылғанға,ұлдар және қыздар,Шығыс Қазақстан,сельское население,,,,,18.54
2012,1000 туылғанға,ұлдар және қыздар,Шығыс Қазақстан,сельское население,,,,,15.6
2013,1000 туылғанға,ұлдар және қыздар,Шығыс Қазақстан,сельское население,,,,,14.36
2014,1000 туылғанға,ұлдар және қыздар,Шығыс Қазақстан,сельское население,,,,,10.52
2015,1000 туылғанға,ұлдар және қыздар,Шығыс Қазақстан,сельское население,,,,,8.86
2016,1000 туылғанға,ұлдар және қыздар,Шығыс Қазақстан,сельское население,,,,,10.39
2017,1000 туылғанға,ұлдар және қыздар,Шығыс Қазақстан,сельское население,,,,,9.45
2018,1000 туылғанға,ұлдар және қыздар,Шығыс Қазақстан,сельское население,,,,,8.39
2010,1000 туылғанға,ұлдар,,,,,,,18.51
2011,1000 туылғанға,ұлдар,,,,,,,16.68
2012,1000 туылғанға,ұлдар,,,,,,,15.14
2013,1000 туылғанға,ұлдар,,,,,,,12.66
2014,1000 туылғанға,ұлдар,,,,,,,10.82
2015,1000 туылғанға,ұлдар,,,,,,,10.46
2016,1000 туылғанға,ұлдар,,,,,,,9.5
2017,1000 туылғанға,ұлдар,,,,,,,8.74
2018,1000 туылғанға,ұлдар,,,,,,,9.25
2010,1000 туылғанға,ұлдар,Ақмола,,,,,,16.4
2011,1000 туылғанға,ұлдар,Ақмола,,,,,,18.08
2012,1000 туылғанға,ұлдар,Ақмола,,,,,,11.68
2013,1000 туылғанға,ұлдар,Ақмола,,,,,,14.0
2014,1000 туылғанға,ұлдар,Ақмола,,,,,,10.67
2015,1000 туылғанға,ұлдар,Ақмола,,,,,,8.11
2016,1000 туылғанға,ұлдар,Ақмола,,,,,,7.11
2017,1000 туылғанға,ұлдар,Ақмола,,,,,,8.45
2018,1000 туылғанға,ұлдар,Ақмола,,,,,,5.64
2010,1000 туылғанға,ұлдар,Ақтөбе,,,,,,19.72
2011,1000 туылғанға,ұлдар,Ақтөбе,,,,,,14.91
2012,1000 туылғанға,ұлдар,Ақтөбе,,,,,,13.91
2013,1000 туылғанға,ұлдар,Ақтөбе,,,,,,13.13
2014,1000 туылғанға,ұлдар,Ақтөбе,,,,,,10.11
2015,1000 туылғанға,ұлдар,Ақтөбе,,,,,,10.7
2016,1000 туылғанға,ұлдар,Ақтөбе,,,,,,9.89
2017,1000 туылғанға,ұлдар,Ақтөбе,,,,,,6.45
2018,1000 туылғанға,ұлдар,Ақтөбе,,,,,,9.86
2010,1000 туылғанға,ұлдар,Алматы,,,,,,13.76
2011,1000 туылғанға,ұлдар,Алматы,,,,,,13.96
2012,1000 туылғанға,ұлдар,Алматы,,,,,,14.07
2013,1000 туылғанға,ұлдар,Алматы,,,,,,11.14
2014,1000 туылғанға,ұлдар,Алматы,,,,,,9.12
2015,1000 туылғанға,ұлдар,Алматы,,,,,,9.47
2016,1000 туылғанға,ұлдар,Алматы,,,,,,8.33
2017,1000 туылғанға,ұлдар,Алматы,,,,,,8.66
2018,1000 туылғанға,ұлдар,Алматы,,,,,,7.94
2010,1000 туылғанға,ұлдар,Атырау,,,,,,17.97
2011,1000 туылғанға,ұлдар,Атырау,,,,,,18.31
2012,1000 туылғанға,ұлдар,Атырау,,,,,,16.2
2013,1000 туылғанға,ұлдар,Атырау,,,,,,10.0
2014,1000 туылғанға,ұлдар,Атырау,,,,,,9.48
2015,1000 туылғанға,ұлдар,Атырау,,,,,,7.68
2016,1000 туылғанға,ұлдар,Атырау,,,,,,8.49
2017,1000 туылғанға,ұлдар,Атырау,,,,,,7.52
2018,1000 туылғанға,ұлдар,Атырау,,,,,,12.44
2010,1000 туылғанға,ұлдар,Батыс Қазақстан,,,,,,14.32
2011,1000 туылғанға,ұлдар,Батыс Қазақстан,,,,,,12.68
2012,1000 туылғанға,ұлдар,Батыс Қазақстан,,,,,,12.67
2013,1000 туылғанға,ұлдар,Батыс Қазақстан,,,,,,10.37
2014,1000 туылғанға,ұлдар,Батыс Қазақстан,,,,,,10.42
2015,1000 туылғанға,ұлдар,Батыс Қазақстан,,,,,,8.06
2016,1000 туылғанға,ұлдар,Батыс Қазақстан,,,,,,9.44
2017,1000 туылғанға,ұлдар,Батыс Қазақстан,,,,,,7.06
2018,1000 туылғанға,ұлдар,Батыс Қазақстан,,,,,,8.51
2010,1000 туылғанға,ұлдар,Жамбыл,,,,,,18.91
2011,1000 туылғанға,ұлдар,Жамбыл,,,,,,15.98
2012,1000 туылғанға,ұлдар,Жамбыл,,,,,,15.62
2013,1000 туылғанға,ұлдар,Жамбыл,,,,,,13.93
2014,1000 туылғанға,ұлдар,Жамбыл,,,,,,11.27
2015,1000 туылғанға,ұлдар,Жамбыл,,,,,,12.3
2016,1000 туылғанға,ұлдар,Жамбыл,,,,,,10.13
2017,1000 туылғанға,ұлдар,Жамбыл,,,,,,9.86
2018,1000 туылғанға,ұлдар,Жамбыл,,,,,,8.5
2010,1000 туылғанға,ұлдар,Қарағанды,,,,,,16.87
2011,1000 туылғанға,ұлдар,Қарағанды,,,,,,12.59
2012,1000 туылғанға,ұлдар,Қарағанды,,,,,,13.35
2013,1000 туылғанға,ұлдар,Қарағанды,,,,,,10.35
2014,1000 туылғанға,ұлдар,Қарағанды,,,,,,10.87
2015,1000 туылғанға,ұлдар,Қарағанды,,,,,,10.38
2016,1000 туылғанға,ұлдар,Қарағанды,,,,,,9.42
2017,1000 туылғанға,ұлдар,Қарағанды,,,,,,9.14
2018,1000 туылғанға,ұлдар,Қарағанды,,,,,,9.13
2010,1000 туылғанға,ұлдар,Қостанай,,,,,,17.27
2011,1000 туылғанға,ұлдар,Қостанай,,,,,,15.38
2012,1000 туылғанға,ұлдар,Қостанай,,,,,,17.53
2013,1000 туылғанға,ұлдар,Қостанай,,,,,,14.06
2014,1000 туылғанға,ұлдар,Қостанай,,,,,,12.51
2015,1000 туылғанға,ұлдар,Қостанай,,,,,,11.54
2016,1000 туылғанға,ұлдар,Қостанай,,,,,,8.89
2017,1000 туылғанға,ұлдар,Қостанай,,,,,,12.37
2018,1000 туылғанға,ұлдар,Қостанай,,,,,,12.55
2010,1000 туылғанға,ұлдар,Қызылорда,,,,,,24.61
2011,1000 туылғанға,ұлдар,Қызылорда,,,,,,22.26
2012,1000 туылғанға,ұлдар,Қызылорда,,,,,,21.48
2013,1000 туылғанға,ұлдар,Қызылорда,,,,,,14.91
2014,1000 туылғанға,ұлдар,Қызылорда,,,,,,13.26
2015,1000 туылғанға,ұлдар,Қызылорда,,,,,,11.61
2016,1000 туылғанға,ұлдар,Қызылорда,,,,,,10.31
2017,1000 туылғанға,ұлдар,Қызылорда,,,,,,9.02
2018,1000 туылғанға,ұлдар,Қызылорда,,,,,,10.71
2010,1000 туылғанға,ұлдар,Маңғыстау,,,,,,18.04
2011,1000 туылғанға,ұлдар,Маңғыстау,,,,,,18.1
2012,1000 туылғанға,ұлдар,Маңғыстау,,,,,,13.33
2013,1000 туылғанға,ұлдар,Маңғыстау,,,,,,10.31
2014,1000 туылғанға,ұлдар,Маңғыстау,,,,,,10.6
2015,1000 туылғанға,ұлдар,Маңғыстау,,,,,,11.02
2016,1000 туылғанға,ұлдар,Маңғыстау,,,,,,10.49
2017,1000 туылғанға,ұлдар,Маңғыстау,,,,,,9.01
2018,1000 туылғанға,ұлдар,Маңғыстау,,,,,,10.21
2010,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,,,,,,21.82
2011,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,,,,,,18.61
2012,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,,,,,,16.95
2013,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,,,,,,14.83
2014,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,,,,,,13.04
2015,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,,,,,,12.56
2016,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,,,,,,11.42
2017,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,,,,,,10.3
2010,1000 туылғанға,ұлдар,Павлодар,,,,,,14.43
2011,1000 туылғанға,ұлдар,Павлодар,,,,,,13.82
2012,1000 туылғанға,ұлдар,Павлодар,,,,,,10.27
2013,1000 туылғанға,ұлдар,Павлодар,,,,,,10.15
2014,1000 туылғанға,ұлдар,Павлодар,,,,,,8.48
2015,1000 туылғанға,ұлдар,Павлодар,,,,,,7.5
2016,1000 туылғанға,ұлдар,Павлодар,,,,,,8.71
2017,1000 туылғанға,ұлдар,Павлодар,,,,,,8.89
2018,1000 туылғанға,ұлдар,Павлодар,,,,,,6.09
2010,1000 туылғанға,ұлдар,Солтүстік Қазақстан,,,,,,15.65
2011,1000 туылғанға,ұлдар,Солтүстік Қазақстан,,,,,,14.48
2012,1000 туылғанға,ұлдар,Солтүстік Қазақстан,,,,,,12.32
2013,1000 туылғанға,ұлдар,Солтүстік Қазақстан,,,,,,11.21
2014,1000 туылғанға,ұлдар,Солтүстік Қазақстан,,,,,,9.71
2015,1000 туылғанға,ұлдар,Солтүстік Қазақстан,,,,,,7.77
2016,1000 туылғанға,ұлдар,Солтүстік Қазақстан,,,,,,8.3
2017,1000 туылғанға,ұлдар,Солтүстік Қазақстан,,,,,,8.76
2018,1000 туылғанға,ұлдар,Солтүстік Қазақстан,,,,,,14.01
2018,1000 туылғанға,ұлдар,Түркістан,,,,,,10.07
2010,1000 туылғанға,ұлдар,Шығыс Қазақстан,,,,,,22.03
2011,1000 туылғанға,ұлдар,Шығыс Қазақстан,,,,,,20.95
2012,1000 туылғанға,ұлдар,Шығыс Қазақстан,,,,,,17.31
2013,1000 туылғанға,ұлдар,Шығыс Қазақстан,,,,,,15.29
2014,1000 туылғанға,ұлдар,Шығыс Қазақстан,,,,,,11.74
2015,1000 туылғанға,ұлдар,Шығыс Қазақстан,,,,,,11.02
2016,1000 туылғанға,ұлдар,Шығыс Қазақстан,,,,,,10.15
2017,1000 туылғанға,ұлдар,Шығыс Қазақстан,,,,,,8.0
2018,1000 туылғанға,ұлдар,Шығыс Қазақстан,,,,,,8.44
2010,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,,,,,,13.21
2011,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,,,,,,11.94
2012,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,,,,,,13.17
2013,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,,,,,,9.89
2014,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,,,,,,7.93
2015,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,,,,,,8.49
2016,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,,,,,,6.99
2017,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,,,,,,6.41
2018,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,,,,,,7.7
2010,1000 туылғанға,ұлдар,Алматы қаласы,,,,,,19.87
2011,1000 туылғанға,ұлдар,Алматы қаласы,,,,,,18.55
2012,1000 туылғанға,ұлдар,Алматы қаласы,,,,,,13.7
2013,1000 туылғанға,ұлдар,Алматы қаласы,,,,,,12.34
2014,1000 туылғанға,ұлдар,Алматы қаласы,,,,,,9.18
2015,1000 туылғанға,ұлдар,Алматы қаласы,,,,,,9.68
2016,1000 туылғанға,ұлдар,Алматы қаласы,,,,,,8.7
2017,1000 туылғанға,ұлдар,Алматы қаласы,,,,,,7.4
2018,1000 туылғанға,ұлдар,Алматы қаласы,,,,,,9.34
2018,1000 туылғанға,ұлдар,Шымкент қаласы,,,,,,9.6
2010,1000 туылғанға,ұлдар,,городское население,,,,,18.82
2011,1000 туылғанға,ұлдар,,городское население,,,,,17.46
2012,1000 туылғанға,ұлдар,,городское население,,,,,15.14
2013,1000 туылғанға,ұлдар,,городское население,,,,,12.51
2014,1000 туылғанға,ұлдар,,городское население,,,,,10.98
2015,1000 туылғанға,ұлдар,,городское население,,,,,10.63
2016,1000 туылғанға,ұлдар,,городское население,,,,,9.48
2017,1000 туылғанға,ұлдар,,городское население,,,,,7.96
2018,1000 туылғанға,ұлдар,,городское население,,,,,9.2
2010,1000 туылғанға,ұлдар,Ақмола,городское население,,,,,17.22
2011,1000 туылғанға,ұлдар,Ақмола,городское население,,,,,19.93
2012,1000 туылғанға,ұлдар,Ақмола,городское население,,,,,13.73
2013,1000 туылғанға,ұлдар,Ақмола,городское население,,,,,14.38
2014,1000 туылғанға,ұлдар,Ақмола,городское население,,,,,10.37
2015,1000 туылғанға,ұлдар,Ақмола,городское население,,,,,8.87
2016,1000 туылғанға,ұлдар,Ақмола,городское население,,,,,7.48
2017,1000 туылғанға,ұлдар,Ақмола,городское население,,,,,4.95
2018,1000 туылғанға,ұлдар,Ақмола,городское население,,,,,6.24
2010,1000 туылғанға,ұлдар,Ақтөбе,городское население,,,,,20.5
2011,1000 туылғанға,ұлдар,Ақтөбе,городское население,,,,,14.21
2012,1000 туылғанға,ұлдар,Ақтөбе,городское население,,,,,16.1
2013,1000 туылғанға,ұлдар,Ақтөбе,городское население,,,,,12.73
2014,1000 туылғанға,ұлдар,Ақтөбе,городское население,,,,,10.77
2015,1000 туылғанға,ұлдар,Ақтөбе,городское население,,,,,9.59
2016,1000 туылғанға,ұлдар,Ақтөбе,городское население,,,,,10.42
2017,1000 туылғанға,ұлдар,Ақтөбе,городское население,,,,,5.32
2018,1000 туылғанға,ұлдар,Ақтөбе,городское население,,,,,10.76
2010,1000 туылғанға,ұлдар,Алматы,городское население,,,,,19.13
2011,1000 туылғанға,ұлдар,Алматы,городское население,,,,,16.6
2012,1000 туылғанға,ұлдар,Алматы,городское население,,,,,13.65
2013,1000 туылғанға,ұлдар,Алматы,городское население,,,,,12.06
2014,1000 туылғанға,ұлдар,Алматы,городское население,,,,,7.19
2015,1000 туылғанға,ұлдар,Алматы,городское население,,,,,9.6
2016,1000 туылғанға,ұлдар,Алматы,городское население,,,,,10.07
2017,1000 туылғанға,ұлдар,Алматы,городское население,,,,,7.64
2018,1000 туылғанға,ұлдар,Алматы,городское население,,,,,7.48
2010,1000 туылғанға,ұлдар,Атырау,городское население,,,,,15.2
2011,1000 туылғанға,ұлдар,Атырау,городское население,,,,,18.67
2012,1000 туылғанға,ұлдар,Атырау,городское население,,,,,18.54
2013,1000 туылғанға,ұлдар,Атырау,городское население,,,,,9.73
2014,1000 туылғанға,ұлдар,Атырау,городское население,,,,,8.73
2015,1000 туылғанға,ұлдар,Атырау,городское население,,,,,8.69
2016,1000 туылғанға,ұлдар,Атырау,городское население,,,,,8.17
2017,1000 туылғанға,ұлдар,Атырау,городское население,,,,,7.82
2018,1000 туылғанға,ұлдар,Атырау,городское население,,,,,9.99
2010,1000 туылғанға,ұлдар,Батыс Қазақстан,городское население,,,,,10.2
2011,1000 туылғанға,ұлдар,Батыс Қазақстан,городское население,,,,,9.88
2012,1000 туылғанға,ұлдар,Батыс Қазақстан,городское население,,,,,10.53
2013,1000 туылғанға,ұлдар,Батыс Қазақстан,городское население,,,,,9.49
2014,1000 туылғанға,ұлдар,Батыс Қазақстан,городское население,,,,,9.85
2015,1000 туылғанға,ұлдар,Батыс Қазақстан,городское население,,,,,8.1
2016,1000 туылғанға,ұлдар,Батыс Қазақстан,городское население,,,,,9.36
2017,1000 туылғанға,ұлдар,Батыс Қазақстан,городское население,,,,,6.56
2018,1000 туылғанға,ұлдар,Батыс Қазақстан,городское население,,,,,8.79
2010,1000 туылғанға,ұлдар,Жамбыл,городское население,,,,,18.42
2011,1000 туылғанға,ұлдар,Жамбыл,городское население,,,,,19.2
2012,1000 туылғанға,ұлдар,Жамбыл,городское население,,,,,14.47
2013,1000 туылғанға,ұлдар,Жамбыл,городское население,,,,,17.85
2014,1000 туылғанға,ұлдар,Жамбыл,городское население,,,,,15.76
2015,1000 туылғанға,ұлдар,Жамбыл,городское население,,,,,17.57
2016,1000 туылғанға,ұлдар,Жамбыл,городское население,,,,,13.46
2017,1000 туылғанға,ұлдар,Жамбыл,городское население,,,,,11.81
2018,1000 туылғанға,ұлдар,Жамбыл,городское население,,,,,8.88
2010,1000 туылғанға,ұлдар,Қарағанды,городское население,,,,,18.06
2011,1000 туылғанға,ұлдар,Қарағанды,городское население,,,,,12.41
2012,1000 туылғанға,ұлдар,Қарағанды,городское население,,,,,13.36
2013,1000 туылғанға,ұлдар,Қарағанды,городское население,,,,,8.85
2014,1000 туылғанға,ұлдар,Қарағанды,городское население,,,,,10.03
2015,1000 туылғанға,ұлдар,Қарағанды,городское население,,,,,10.19
2016,1000 туылғанға,ұлдар,Қарағанды,городское население,,,,,9.44
2017,1000 туылғанға,ұлдар,Қарағанды,городское население,,,,,9.65
2018,1000 туылғанға,ұлдар,Қарағанды,городское население,,,,,9.0
2010,1000 туылғанға,ұлдар,Қостанай,городское население,,,,,14.5
2011,1000 туылғанға,ұлдар,Қостанай,городское население,,,,,15.95
2012,1000 туылғанға,ұлдар,Қостанай,городское население,,,,,16.56
2013,1000 туылғанға,ұлдар,Қостанай,городское население,,,,,14.72
2014,1000 туылғанға,ұлдар,Қостанай,городское население,,,,,11.52
2015,1000 туылғанға,ұлдар,Қостанай,городское население,,,,,13.13
2016,1000 туылғанға,ұлдар,Қостанай,городское население,,,,,8.28
2017,1000 туылғанға,ұлдар,Қостанай,городское население,,,,,10.02
2018,1000 туылғанға,ұлдар,Қостанай,городское население,,,,,12.48
2010,1000 туылғанға,ұлдар,Қызылорда,городское население,,,,,25.78
2011,1000 туылғанға,ұлдар,Қызылорда,городское население,,,,,19.35
2012,1000 туылғанға,ұлдар,Қызылорда,городское население,,,,,20.86
2013,1000 туылғанға,ұлдар,Қызылорда,городское население,,,,,13.91
2014,1000 туылғанға,ұлдар,Қызылорда,городское население,,,,,14.89
2015,1000 туылғанға,ұлдар,Қызылорда,городское население,,,,,15.17
2016,1000 туылғанға,ұлдар,Қызылорда,городское население,,,,,14.01
2017,1000 туылғанға,ұлдар,Қызылорда,городское население,,,,,8.95
2018,1000 туылғанға,ұлдар,Қызылорда,городское население,,,,,12.65
2010,1000 туылғанға,ұлдар,Маңғыстау,городское население,,,,,18.72
2011,1000 туылғанға,ұлдар,Маңғыстау,городское население,,,,,20.01
2012,1000 туылғанға,ұлдар,Маңғыстау,городское население,,,,,11.91
2013,1000 туылғанға,ұлдар,Маңғыстау,городское население,,,,,9.37
2014,1000 туылғанға,ұлдар,Маңғыстау,городское население,,,,,11.95
2015,1000 туылғанға,ұлдар,Маңғыстау,городское население,,,,,8.13
2016,1000 туылғанға,ұлдар,Маңғыстау,городское население,,,,,10.57
2017,1000 туылғанға,ұлдар,Маңғыстау,городское население,,,,,7.09
2018,1000 туылғанға,ұлдар,Маңғыстау,городское население,,,,,8.74
2010,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,городское население,,,,,24.26
2011,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,городское население,,,,,23.96
2012,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,городское население,,,,,19.05
2013,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,городское население,,,,,15.79
2014,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,городское население,,,,,15.09
2015,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,городское население,,,,,12.75
2016,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,городское население,,,,,10.54
2017,1000 туылғанға,ұлдар,Оңтүстік Қазақстан,городское население,,,,,9.2
2010,1000 туылғанға,ұлдар,Павлодар,городское население,,,,,13.7
2011,1000 туылғанға,ұлдар,Павлодар,городское население,,,,,13.65
2012,1000 туылғанға,ұлдар,Павлодар,городское население,,,,,10.62
2013,1000 туылғанға,ұлдар,Павлодар,городское население,,,,,8.88
2014,1000 туылғанға,ұлдар,Павлодар,городское население,,,,,7.15
2015,1000 туылғанға,ұлдар,Павлодар,городское население,,,,,6.98
2016,1000 туылғанға,ұлдар,Павлодар,городское население,,,,,7.59
2017,1000 туылғанға,ұлдар,Павлодар,городское население,,,,,9.71
2018,1000 туылғанға,ұлдар,Павлодар,городское население,,,,,6.58
2010,1000 туылғанға,ұлдар,Солтүстік Қазақстан,городское население,,,,,14.22
2011,1000 туылғанға,ұлдар,Солтүстік Қазақстан,городское население,,,,,13.61
2012,1000 туылғанға,ұлдар,Солтүстік Қазақстан,городское население,,,,,10.71
2013,1000 туылғанға,ұлдар,Солтүстік Қазақстан,городское население,,,,,14.41
2014,1000 туылғанға,ұлдар,Солтүстік Қазақстан,городское население,,,,,8.33
2015,1000 туылғанға,ұлдар,Солтүстік Қазақстан,городское население,,,,,7.92
2016,1000 туылғанға,ұлдар,Солтүстік Қазақстан,городское население,,,,,5.14
2017,1000 туылғанға,ұлдар,Солтүстік Қазақстан,городское население,,,,,6.69
2018,1000 туылғанға,ұлдар,Солтүстік Қазақстан,городское население,,,,,12.55
2018,1000 туылғанға,ұлдар,Түркістан,городское население,,,,,10.29
2010,1000 туылғанға,ұлдар,Шығыс Қазақстан,городское население,,,,,20.81
2011,1000 туылғанға,ұлдар,Шығыс Қазақстан,городское население,,,,,20.17
2012,1000 туылғанға,ұлдар,Шығыс Қазақстан,городское население,,,,,17.48
2013,1000 туылғанға,ұлдар,Шығыс Қазақстан,городское население,,,,,14.51
2014,1000 туылғанға,ұлдар,Шығыс Қазақстан,городское население,,,,,12.5
2015,1000 туылғанға,ұлдар,Шығыс Қазақстан,городское население,,,,,11.15
2016,1000 туылғанға,ұлдар,Шығыс Қазақстан,городское население,,,,,9.86
2017,1000 туылғанға,ұлдар,Шығыс Қазақстан,городское население,,,,,6.95
2018,1000 туылғанға,ұлдар,Шығыс Қазақстан,городское население,,,,,8.75
2010,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,городское население,,,,,13.21
2011,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,городское население,,,,,11.94
2012,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,городское население,,,,,13.17
2013,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,городское население,,,,,9.89
2014,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,городское население,,,,,7.93
2015,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,городское население,,,,,8.49
2016,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,городское население,,,,,6.99
2017,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,городское население,,,,,6.41
2018,1000 туылғанға,ұлдар,Нұр-Сұлтан қаласы,городское население,,,,,7.7
2010,1000 туылғанға,ұлдар,Алматы қаласы,городское население,,,,,19.87
2011,1000 туылғанға,ұлдар,Алматы қаласы,городское население,,,,,18.55
2012,1000 туылғанға,ұлдар,Алматы қаласы,городское население,,,,,13.7
2013,1000 туылғанға,ұлдар,Алматы қаласы,городское население,,,,,12.34
2014,1000 туылғанға,ұлдар,Алматы қаласы,городское население,,,,,9.18
2015,1000 туылғанға,ұлдар,Алматы қаласы,городское население,,,,,9.68
2016,1000 туылғанға,ұлдар,Алматы қаласы,городское население,,,,,8.7
2017,1000 туылғанға,ұлдар,Алматы қаласы,городское население,,,,,7.4
2018,1000 туылғанға,ұлдар,Алматы қаласы,городское население,,,,,9.34
2018,1000 туылғанға,ұлдар,Шымкент қаласы,городское население,,,,,9.6
2010,1000 туылғанға,ұлдар,,сельское население,,,,,18.18
2011,1000 туылғанға,ұлдар,,сельское население,,,,,15.79
2012,1000 туылғанға,ұлдар,,сельское население,,,,,15.12
2013,1000 туылғанға,ұлдар,,сельское население,,,,,12.84
2014,1000 туылғанға,ұлдар,,сельское население,,,,,10.6
2015,1000 туылғанға,ұлдар,,сельское население,,,,,10.22
2016,1000 туылғанға,ұлдар,,сельское население,,,,,9.53
2017,1000 туылғанға,ұлдар,,сельское население,,,,,9.81
2018,1000 туылғанға,ұлдар,,сельское население,,,,,9.31
2010,1000 туылғанға,ұлдар,Ақмола,сельское население,,,,,15.47
2011,1000 туылғанға,ұлдар,Ақмола,сельское население,,,,,15.96
2012,1000 туылғанға,ұлдар,Ақмола,сельское население,,,,,9.51
2013,1000 туылғанға,ұлдар,Ақмола,сельское население,,,,,13.55
2014,1000 туылғанға,ұлдар,Ақмола,сельское население,,,,,10.99
2015,1000 туылғанға,ұлдар,Ақмола,сельское население,,,,,7.22
2016,1000 туылғанға,ұлдар,Ақмола,сельское население,,,,,6.69
2017,1000 туылғанға,ұлдар,Ақмола,сельское население,,,,,12.51
2018,1000 туылғанға,ұлдар,Ақмола,сельское население,,,,,4.98
2010,1000 туылғанға,ұлдар,Ақтөбе,сельское население,,,,,18.49
2011,1000 туылғанға,ұлдар,Ақтөбе,сельское население,,,,,16.26
2012,1000 туылғанға,ұлдар,Ақтөбе,сельское население,,,,,9.9
2013,1000 туылғанға,ұлдар,Ақтөбе,сельское население,,,,,13.86
2014,1000 туылғанға,ұлдар,Ақтөбе,сельское население,,,,,8.87
