Year,Units,Өңірлер,Жынысы,Аймақ,GeoCode,Value
2018,пайыз,Батыс Қазақстан,,қала,,0.0
2010,пайыз,Жамбыл,,қала,,0.4
2011,пайыз,Жамбыл,,қала,,1.2
2012,пайыз,Жамбыл,,қала,,0.0
2013,пайыз,Жамбыл,,қала,,1.6
2014,пайыз,Жамбыл,,қала,,0.5
2015,пайыз,Жамбыл,,қала,,1.0
2016,пайыз,Жамбыл,,қала,,0.2
2017,пайыз,Жамбыл,,қала,,0.4
2018,пайыз,Жамбыл,,қала,,0.4
2010,пайыз,Қарағанды,,қала,,0.1
2011,пайыз,Қарағанды,,қала,,0.2
2012,пайыз,Қарағанды,,қала,,0.3
2013,пайыз,Қарағанды,,қала,,0.1
2014,пайыз,Қарағанды,,қала,,0.4
2015,пайыз,Қарағанды,,қала,,0.1
2016,пайыз,Қарағанды,,қала,,0.1
2017,пайыз,Қарағанды,,қала,,0.0
2018,пайыз,Қарағанды,,қала,,0.0
2010,пайыз,Қостанай,,қала,,1.3
2011,пайыз,Қостанай,,қала,,0.2
2012,пайыз,Қостанай,,қала,,0.2
2013,пайыз,Қостанай,,қала,,0.0
2014,пайыз,Қостанай,,қала,,0.3
2015,пайыз,Қостанай,,қала,,0.1
2016,пайыз,Қостанай,,қала,,0.0
2017,пайыз,Қостанай,,қала,,0.0
2018,пайыз,Қостанай,,қала,,0.1
2010,пайыз,Қызылорда,,қала,,0.7
2011,пайыз,Қызылорда,,қала,,0.8
2012,пайыз,Қызылорда,,қала,,0.1
2013,пайыз,Қызылорда,,қала,,0.0
2014,пайыз,Қызылорда,,қала,,0.5
2015,пайыз,Қызылорда,,қала,,0.1
2016,пайыз,Қызылорда,,қала,,0.2
2017,пайыз,Қызылорда,,қала,,0.1
2018,пайыз,Қызылорда,,қала,,0.0
2010,пайыз,Маңғыстау,,қала,,1.3
2011,пайыз,Маңғыстау,,қала,,0.2
2012,пайыз,Маңғыстау,,қала,,0.0
2013,пайыз,Маңғыстау,,қала,,0.4
2014,пайыз,Маңғыстау,,қала,,0.1
2015,пайыз,Маңғыстау,,қала,,0.0
2016,пайыз,Маңғыстау,,қала,,0.0
2017,пайыз,Маңғыстау,,қала,,0.0
2018,пайыз,Маңғыстау,,қала,,0.0
2010,пайыз,Оңтүстік Қазақстан,,қала,,1.0
2011,пайыз,Оңтүстік Қазақстан,,қала,,0.4
2012,пайыз,Оңтүстік Қазақстан,,қала,,0.2
2013,пайыз,Оңтүстік Қазақстан,,қала,,0.1
2014,пайыз,Оңтүстік Қазақстан,,қала,,0.0
2015,пайыз,Оңтүстік Қазақстан,,қала,,0.1
2016,пайыз,Оңтүстік Қазақстан,,қала,,0.2
2017,пайыз,Оңтүстік Қазақстан,,қала,,0.0
2010,пайыз,Павлодар,,қала,,0.0
2011,пайыз,Павлодар,,қала,,0.0
2012,пайыз,Павлодар,,қала,,0.1
2013,пайыз,Павлодар,,қала,,0.0
2014,пайыз,Павлодар,,қала,,0.0
2015,пайыз,Павлодар,,қала,,0.0
2016,пайыз,Павлодар,,қала,,0.0
2017,пайыз,Павлодар,,қала,,0.0
2018,пайыз,Павлодар,,қала,,0.0
2010,пайыз,Солтүстік Қазақстан,,қала,,0.0
2011,пайыз,Солтүстік Қазақстан,,қала,,0.0
2012,пайыз,Солтүстік Қазақстан,,қала,,0.2
2013,пайыз,Солтүстік Қазақстан,,қала,,0.4
2014,пайыз,Солтүстік Қазақстан,,қала,,0.3
2015,пайыз,Солтүстік Қазақстан,,қала,,0.2
2016,пайыз,Солтүстік Қазақстан,,қала,,0.0
2017,пайыз,Солтүстік Қазақстан,,қала,,0.0
2018,пайыз,Солтүстік Қазақстан,,қала,,0.0
2018,пайыз,Түркістан,,қала,,0.1
2010,пайыз,Шығыс Қазақстан,,қала,,0.1
2011,пайыз,Шығыс Қазақстан,,қала,,0.1
2012,пайыз,Шығыс Қазақстан,,қала,,0.0
2013,пайыз,Шығыс Қазақстан,,қала,,0.2
2014,пайыз,Шығыс Қазақстан,,қала,,0.0
2015,пайыз,Шығыс Қазақстан,,қала,,0.0
2016,пайыз,Шығыс Қазақстан,,қала,,0.0
2017,пайыз,Шығыс Қазақстан,,қала,,0.4
2018,пайыз,Шығыс Қазақстан,,қала,,0.1
2010,пайыз,Нұр-Сұлтан қаласы,,қала,,0.1
2011,пайыз,Нұр-Сұлтан қаласы,,қала,,0.1
2012,пайыз,Нұр-Сұлтан қаласы,,қала,,0.3
2013,пайыз,Нұр-Сұлтан қаласы,,қала,,0.0
2014,пайыз,Нұр-Сұлтан қаласы,,қала,,0.0
2015,пайыз,Нұр-Сұлтан қаласы,,қала,,0.2
2016,пайыз,Нұр-Сұлтан қаласы,,қала,,0.1
2017,пайыз,Нұр-Сұлтан қаласы,,қала,,0.0
2018,пайыз,Нұр-Сұлтан қаласы,,қала,,0.0
2010,пайыз,Алматы қаласы,,қала,,0.0
2011,пайыз,Алматы қаласы,,қала,,0.0
2012,пайыз,Алматы қаласы,,қала,,0.0
2013,пайыз,Алматы қаласы,,қала,,0.0
2014,пайыз,Алматы қаласы,,қала,,0.2
2015,пайыз,Алматы қаласы,,қала,,0.1
2016,пайыз,Алматы қаласы,,қала,,0.2
2017,пайыз,Алматы қаласы,,қала,,0.0
2018,пайыз,Алматы қаласы,,қала,,0.0
2018,пайыз,Шымкент қаласы,,қала,,0.0
2010,пайыз,,,ауыл,,1.5
2011,пайыз,,,ауыл,,1.5
2012,пайыз,,,ауыл,,1.1
2013,пайыз,,,ауыл,,0.7
2014,пайыз,,,ауыл,,0.6
2015,пайыз,,,ауыл,,0.5
2016,пайыз,,,ауыл,,0.3
2017,пайыз,,,ауыл,,0.3
2018,пайыз,,,ауыл,,0.3
2010,пайыз,Ақмола,,ауыл,,0.3
2011,пайыз,Ақмола,,ауыл,,0.2
2012,пайыз,Ақмола,,ауыл,,0.4
2013,пайыз,Ақмола,,ауыл,,0.2
2014,пайыз,Ақмола,,ауыл,,0.5
2015,пайыз,Ақмола,,ауыл,,0.3
2016,пайыз,Ақмола,,ауыл,,0.4
2017,пайыз,Ақмола,,ауыл,,0.5
2018,пайыз,Ақмола,,ауыл,,0.1
2010,пайыз,Ақтөбе,,ауыл,,1.1
2011,пайыз,Ақтөбе,,ауыл,,0.0
2012,пайыз,Ақтөбе,,ауыл,,0.1
2013,пайыз,Ақтөбе,,ауыл,,0.0
2014,пайыз,Ақтөбе,,ауыл,,0.0
2015,пайыз,Ақтөбе,,ауыл,,0.0
2016,пайыз,Ақтөбе,,ауыл,,0.0
2017,пайыз,Ақтөбе,,ауыл,,0.0
2018,пайыз,Ақтөбе,,ауыл,,0.1
2010,пайыз,Алматы,,ауыл,,1.4
2011,пайыз,Алматы,,ауыл,,2.2
2012,пайыз,Алматы,,ауыл,,1.7
2013,пайыз,Алматы,,ауыл,,1.1
2014,пайыз,Алматы,,ауыл,,0.9
2015,пайыз,Алматы,,ауыл,,0.9
2016,пайыз,Алматы,,ауыл,,0.5
2017,пайыз,Алматы,,ауыл,,0.2
2018,пайыз,Алматы,,ауыл,,0.1
2010,пайыз,Атырау,,ауыл,,0.3
2011,пайыз,Атырау,,ауыл,,0.0
2012,пайыз,Атырау,,ауыл,,0.1
2013,пайыз,Атырау,,ауыл,,0.1
2014,пайыз,Атырау,,ауыл,,0.3
2015,пайыз,Атырау,,ауыл,,0.1
2016,пайыз,Атырау,,ауыл,,0.2
2017,пайыз,Атырау,,ауыл,,0.0
2018,пайыз,Атырау,,ауыл,,0.0
2010,пайыз,Батыс Қазақстан,,ауыл,,2.1
2011,пайыз,Батыс Қазақстан,,ауыл,,1.0
2012,пайыз,Батыс Қазақстан,,ауыл,,0.1
2013,пайыз,Батыс Қазақстан,,ауыл,,0.0
2014,пайыз,Батыс Қазақстан,,ауыл,,0.2
2015,пайыз,Батыс Қазақстан,,ауыл,,0.1
2016,пайыз,Батыс Қазақстан,,ауыл,,0.0
2017,пайыз,Батыс Қазақстан,,ауыл,,0.0
2018,пайыз,Батыс Қазақстан,,ауыл,,0.0
2010,пайыз,Жамбыл,,ауыл,,1.7
2011,пайыз,Жамбыл,,ауыл,,2.3
2012,пайыз,Жамбыл,,ауыл,,2.8
2013,пайыз,Жамбыл,,ауыл,,2.4
2014,пайыз,Жамбыл,,ауыл,,1.5
2015,пайыз,Жамбыл,,ауыл,,1.4
2016,пайыз,Жамбыл,,ауыл,,0.7
2017,пайыз,Жамбыл,,ауыл,,0.7
2018,пайыз,Жамбыл,,ауыл,,1.2
2010,пайыз,Қарағанды,,ауыл,,2.8
2011,пайыз,Қарағанды,,ауыл,,1.6
2012,пайыз,Қарағанды,,ауыл,,1.0
2013,пайыз,Қарағанды,,ауыл,,0.4
2014,пайыз,Қарағанды,,ауыл,,0.7
2015,пайыз,Қарағанды,,ауыл,,0.3
2016,пайыз,Қарағанды,,ауыл,,0.1
2017,пайыз,Қарағанды,,ауыл,,0.2
2018,пайыз,Қарағанды,,ауыл,,0.1
2010,пайыз,Қостанай,,ауыл,,5.0
2011,пайыз,Қостанай,,ауыл,,3.8
2012,пайыз,Қостанай,,ауыл,,3.5
2013,пайыз,Қостанай,,ауыл,,1.2
2014,пайыз,Қостанай,,ауыл,,0.6
2015,пайыз,Қостанай,,ауыл,,0.6
2016,пайыз,Қостанай,,ауыл,,0.7
2017,пайыз,Қостанай,,ауыл,,0.8
2018,пайыз,Қостанай,,ауыл,,0.9
2010,пайыз,Қызылорда,,ауыл,,0.5
2011,пайыз,Қызылорда,,ауыл,,1.1
2012,пайыз,Қызылорда,,ауыл,,0.1
2013,пайыз,Қызылорда,,ауыл,,0.3
2014,пайыз,Қызылорда,,ауыл,,0.8
2015,пайыз,Қызылорда,,ауыл,,0.2
2016,пайыз,Қызылорда,,ауыл,,0.2
2017,пайыз,Қызылорда,,ауыл,,0.1
2018,пайыз,Қызылорда,,ауыл,,0.4
2010,пайыз,Маңғыстау,,ауыл,,0.6
2011,пайыз,Маңғыстау,,ауыл,,0.0
2012,пайыз,Маңғыстау,,ауыл,,0.0
2013,пайыз,Маңғыстау,,ауыл,,0.0
2014,пайыз,Маңғыстау,,ауыл,,0.0
2015,пайыз,Маңғыстау,,ауыл,,0.3
2016,пайыз,Маңғыстау,,ауыл,,0.0
2017,пайыз,Маңғыстау,,ауыл,,0.1
2018,пайыз,Маңғыстау,,ауыл,,0.0
2010,пайыз,Оңтүстік Қазақстан,,ауыл,,1.1
2011,пайыз,Оңтүстік Қазақстан,,ауыл,,1.2
2012,пайыз,Оңтүстік Қазақстан,,ауыл,,0.5
2013,пайыз,Оңтүстік Қазақстан,,ауыл,,0.2
2014,пайыз,Оңтүстік Қазақстан,,ауыл,,0.4
2015,пайыз,Оңтүстік Қазақстан,,ауыл,,0.2
2016,пайыз,Оңтүстік Қазақстан,,ауыл,,0.2
2017,пайыз,Оңтүстік Қазақстан,,ауыл,,0.1
2010,пайыз,Павлодар,,ауыл,,3.4
2011,пайыз,Павлодар,,ауыл,,2.6
2012,пайыз,Павлодар,,ауыл,,1.0
2013,пайыз,Павлодар,,ауыл,,1.3
2014,пайыз,Павлодар,,ауыл,,1.7
2015,пайыз,Павлодар,,ауыл,,1.0
2016,пайыз,Павлодар,,ауыл,,0.2
2017,пайыз,Павлодар,,ауыл,,0.4
2018,пайыз,Павлодар,,ауыл,,0.2
2010,пайыз,Солтүстік Қазақстан,,ауыл,,1.1
2011,пайыз,Солтүстік Қазақстан,,ауыл,,0.3
2012,пайыз,Солтүстік Қазақстан,,ауыл,,0.3
2013,пайыз,Солтүстік Қазақстан,,ауыл,,0.9
2014,пайыз,Солтүстік Қазақстан,,ауыл,,0.5
2015,пайыз,Солтүстік Қазақстан,,ауыл,,0.3
2016,пайыз,Солтүстік Қазақстан,,ауыл,,0.1
2017,пайыз,Солтүстік Қазақстан,,ауыл,,0.3
2018,пайыз,Солтүстік Қазақстан,,ауыл,,0.1
2010,пайыз,Шығыс Қазақстан,,ауыл,,0.2
2011,пайыз,Шығыс Қазақстан,,ауыл,,1.9
2012,пайыз,Шығыс Қазақстан,,ауыл,,0.2
2013,пайыз,Шығыс Қазақстан,,ауыл,,0.4
2014,пайыз,Шығыс Қазақстан,,ауыл,,0.3
2015,пайыз,Шығыс Қазақстан,,ауыл,,0.4
2016,пайыз,Шығыс Қазақстан,,ауыл,,0.2
2017,пайыз,Шығыс Қазақстан,,ауыл,,0.4
2018,пайыз,Шығыс Қазақстан,,ауыл,,0.1
2018,пайыз,Түркістан,,ауыл,,0.7
