Year,Units,Өңірлер,Жынысы,Аймақ,Жасы,GeoCode,Value
2016,пайыз,Атырау,,қала,,,4.5
2017,пайыз,Атырау,,қала,,,5.2
2018,пайыз,Атырау,,қала,,,4.1
2012,пайыз,Батыс Қазақстан,,қала,,,7.7
2013,пайыз,Батыс Қазақстан,,қала,,,8.4
2014,пайыз,Батыс Қазақстан,,қала,,,8.8
2015,пайыз,Батыс Қазақстан,,қала,,,8.1
2016,пайыз,Батыс Қазақстан,,қала,,,8.9
2017,пайыз,Батыс Қазақстан,,қала,,,8.0
2018,пайыз,Батыс Қазақстан,,қала,,,8.2
2012,пайыз,Жамбыл,,қала,,,6.9
2013,пайыз,Жамбыл,,қала,,,6.0
2014,пайыз,Жамбыл,,қала,,,6.0
2015,пайыз,Жамбыл,,қала,,,7.2
2016,пайыз,Жамбыл,,қала,,,4.0
2017,пайыз,Жамбыл,,қала,,,7.9
2018,пайыз,Жамбыл,,қала,,,8.8
2012,пайыз,Қарағанды,,қала,,,21.8
2013,пайыз,Қарағанды,,қала,,,21.0
2014,пайыз,Қарағанды,,қала,,,17.8
2015,пайыз,Қарағанды,,қала,,,17.2
2016,пайыз,Қарағанды,,қала,,,16.6
2017,пайыз,Қарағанды,,қала,,,16.6
2018,пайыз,Қарағанды,,қала,,,16.8
2012,пайыз,Қостанай,,қала,,,7.8
2013,пайыз,Қостанай,,қала,,,7.7
2014,пайыз,Қостанай,,қала,,,7.0
2015,пайыз,Қостанай,,қала,,,7.3
2016,пайыз,Қостанай,,қала,,,7.0
2017,пайыз,Қостанай,,қала,,,7.1
2018,пайыз,Қостанай,,қала,,,7.2
2012,пайыз,Қызылорда,,қала,,,3.3
2013,пайыз,Қызылорда,,қала,,,3.0
2014,пайыз,Қызылорда,,қала,,,3.6
2015,пайыз,Қызылорда,,қала,,,4.0
2016,пайыз,Қызылорда,,қала,,,3.6
2017,пайыз,Қызылорда,,қала,,,2.7
2018,пайыз,Қызылорда,,қала,,,3.0
2012,пайыз,Маңғыстау,,қала,,,3.2
2013,пайыз,Маңғыстау,,қала,,,5.2
2014,пайыз,Маңғыстау,,қала,,,5.3
2015,пайыз,Маңғыстау,,қала,,,7.3
2016,пайыз,Маңғыстау,,қала,,,6.5
2017,пайыз,Маңғыстау,,қала,,,5.1
2018,пайыз,Маңғыстау,,қала,,,5.0
2012,пайыз,Оңтүстік Қазақстан,,қала,,,4.5
2013,пайыз,Оңтүстік Қазақстан,,қала,,,5.2
2014,пайыз,Оңтүстік Қазақстан,,қала,,,6.6
2015,пайыз,Оңтүстік Қазақстан,,қала,,,5.6
2016,пайыз,Оңтүстік Қазақстан,,қала,,,5.1
2017,пайыз,Оңтүстік Қазақстан,,қала,,,5.8
2012,пайыз,Павлодар,,қала,,,18.9
2013,пайыз,Павлодар,,қала,,,18.8
2014,пайыз,Павлодар,,қала,,,19.6
2015,пайыз,Павлодар,,қала,,,19.1
2016,пайыз,Павлодар,,қала,,,19.4
2017,пайыз,Павлодар,,қала,,,19.8
2018,пайыз,Павлодар,,қала,,,19.7
2012,пайыз,Солтүстік Қазақстан,,қала,,,8.5
2013,пайыз,Солтүстік Қазақстан,,қала,,,8.6
2014,пайыз,Солтүстік Қазақстан,,қала,,,8.5
2015,пайыз,Солтүстік Қазақстан,,қала,,,8.4
2016,пайыз,Солтүстік Қазақстан,,қала,,,9.6
2017,пайыз,Солтүстік Қазақстан,,қала,,,8.9
2018,пайыз,Солтүстік Қазақстан,,қала,,,9.3
2018,пайыз,Түркістан,,қала,,,4.1
2012,пайыз,Шығыс Қазақстан,,қала,,,13.4
2013,пайыз,Шығыс Қазақстан,,қала,,,13.9
2014,пайыз,Шығыс Қазақстан,,қала,,,14.3
2015,пайыз,Шығыс Қазақстан,,қала,,,14.5
2016,пайыз,Шығыс Қазақстан,,қала,,,14.2
2017,пайыз,Шығыс Қазақстан,,қала,,,13.7
2018,пайыз,Шығыс Қазақстан,,қала,,,14.9
2012,пайыз,Нұр-Сұлтан қаласы,,қала,,,2.9
2013,пайыз,Нұр-Сұлтан қаласы,,қала,,,3.0
2014,пайыз,Нұр-Сұлтан қаласы,,қала,,,2.7
2015,пайыз,Нұр-Сұлтан қаласы,,қала,,,3.9
2016,пайыз,Нұр-Сұлтан қаласы,,қала,,,3.9
2017,пайыз,Нұр-Сұлтан қаласы,,қала,,,4.6
2018,пайыз,Нұр-Сұлтан қаласы,,қала,,,4.6
2012,пайыз,Алматы қаласы,,қала,,,7.3
2013,пайыз,Алматы қаласы,,қала,,,8.1
2014,пайыз,Алматы қаласы,,қала,,,6.5
2015,пайыз,Алматы қаласы,,қала,,,7.3
2016,пайыз,Алматы қаласы,,қала,,,7.0
2017,пайыз,Алматы қаласы,,қала,,,6.8
2018,пайыз,Алматы қаласы,,қала,,,6.7
2018,пайыз,Шымкент қаласы,,қала,,,5.8
2012,пайыз,,,ауыл,,,2.8
2013,пайыз,,,ауыл,,,2.6
2014,пайыз,,,ауыл,,,2.9
2015,пайыз,,,ауыл,,,3.0
2016,пайыз,,,ауыл,,,3.7
2017,пайыз,,,ауыл,,,3.7
2018,пайыз,,,ауыл,,,3.5
2012,пайыз,Ақмола,,ауыл,,,4.3
2013,пайыз,Ақмола,,ауыл,,,4.7
2014,пайыз,Ақмола,,ауыл,,,3.6
2015,пайыз,Ақмола,,ауыл,,,3.9
2016,пайыз,Ақмола,,ауыл,,,4.6
2017,пайыз,Ақмола,,ауыл,,,5.5
2018,пайыз,Ақмола,,ауыл,,,5.5
2012,пайыз,Ақтөбе,,ауыл,,,1.5
2013,пайыз,Ақтөбе,,ауыл,,,1.8
2014,пайыз,Ақтөбе,,ауыл,,,2.9
2015,пайыз,Ақтөбе,,ауыл,,,4.0
2016,пайыз,Ақтөбе,,ауыл,,,3.0
2017,пайыз,Ақтөбе,,ауыл,,,3.0
2018,пайыз,Ақтөбе,,ауыл,,,2.0
2012,пайыз,Алматы,,ауыл,,,3.1
2013,пайыз,Алматы,,ауыл,,,3.1
2014,пайыз,Алматы,,ауыл,,,3.6
2015,пайыз,Алматы,,ауыл,,,4.1
2016,пайыз,Алматы,,ауыл,,,4.3
2017,пайыз,Алматы,,ауыл,,,4.7
2018,пайыз,Алматы,,ауыл,,,5.1
2012,пайыз,Атырау,,ауыл,,,4.6
2013,пайыз,Атырау,,ауыл,,,5.9
2014,пайыз,Атырау,,ауыл,,,3.7
2015,пайыз,Атырау,,ауыл,,,5.4
2016,пайыз,Атырау,,ауыл,,,4.1
2017,пайыз,Атырау,,ауыл,,,2.7
2018,пайыз,Атырау,,ауыл,,,3.7
2012,пайыз,Батыс Қазақстан,,ауыл,,,0.5
2013,пайыз,Батыс Қазақстан,,ауыл,,,0.7
2014,пайыз,Батыс Қазақстан,,ауыл,,,1.2
2015,пайыз,Батыс Қазақстан,,ауыл,,,1.3
2016,пайыз,Батыс Қазақстан,,ауыл,,,2.0
2017,пайыз,Батыс Қазақстан,,ауыл,,,2.5
2018,пайыз,Батыс Қазақстан,,ауыл,,,2.3
2012,пайыз,Жамбыл,,ауыл,,,3.1
2013,пайыз,Жамбыл,,ауыл,,,2.1
2014,пайыз,Жамбыл,,ауыл,,,1.0
2015,пайыз,Жамбыл,,ауыл,,,0.8
2016,пайыз,Жамбыл,,ауыл,,,3.8
2017,пайыз,Жамбыл,,ауыл,,,3.2
2018,пайыз,Жамбыл,,ауыл,,,2.5
2012,пайыз,Қарағанды,,ауыл,,,3.1
2013,пайыз,Қарағанды,,ауыл,,,2.7
2014,пайыз,Қарағанды,,ауыл,,,2.5
2015,пайыз,Қарағанды,,ауыл,,,2.9
2016,пайыз,Қарағанды,,ауыл,,,5.0
2017,пайыз,Қарағанды,,ауыл,,,4.1
2018,пайыз,Қарағанды,,ауыл,,,3.0
2012,пайыз,Қостанай,,ауыл,,,1.6
2013,пайыз,Қостанай,,ауыл,,,1.9
2014,пайыз,Қостанай,,ауыл,,,1.9
2015,пайыз,Қостанай,,ауыл,,,2.0
2016,пайыз,Қостанай,,ауыл,,,2.2
2017,пайыз,Қостанай,,ауыл,,,2.5
2018,пайыз,Қостанай,,ауыл,,,2.8
2012,пайыз,Қызылорда,,ауыл,,,3.2
2013,пайыз,Қызылорда,,ауыл,,,2.1
2014,пайыз,Қызылорда,,ауыл,,,3.2
2015,пайыз,Қызылорда,,ауыл,,,2.7
2016,пайыз,Қызылорда,,ауыл,,,4.2
2017,пайыз,Қызылорда,,ауыл,,,4.5
2018,пайыз,Қызылорда,,ауыл,,,4.1
2012,пайыз,Маңғыстау,,ауыл,,,10.1
2013,пайыз,Маңғыстау,,ауыл,,,5.5
2014,пайыз,Маңғыстау,,ауыл,,,6.5
2015,пайыз,Маңғыстау,,ауыл,,,5.8
2016,пайыз,Маңғыстау,,ауыл,,,7.5
2017,пайыз,Маңғыстау,,ауыл,,,7.1
2018,пайыз,Маңғыстау,,ауыл,,,6.5
2012,пайыз,Оңтүстік Қазақстан,,ауыл,,,1.4
2013,пайыз,Оңтүстік Қазақстан,,ауыл,,,1.4
2014,пайыз,Оңтүстік Қазақстан,,ауыл,,,3.0
2015,пайыз,Оңтүстік Қазақстан,,ауыл,,,2.0
2016,пайыз,Оңтүстік Қазақстан,,ауыл,,,2.2
2017,пайыз,Оңтүстік Қазақстан,,ауыл,,,2.1
2012,пайыз,Павлодар,,ауыл,,,3.7
2013,пайыз,Павлодар,,ауыл,,,3.7
2014,пайыз,Павлодар,,ауыл,,,2.5
2015,пайыз,Павлодар,,ауыл,,,3.5
2016,пайыз,Павлодар,,ауыл,,,4.1
2017,пайыз,Павлодар,,ауыл,,,3.4
2018,пайыз,Павлодар,,ауыл,,,3.8
2012,пайыз,Солтүстік Қазақстан,,ауыл,,,1.3
2013,пайыз,Солтүстік Қазақстан,,ауыл,,,1.3
2014,пайыз,Солтүстік Қазақстан,,ауыл,,,1.2
2015,пайыз,Солтүстік Қазақстан,,ауыл,,,1.6
2016,пайыз,Солтүстік Қазақстан,,ауыл,,,1.7
2017,пайыз,Солтүстік Қазақстан,,ауыл,,,1.8
2018,пайыз,Солтүстік Қазақстан,,ауыл,,,2.3
2018,пайыз,Түркістан,,ауыл,,,1.7
2012,пайыз,Шығыс Қазақстан,,ауыл,,,4.0
2013,пайыз,Шығыс Қазақстан,,ауыл,,,3.5
2014,пайыз,Шығыс Қазақстан,,ауыл,,,3.1
2015,пайыз,Шығыс Қазақстан,,ауыл,,,3.7
2016,пайыз,Шығыс Қазақстан,,ауыл,,,5.7
2017,пайыз,Шығыс Қазақстан,,ауыл,,,5.4
2018,пайыз,Шығыс Қазақстан,,ауыл,,,3.4
2010,пайыз,,,,16-24,,5.7
2011,пайыз,,,,16-24,,4.8
2012,пайыз,,,,16-24,,5.7
2013,пайыз,,,,16-24,,5.3
2014,пайыз,,,,16-24,,4.9
2015,пайыз,,,,16-24,,5.2
2016,пайыз,,,,16-24,,5.6
2017,пайыз,,,,16-24,,5.3
2018,пайыз,,,,16-24,,6.1
2010,пайыз,,,,25-28,,6.4
2011,пайыз,,,,25-28,,6.8
2012,пайыз,,,,25-28,,6.0
2013,пайыз,,,,25-28,,6.4
2014,пайыз,,,,25-28,,6.3
2015,пайыз,,,,25-28,,6.2
2016,пайыз,,,,25-28,,6.7
2017,пайыз,,,,25-28,,6.2
2018,пайыз,,,,25-28,,6.1
2010,пайыз,,,,29-34,,6.5
2011,пайыз,,,,29-34,,6.3
2012,пайыз,,,,29-34,,5.7
2013,пайыз,,,,29-34,,5.4
2014,пайыз,,,,29-34,,6.2
2015,пайыз,,,,29-34,,6.7
2016,пайыз,,,,29-34,,6.5
2017,пайыз,,,,29-34,,6.4
2018,пайыз,,,,29-34,,6.8
2010,пайыз,,,,35-44,,8.0
2011,пайыз,,,,35-44,,6.9
2012,пайыз,,,,35-44,,6.9
2013,пайыз,,,,35-44,,7.1
2014,пайыз,,,,35-44,,6.6
2015,пайыз,,,,35-44,,7.0
2016,пайыз,,,,35-44,,6.5
2017,пайыз,,,,35-44,,7.0
2018,пайыз,,,,35-44,,7.1
2010,пайыз,,,,45-54,,7.5
2011,пайыз,,,,45-54,,7.3
2012,пайыз,,,,45-54,,6.9
2013,пайыз,,,,45-54,,6.9
2014,пайыз,,,,45-54,,6.8
2015,пайыз,,,,45-54,,7.0
2016,пайыз,,,,45-54,,7.3
2017,пайыз,,,,45-54,,7.6
2018,пайыз,,,,45-54,,7.0
2010,пайыз,,,,55-64,,7.6
2011,пайыз,,,,55-64,,7.0
2012,пайыз,,,,55-64,,7.3
2013,пайыз,,,,55-64,,7.1
2014,пайыз,,,,55-64,,7.2
2015,пайыз,,,,55-64,,6.9
2016,пайыз,,,,55-64,,7.3
2017,пайыз,,,,55-64,,7.9
2018,пайыз,,,,55-64,,6.5
2010,пайыз,,,,65 және одан үлкен,,1.9
2011,пайыз,,,,65 және одан үлкен,,2.4
2012,пайыз,,,,65 және одан үлкен,,3.0
2013,пайыз,,,,65 және одан үлкен,,2.7
2014,пайыз,,,,65 және одан үлкен,,2.8
2015,пайыз,,,,65 және одан үлкен,,2.7
2016,пайыз,,,,65 және одан үлкен,,5.5
2017,пайыз,,,,65 және одан үлкен,,3.2
2018,пайыз,,,,65 және одан үлкен,,1.7
2010,пайыз,Ақмола,,,16-24,,6.6
2011,пайыз,Ақмола,,,16-24,,6.9
2012,пайыз,Ақмола,,,16-24,,6.7
2013,пайыз,Ақмола,,,16-24,,8.4
2014,пайыз,Ақмола,,,16-24,,6.4
2015,пайыз,Ақмола,,,16-24,,5.1
2016,пайыз,Ақмола,,,16-24,,6.9
2017,пайыз,Ақмола,,,16-24,,5.5
2018,пайыз,Ақмола,,,16-24,,7.9
2010,пайыз,Ақмола,,,25-28,,8.3
2011,пайыз,Ақмола,,,25-28,,8.6
2012,пайыз,Ақмола,,,25-28,,6.0
2013,пайыз,Ақмола,,,25-28,,6.6
2014,пайыз,Ақмола,,,25-28,,7.4
2015,пайыз,Ақмола,,,25-28,,8.0
2016,пайыз,Ақмола,,,25-28,,7.1
2017,пайыз,Ақмола,,,25-28,,8.7
2018,пайыз,Ақмола,,,25-28,,9.4
2010,пайыз,Ақмола,,,29-34,,6.9
2011,пайыз,Ақмола,,,29-34,,7.5
2012,пайыз,Ақмола,,,29-34,,4.7
2013,пайыз,Ақмола,,,29-34,,6.6
2014,пайыз,Ақмола,,,29-34,,7.7
2015,пайыз,Ақмола,,,29-34,,7.6
2016,пайыз,Ақмола,,,29-34,,8.2
2017,пайыз,Ақмола,,,29-34,,7.7
2018,пайыз,Ақмола,,,29-34,,8.0
2010,пайыз,Ақмола,,,35-44,,6.7
2011,пайыз,Ақмола,,,35-44,,7.9
2012,пайыз,Ақмола,,,35-44,,9.1
2013,пайыз,Ақмола,,,35-44,,9.1
2014,пайыз,Ақмола,,,35-44,,7.0
2015,пайыз,Ақмола,,,35-44,,7.2
2016,пайыз,Ақмола,,,35-44,,6.8
2017,пайыз,Ақмола,,,35-44,,8.6
2018,пайыз,Ақмола,,,35-44,,7.9
2010,пайыз,Ақмола,,,45-54,,7.4
2011,пайыз,Ақмола,,,45-54,,6.3
2012,пайыз,Ақмола,,,45-54,,7.9
2013,пайыз,Ақмола,,,45-54,,6.4
2014,пайыз,Ақмола,,,45-54,,6.7
2015,пайыз,Ақмола,,,45-54,,7.8
2016,пайыз,Ақмола,,,45-54,,7.9
2017,пайыз,Ақмола,,,45-54,,8.6
2018,пайыз,Ақмола,,,45-54,,8.0
2010,пайыз,Ақмола,,,55-64,,8.9
2011,пайыз,Ақмола,,,55-64,,7.6
2012,пайыз,Ақмола,,,55-64,,7.8
2013,пайыз,Ақмола,,,55-64,,7.1
2014,пайыз,Ақмола,,,55-64,,7.4
2015,пайыз,Ақмола,,,55-64,,7.2
2016,пайыз,Ақмола,,,55-64,,7.9
2017,пайыз,Ақмола,,,55-64,,6.8
2018,пайыз,Ақмола,,,55-64,,7.0
2010,пайыз,Ақмола,,,65 және одан үлкен,,0.0
2011,пайыз,Ақмола,,,65 және одан үлкен,,0.0
2012,пайыз,Ақмола,,,65 және одан үлкен,,0.0
2013,пайыз,Ақмола,,,65 және одан үлкен,,0.0
2014,пайыз,Ақмола,,,65 және одан үлкен,,0.4
2015,пайыз,Ақмола,,,65 және одан үлкен,,5.1
2016,пайыз,Ақмола,,,65 және одан үлкен,,3.8
2017,пайыз,Ақмола,,,65 және одан үлкен,,3.0
2018,пайыз,Ақмола,,,65 және одан үлкен,,2.6
2010,пайыз,Ақтөбе,,,16-24,,4.0
2011,пайыз,Ақтөбе,,,16-24,,4.3
2012,пайыз,Ақтөбе,,,16-24,,5.5
2013,пайыз,Ақтөбе,,,16-24,,4.5
2014,пайыз,Ақтөбе,,,16-24,,6.1
2015,пайыз,Ақтөбе,,,16-24,,5.3
2016,пайыз,Ақтөбе,,,16-24,,6.7
2017,пайыз,Ақтөбе,,,16-24,,7.8
2018,пайыз,Ақтөбе,,,16-24,,6.2
2010,пайыз,Ақтөбе,,,25-28,,1.9
2011,пайыз,Ақтөбе,,,25-28,,3.0
2012,пайыз,Ақтөбе,,,25-28,,4.5
2013,пайыз,Ақтөбе,,,25-28,,7.7
2014,пайыз,Ақтөбе,,,25-28,,5.4
2015,пайыз,Ақтөбе,,,25-28,,5.4
2016,пайыз,Ақтөбе,,,25-28,,8.3
2017,пайыз,Ақтөбе,,,25-28,,5.5
2018,пайыз,Ақтөбе,,,25-28,,6.5
2010,пайыз,Ақтөбе,,,29-34,,3.9
2011,пайыз,Ақтөбе,,,29-34,,5.4
2012,пайыз,Ақтөбе,,,29-34,,4.1
2013,пайыз,Ақтөбе,,,29-34,,3.4
2014,пайыз,Ақтөбе,,,29-34,,5.9
2015,пайыз,Ақтөбе,,,29-34,,7.4
2016,пайыз,Ақтөбе,,,29-34,,7.3
2017,пайыз,Ақтөбе,,,29-34,,7.4
2018,пайыз,Ақтөбе,,,29-34,,8.7
2010,пайыз,Ақтөбе,,,35-44,,7.7
2011,пайыз,Ақтөбе,,,35-44,,6.6
2012,пайыз,Ақтөбе,,,35-44,,5.3
2013,пайыз,Ақтөбе,,,35-44,,5.8
2014,пайыз,Ақтөбе,,,35-44,,6.2
2015,пайыз,Ақтөбе,,,35-44,,6.6
2016,пайыз,Ақтөбе,,,35-44,,7.0
2017,пайыз,Ақтөбе,,,35-44,,6.4
2018,пайыз,Ақтөбе,,,35-44,,5.4
2010,пайыз,Ақтөбе,,,45-54,,8.4
2011,пайыз,Ақтөбе,,,45-54,,6.1
2012,пайыз,Ақтөбе,,,45-54,,6.4
2013,пайыз,Ақтөбе,,,45-54,,6.5
2014,пайыз,Ақтөбе,,,45-54,,6.1
2015,пайыз,Ақтөбе,,,45-54,,5.3
2016,пайыз,Ақтөбе,,,45-54,,6.8
2017,пайыз,Ақтөбе,,,45-54,,8.1
2018,пайыз,Ақтөбе,,,45-54,,7.7
2010,пайыз,Ақтөбе,,,55-64,,5.3
2011,пайыз,Ақтөбе,,,55-64,,5.4
2012,пайыз,Ақтөбе,,,55-64,,8.3
2013,пайыз,Ақтөбе,,,55-64,,8.3
2014,пайыз,Ақтөбе,,,55-64,,9.2
2015,пайыз,Ақтөбе,,,55-64,,6.6
2016,пайыз,Ақтөбе,,,55-64,,5.6
2017,пайыз,Ақтөбе,,,55-64,,7.2
2018,пайыз,Ақтөбе,,,55-64,,4.6
2010,пайыз,Ақтөбе,,,65 және одан үлкен,,0.0
2011,пайыз,Ақтөбе,,,65 және одан үлкен,,10.7
2012,пайыз,Ақтөбе,,,65 және одан үлкен,,0.0
2013,пайыз,Ақтөбе,,,65 және одан үлкен,,0.0
2014,пайыз,Ақтөбе,,,65 және одан үлкен,,0.0
2015,пайыз,Ақтөбе,,,65 және одан үлкен,,18.0
2016,пайыз,Ақтөбе,,,65 және одан үлкен,,0.0
2017,пайыз,Ақтөбе,,,65 және одан үлкен,,0.0
2018,пайыз,Ақтөбе,,,65 және одан үлкен,,31.1
2010,пайыз,Алматы,,,16-24,,4.4
2011,пайыз,Алматы,,,16-24,,1.5
2012,пайыз,Алматы,,,16-24,,3.2
2013,пайыз,Алматы,,,16-24,,2.5
2014,пайыз,Алматы,,,16-24,,3.3
2015,пайыз,Алматы,,,16-24,,4.1
2016,пайыз,Алматы,,,16-24,,3.6
2017,пайыз,Алматы,,,16-24,,5.5
2018,пайыз,Алматы,,,16-24,,5.6
2010,пайыз,Алматы,,,25-28,,5.2
2011,пайыз,Алматы,,,25-28,,4.3
2012,пайыз,Алматы,,,25-28,,2.8
2013,пайыз,Алматы,,,25-28,,1.1
2014,пайыз,Алматы,,,25-28,,3.3
2015,пайыз,Алматы,,,25-28,,3.8
2016,пайыз,Алматы,,,25-28,,5.9
2017,пайыз,Алматы,,,25-28,,4.1
2018,пайыз,Алматы,,,25-28,,4.3
2010,пайыз,Алматы,,,29-34,,3.8
2011,пайыз,Алматы,,,29-34,,3.7
2012,пайыз,Алматы,,,29-34,,2.5
2013,пайыз,Алматы,,,29-34,,0.9
2014,пайыз,Алматы,,,29-34,,5.2
2015,пайыз,Алматы,,,29-34,,4.6
2016,пайыз,Алматы,,,29-34,,5.1
2017,пайыз,Алматы,,,29-34,,3.9
2018,пайыз,Алматы,,,29-34,,5.6
2010,пайыз,Алматы,,,35-44,,4.4
2011,пайыз,Алматы,,,35-44,,4.3
2012,пайыз,Алматы,,,35-44,,3.7
2013,пайыз,Алматы,,,35-44,,4.1
2014,пайыз,Алматы,,,35-44,,4.2
2015,пайыз,Алматы,,,35-44,,5.1
2016,пайыз,Алматы,,,35-44,,4.2
2017,пайыз,Алматы,,,35-44,,6.6
2018,пайыз,Алматы,,,35-44,,6.0
2010,пайыз,Алматы,,,45-54,,5.5
2011,пайыз,Алматы,,,45-54,,3.9
2012,пайыз,Алматы,,,45-54,,4.7
2013,пайыз,Алматы,,,45-54,,5.9
2014,пайыз,Алматы,,,45-54,,4.3
2015,пайыз,Алматы,,,45-54,,4.8
2016,пайыз,Алматы,,,45-54,,4.9
2017,пайыз,Алматы,,,45-54,,6.9
2018,пайыз,Алматы,,,45-54,,5.6
2010,пайыз,Алматы,,,55-64,,4.1
2011,пайыз,Алматы,,,55-64,,2.9
2012,пайыз,Алматы,,,55-64,,4.7
2013,пайыз,Алматы,,,55-64,,4.6
2014,пайыз,Алматы,,,55-64,,3.6
2015,пайыз,Алматы,,,55-64,,4.9
2016,пайыз,Алматы,,,55-64,,3.5
2017,пайыз,Алматы,,,55-64,,5.3
2018,пайыз,Алматы,,,55-64,,3.1
2010,пайыз,Алматы,,,65 және одан үлкен,,4.9
2011,пайыз,Алматы,,,65 және одан үлкен,,1.3
2012,пайыз,Алматы,,,65 және одан үлкен,,3.1
2013,пайыз,Алматы,,,65 және одан үлкен,,2.2
2014,пайыз,Алматы,,,65 және одан үлкен,,4.6
2015,пайыз,Алматы,,,65 және одан үлкен,,3.4
2016,пайыз,Алматы,,,65 және одан үлкен,,2.8
2017,пайыз,Алматы,,,65 және одан үлкен,,1.3
2018,пайыз,Алматы,,,65 және одан үлкен,,1.1
2010,пайыз,Атырау,,,16-24,,1.6
2011,пайыз,Атырау,,,16-24,,1.9
2012,пайыз,Атырау,,,16-24,,4.0
2013,пайыз,Атырау,,,16-24,,4.3
2014,пайыз,Атырау,,,16-24,,3.4
2015,пайыз,Атырау,,,16-24,,7.6
2016,пайыз,Атырау,,,16-24,,4.5
2017,пайыз,Атырау,,,16-24,,4.2
2018,пайыз,Атырау,,,16-24,,4.0
2010,пайыз,Атырау,,,25-28,,5.3
2011,пайыз,Атырау,,,25-28,,5.0
2012,пайыз,Атырау,,,25-28,,5.0
2013,пайыз,Атырау,,,25-28,,6.2
2014,пайыз,Атырау,,,25-28,,4.3
2015,пайыз,Атырау,,,25-28,,4.3
2016,пайыз,Атырау,,,25-28,,3.5
2017,пайыз,Атырау,,,25-28,,5.1
2018,пайыз,Атырау,,,25-28,,2.1
2010,пайыз,Атырау,,,29-34,,2.4
2011,пайыз,Атырау,,,29-34,,2.8
2012,пайыз,Атырау,,,29-34,,4.2
2013,пайыз,Атырау,,,29-34,,5.5
2014,пайыз,Атырау,,,29-34,,3.6
2015,пайыз,Атырау,,,29-34,,8.2
2016,пайыз,Атырау,,,29-34,,4.2
2017,пайыз,Атырау,,,29-34,,3.6
2018,пайыз,Атырау,,,29-34,,5.9
2010,пайыз,Атырау,,,35-44,,4.4
2011,пайыз,Атырау,,,35-44,,4.0
2012,пайыз,Атырау,,,35-44,,8.2
2013,пайыз,Атырау,,,35-44,,6.9
2014,пайыз,Атырау,,,35-44,,3.8
2015,пайыз,Атырау,,,35-44,,3.5
2016,пайыз,Атырау,,,35-44,,4.8
2017,пайыз,Атырау,,,35-44,,3.0
2018,пайыз,Атырау,,,35-44,,2.4
2010,пайыз,Атырау,,,45-54,,5.7
2011,пайыз,Атырау,,,45-54,,4.7
2012,пайыз,Атырау,,,45-54,,5.1
2013,пайыз,Атырау,,,45-54,,5.0
2014,пайыз,Атырау,,,45-54,,3.6
2015,пайыз,Атырау,,,45-54,,3.8
2016,пайыз,Атырау,,,45-54,,4.6
2017,пайыз,Атырау,,,45-54,,3.3
2018,пайыз,Атырау,,,45-54,,4.7
2010,пайыз,Атырау,,,55-64,,7.9
2011,пайыз,Атырау,,,55-64,,4.5
2012,пайыз,Атырау,,,55-64,,3.9
2013,пайыз,Атырау,,,55-64,,9.6
2014,пайыз,Атырау,,,55-64,,4.9
2015,пайыз,Атырау,,,55-64,,2.9
2016,пайыз,Атырау,,,55-64,,3.6
2017,пайыз,Атырау,,,55-64,,5.5
2018,пайыз,Атырау,,,55-64,,3.9
2010,пайыз,Атырау,,,65 және одан үлкен,,14.2
2011,пайыз,Атырау,,,65 және одан үлкен,,3.9
2012,пайыз,Атырау,,,65 және одан үлкен,,59.4
2013,пайыз,Атырау,,,65 және одан үлкен,,38.6
2014,пайыз,Атырау,,,65 және одан үлкен,,0.0
2015,пайыз,Атырау,,,65 және одан үлкен,,0.0
2016,пайыз,Атырау,,,65 және одан үлкен,,0.0
2017,пайыз,Атырау,,,65 және одан үлкен,,0.0
2018,пайыз,Атырау,,,65 және одан үлкен,,0.0
2010,пайыз,Батыс Қазақстан,,,16-24,,3.9
2011,пайыз,Батыс Қазақстан,,,16-24,,3.2
2012,пайыз,Батыс Қазақстан,,,16-24,,2.4
2013,пайыз,Батыс Қазақстан,,,16-24,,2.1
2014,пайыз,Батыс Қазақстан,,,16-24,,4.1
2015,пайыз,Батыс Қазақстан,,,16-24,,3.4
2016,пайыз,Батыс Қазақстан,,,16-24,,4.6
2017,пайыз,Батыс Қазақстан,,,16-24,,4.2
2018,пайыз,Батыс Қазақстан,,,16-24,,5.6
2010,пайыз,Батыс Қазақстан,,,25-28,,2.8
2011,пайыз,Батыс Қазақстан,,,25-28,,3.1
2012,пайыз,Батыс Қазақстан,,,25-28,,5.8
2013,пайыз,Батыс Қазақстан,,,25-28,,8.7
2014,пайыз,Батыс Қазақстан,,,25-28,,4.0
2015,пайыз,Батыс Қазақстан,,,25-28,,4.6
2016,пайыз,Батыс Қазақстан,,,25-28,,6.5
2017,пайыз,Батыс Қазақстан,,,25-28,,4.5
2018,пайыз,Батыс Қазақстан,,,25-28,,6.6
2010,пайыз,Батыс Қазақстан,,,29-34,,4.5
2011,пайыз,Батыс Қазақстан,,,29-34,,6.9
2012,пайыз,Батыс Қазақстан,,,29-34,,3.4
2013,пайыз,Батыс Қазақстан,,,29-34,,5.5
2014,пайыз,Батыс Қазақстан,,,29-34,,2.1
2015,пайыз,Батыс Қазақстан,,,29-34,,3.9
2016,пайыз,Батыс Қазақстан,,,29-34,,4.1
2017,пайыз,Батыс Қазақстан,,,29-34,,5.0
2018,пайыз,Батыс Қазақстан,,,29-34,,4.4
