Year,Units,Өңірлер,Жынысы,Аймақ,Жасы,GeoCode,Value
2018,пайыз,Ақтөбе,,ауыл,,,4.7
2012,пайыз,Алматы,,ауыл,,,19.8
2013,пайыз,Алматы,,ауыл,,,18.7
2014,пайыз,Алматы,,ауыл,,,17.1
2015,пайыз,Алматы,,ауыл,,,20.5
2016,пайыз,Алматы,,ауыл,,,14.4
2017,пайыз,Алматы,,ауыл,,,13.4
2018,пайыз,Алматы,,ауыл,,,10.2
2012,пайыз,Атырау,,ауыл,,,9.3
2013,пайыз,Атырау,,ауыл,,,7.3
2014,пайыз,Атырау,,ауыл,,,7.4
2015,пайыз,Атырау,,ауыл,,,7.2
2016,пайыз,Атырау,,ауыл,,,4.4
2017,пайыз,Атырау,,ауыл,,,5.9
2018,пайыз,Атырау,,ауыл,,,5.0
2012,пайыз,Батыс Қазақстан,,ауыл,,,2.0
2013,пайыз,Батыс Қазақстан,,ауыл,,,7.6
2014,пайыз,Батыс Қазақстан,,ауыл,,,12.3
2015,пайыз,Батыс Қазақстан,,ауыл,,,12.4
2016,пайыз,Батыс Қазақстан,,ауыл,,,11.1
2017,пайыз,Батыс Қазақстан,,ауыл,,,10.8
2018,пайыз,Батыс Қазақстан,,ауыл,,,11.6
2012,пайыз,Жамбыл,,ауыл,,,8.0
2013,пайыз,Жамбыл,,ауыл,,,19.7
2014,пайыз,Жамбыл,,ауыл,,,14.5
2015,пайыз,Жамбыл,,ауыл,,,15.7
2016,пайыз,Жамбыл,,ауыл,,,16.0
2017,пайыз,Жамбыл,,ауыл,,,10.7
2018,пайыз,Жамбыл,,ауыл,,,9.7
2012,пайыз,Қарағанды,,ауыл,,,7.9
2013,пайыз,Қарағанды,,ауыл,,,6.2
2014,пайыз,Қарағанды,,ауыл,,,12.0
2015,пайыз,Қарағанды,,ауыл,,,9.5
2016,пайыз,Қарағанды,,ауыл,,,8.8
2017,пайыз,Қарағанды,,ауыл,,,8.6
2018,пайыз,Қарағанды,,ауыл,,,8.2
2012,пайыз,Қостанай,,ауыл,,,8.8
2013,пайыз,Қостанай,,ауыл,,,9.5
2014,пайыз,Қостанай,,ауыл,,,13.0
2015,пайыз,Қостанай,,ауыл,,,11.1
2016,пайыз,Қостанай,,ауыл,,,11.9
2017,пайыз,Қостанай,,ауыл,,,10.3
2018,пайыз,Қостанай,,ауыл,,,9.8
2012,пайыз,Қызылорда,,ауыл,,,15.5
2013,пайыз,Қызылорда,,ауыл,,,12.0
2014,пайыз,Қызылорда,,ауыл,,,15.3
2015,пайыз,Қызылорда,,ауыл,,,19.7
2016,пайыз,Қызылорда,,ауыл,,,8.9
2017,пайыз,Қызылорда,,ауыл,,,7.6
2018,пайыз,Қызылорда,,ауыл,,,6.7
2012,пайыз,Маңғыстау,,ауыл,,,2.8
2013,пайыз,Маңғыстау,,ауыл,,,4.3
2014,пайыз,Маңғыстау,,ауыл,,,3.3
2015,пайыз,Маңғыстау,,ауыл,,,2.5
2016,пайыз,Маңғыстау,,ауыл,,,2.5
2017,пайыз,Маңғыстау,,ауыл,,,2.5
2018,пайыз,Маңғыстау,,ауыл,,,3.0
2012,пайыз,Оңтүстік Қазақстан,,ауыл,,,13.6
2013,пайыз,Оңтүстік Қазақстан,,ауыл,,,13.6
2014,пайыз,Оңтүстік Қазақстан,,ауыл,,,14.2
2015,пайыз,Оңтүстік Қазақстан,,ауыл,,,6.2
2016,пайыз,Оңтүстік Қазақстан,,ауыл,,,4.4
2017,пайыз,Оңтүстік Қазақстан,,ауыл,,,4.8
2012,пайыз,Павлодар,,ауыл,,,13.2
2013,пайыз,Павлодар,,ауыл,,,12.0
2014,пайыз,Павлодар,,ауыл,,,17.7
2015,пайыз,Павлодар,,ауыл,,,10.1
2016,пайыз,Павлодар,,ауыл,,,12.2
2017,пайыз,Павлодар,,ауыл,,,7.5
2018,пайыз,Павлодар,,ауыл,,,2.8
2012,пайыз,Солтүстік Қазақстан,,ауыл,,,6.9
2013,пайыз,Солтүстік Қазақстан,,ауыл,,,8.1
2014,пайыз,Солтүстік Қазақстан,,ауыл,,,8.7
2015,пайыз,Солтүстік Қазақстан,,ауыл,,,7.1
2016,пайыз,Солтүстік Қазақстан,,ауыл,,,6.5
2017,пайыз,Солтүстік Қазақстан,,ауыл,,,6.0
2018,пайыз,Солтүстік Қазақстан,,ауыл,,,5.2
2018,пайыз,Түркістан,,ауыл,,,3.7
2012,пайыз,Шығыс Қазақстан,,ауыл,,,14.0
2013,пайыз,Шығыс Қазақстан,,ауыл,,,14.9
2014,пайыз,Шығыс Қазақстан,,ауыл,,,15.1
2015,пайыз,Шығыс Қазақстан,,ауыл,,,12.9
2016,пайыз,Шығыс Қазақстан,,ауыл,,,5.6
2017,пайыз,Шығыс Қазақстан,,ауыл,,,4.5
2018,пайыз,Шығыс Қазақстан,,ауыл,,,2.1
2012,пайыз,,,,15,,0.0
2013,пайыз,,,,15,,0.0
2014,пайыз,,,,15,,21.3
2015,пайыз,,,,15,,79.2
2016,пайыз,,,,15,,0.0
2017,пайыз,,,,15,,0.0
2018,пайыз,,,,15,,0.0
2012,пайыз,,,,16-24,,18.7
2013,пайыз,,,,16-24,,17.0
2014,пайыз,,,,16-24,,20.5
2015,пайыз,,,,16-24,,17.4
2016,пайыз,,,,16-24,,16.3
2017,пайыз,,,,16-24,,11.8
2018,пайыз,,,,16-24,,10.5
2012,пайыз,,,,25-28,,13.2
2013,пайыз,,,,25-28,,13.7
2014,пайыз,,,,25-28,,16.7
2015,пайыз,,,,25-28,,15.1
2016,пайыз,,,,25-28,,12.4
2017,пайыз,,,,25-28,,9.7
2018,пайыз,,,,25-28,,8.8
2012,пайыз,,,,29-34,,13.5
2013,пайыз,,,,29-34,,13.5
2014,пайыз,,,,29-34,,15.9
2015,пайыз,,,,29-34,,14.0
2016,пайыз,,,,29-34,,11.4
2017,пайыз,,,,29-34,,10.4
2018,пайыз,,,,29-34,,9.0
2012,пайыз,,,,35-44,,12.7
2013,пайыз,,,,35-44,,12.6
2014,пайыз,,,,35-44,,16.0
2015,пайыз,,,,35-44,,14.3
2016,пайыз,,,,35-44,,12.1
2017,пайыз,,,,35-44,,10.3
2018,пайыз,,,,35-44,,8.9
2012,пайыз,,,,45-54,,11.7
2013,пайыз,,,,45-54,,11.1
2014,пайыз,,,,45-54,,14.6
2015,пайыз,,,,45-54,,13.4
2016,пайыз,,,,45-54,,10.8
2017,пайыз,,,,45-54,,8.3
2018,пайыз,,,,45-54,,8.1
2012,пайыз,,,,55-64,,12.2
2013,пайыз,,,,55-64,,11.0
2014,пайыз,,,,55-64,,15.8
2015,пайыз,,,,55-64,,11.9
2016,пайыз,,,,55-64,,12.1
2017,пайыз,,,,55-64,,8.3
2018,пайыз,,,,55-64,,7.6
2012,пайыз,,,,65 және одан үлкен,,17.2
2013,пайыз,,,,65 және одан үлкен,,27.0
2014,пайыз,,,,65 және одан үлкен,,40.4
2015,пайыз,,,,65 және одан үлкен,,18.2
2016,пайыз,,,,65 және одан үлкен,,27.0
2017,пайыз,,,,65 және одан үлкен,,12.5
2018,пайыз,,,,65 және одан үлкен,,13.8
2012,пайыз,Ақмола,,,15,,0.0
2013,пайыз,Ақмола,,,15,,0.0
2014,пайыз,Ақмола,,,15,,0.0
2015,пайыз,Ақмола,,,15,,48.4
2016,пайыз,Ақмола,,,15,,0.0
2017,пайыз,Ақмола,,,15,,0.0
2018,пайыз,Ақмола,,,15,,0.0
2012,пайыз,Ақмола,,,16-24,,11.2
2013,пайыз,Ақмола,,,16-24,,15.2
2014,пайыз,Ақмола,,,16-24,,20.1
2015,пайыз,Ақмола,,,16-24,,15.2
2016,пайыз,Ақмола,,,16-24,,12.8
2017,пайыз,Ақмола,,,16-24,,12.5
2018,пайыз,Ақмола,,,16-24,,13.0
2012,пайыз,Ақмола,,,25-28,,11.1
2013,пайыз,Ақмола,,,25-28,,14.8
2014,пайыз,Ақмола,,,25-28,,17.2
2015,пайыз,Ақмола,,,25-28,,14.8
2016,пайыз,Ақмола,,,25-28,,11.7
2017,пайыз,Ақмола,,,25-28,,11.3
2018,пайыз,Ақмола,,,25-28,,7.5
2012,пайыз,Ақмола,,,29-34,,12.2
2013,пайыз,Ақмола,,,29-34,,9.6
2014,пайыз,Ақмола,,,29-34,,14.5
2015,пайыз,Ақмола,,,29-34,,14.0
2016,пайыз,Ақмола,,,29-34,,10.5
2017,пайыз,Ақмола,,,29-34,,10.4
2018,пайыз,Ақмола,,,29-34,,10.2
2012,пайыз,Ақмола,,,35-44,,11.8
2013,пайыз,Ақмола,,,35-44,,8.5
2014,пайыз,Ақмола,,,35-44,,16.4
2015,пайыз,Ақмола,,,35-44,,14.6
2016,пайыз,Ақмола,,,35-44,,11.9
2017,пайыз,Ақмола,,,35-44,,10.7
2018,пайыз,Ақмола,,,35-44,,9.7
2012,пайыз,Ақмола,,,45-54,,11.0
2013,пайыз,Ақмола,,,45-54,,13.6
2014,пайыз,Ақмола,,,45-54,,14.0
2015,пайыз,Ақмола,,,45-54,,11.3
2016,пайыз,Ақмола,,,45-54,,10.6
2017,пайыз,Ақмола,,,45-54,,10.1
2018,пайыз,Ақмола,,,45-54,,8.5
2012,пайыз,Ақмола,,,55-64,,7.1
2013,пайыз,Ақмола,,,55-64,,8.9
2014,пайыз,Ақмола,,,55-64,,13.2
2015,пайыз,Ақмола,,,55-64,,10.0
2016,пайыз,Ақмола,,,55-64,,11.3
2017,пайыз,Ақмола,,,55-64,,8.6
2018,пайыз,Ақмола,,,55-64,,10.2
2012,пайыз,Ақмола,,,65 және одан үлкен,,0.0
2013,пайыз,Ақмола,,,65 және одан үлкен,,6.5
2014,пайыз,Ақмола,,,65 және одан үлкен,,3.4
2015,пайыз,Ақмола,,,65 және одан үлкен,,19.9
2016,пайыз,Ақмола,,,65 және одан үлкен,,15.9
2017,пайыз,Ақмола,,,65 және одан үлкен,,14.1
2018,пайыз,Ақмола,,,65 және одан үлкен,,14.4
2012,пайыз,Ақтөбе,,,15,,0.0
2013,пайыз,Ақтөбе,,,15,,0.0
2014,пайыз,Ақтөбе,,,15,,0.0
2015,пайыз,Ақтөбе,,,15,,0.0
2016,пайыз,Ақтөбе,,,15,,0.0
2017,пайыз,Ақтөбе,,,15,,0.0
2018,пайыз,Ақтөбе,,,15,,0.0
2012,пайыз,Ақтөбе,,,16-24,,27.3
2013,пайыз,Ақтөбе,,,16-24,,18.4
2014,пайыз,Ақтөбе,,,16-24,,16.8
2015,пайыз,Ақтөбе,,,16-24,,14.4
2016,пайыз,Ақтөбе,,,16-24,,11.8
2017,пайыз,Ақтөбе,,,16-24,,2.0
2018,пайыз,Ақтөбе,,,16-24,,6.3
2012,пайыз,Ақтөбе,,,25-28,,13.1
2013,пайыз,Ақтөбе,,,25-28,,13.8
2014,пайыз,Ақтөбе,,,25-28,,14.5
2015,пайыз,Ақтөбе,,,25-28,,10.4
2016,пайыз,Ақтөбе,,,25-28,,7.4
2017,пайыз,Ақтөбе,,,25-28,,3.1
2018,пайыз,Ақтөбе,,,25-28,,3.2
2012,пайыз,Ақтөбе,,,29-34,,10.6
2013,пайыз,Ақтөбе,,,29-34,,11.7
2014,пайыз,Ақтөбе,,,29-34,,12.6
2015,пайыз,Ақтөбе,,,29-34,,14.0
2016,пайыз,Ақтөбе,,,29-34,,6.7
2017,пайыз,Ақтөбе,,,29-34,,1.7
2018,пайыз,Ақтөбе,,,29-34,,3.1
2012,пайыз,Ақтөбе,,,35-44,,8.8
2013,пайыз,Ақтөбе,,,35-44,,9.3
2014,пайыз,Ақтөбе,,,35-44,,12.7
2015,пайыз,Ақтөбе,,,35-44,,11.2
2016,пайыз,Ақтөбе,,,35-44,,8.1
2017,пайыз,Ақтөбе,,,35-44,,2.3
2018,пайыз,Ақтөбе,,,35-44,,4.1
2012,пайыз,Ақтөбе,,,45-54,,10.5
2013,пайыз,Ақтөбе,,,45-54,,11.3
2014,пайыз,Ақтөбе,,,45-54,,11.1
2015,пайыз,Ақтөбе,,,45-54,,8.8
2016,пайыз,Ақтөбе,,,45-54,,7.3
2017,пайыз,Ақтөбе,,,45-54,,2.7
2018,пайыз,Ақтөбе,,,45-54,,3.2
2012,пайыз,Ақтөбе,,,55-64,,23.8
2013,пайыз,Ақтөбе,,,55-64,,11.5
2014,пайыз,Ақтөбе,,,55-64,,8.0
2015,пайыз,Ақтөбе,,,55-64,,5.4
2016,пайыз,Ақтөбе,,,55-64,,8.0
2017,пайыз,Ақтөбе,,,55-64,,2.2
2018,пайыз,Ақтөбе,,,55-64,,3.7
2012,пайыз,Ақтөбе,,,65 және одан үлкен,,100.0
2013,пайыз,Ақтөбе,,,65 және одан үлкен,,22.0
2014,пайыз,Ақтөбе,,,65 және одан үлкен,,4.8
2015,пайыз,Ақтөбе,,,65 және одан үлкен,,2.2
2016,пайыз,Ақтөбе,,,65 және одан үлкен,,4.1
2017,пайыз,Ақтөбе,,,65 және одан үлкен,,0.0
2018,пайыз,Ақтөбе,,,65 және одан үлкен,,1.7
2012,пайыз,Алматы,,,15,,0.0
2013,пайыз,Алматы,,,15,,0.0
2014,пайыз,Алматы,,,15,,19.5
2015,пайыз,Алматы,,,15,,0.0
2016,пайыз,Алматы,,,15,,0.0
2017,пайыз,Алматы,,,15,,0.0
2018,пайыз,Алматы,,,15,,0.0
2012,пайыз,Алматы,,,16-24,,25.1
2013,пайыз,Алматы,,,16-24,,21.2
2014,пайыз,Алматы,,,16-24,,17.8
2015,пайыз,Алматы,,,16-24,,19.5
2016,пайыз,Алматы,,,16-24,,16.4
2017,пайыз,Алматы,,,16-24,,12.9
2018,пайыз,Алматы,,,16-24,,13.0
2012,пайыз,Алматы,,,25-28,,18.8
2013,пайыз,Алматы,,,25-28,,24.6
2014,пайыз,Алматы,,,25-28,,18.6
2015,пайыз,Алматы,,,25-28,,18.0
2016,пайыз,Алматы,,,25-28,,15.0
2017,пайыз,Алматы,,,25-28,,13.5
2018,пайыз,Алматы,,,25-28,,11.1
2012,пайыз,Алматы,,,29-34,,21.2
2013,пайыз,Алматы,,,29-34,,20.4
2014,пайыз,Алматы,,,29-34,,21.3
2015,пайыз,Алматы,,,29-34,,19.5
2016,пайыз,Алматы,,,29-34,,14.0
2017,пайыз,Алматы,,,29-34,,13.7
2018,пайыз,Алматы,,,29-34,,13.2
2012,пайыз,Алматы,,,35-44,,17.5
2013,пайыз,Алматы,,,35-44,,16.5
2014,пайыз,Алматы,,,35-44,,19.6
2015,пайыз,Алматы,,,35-44,,20.7
2016,пайыз,Алматы,,,35-44,,15.6
2017,пайыз,Алматы,,,35-44,,15.2
2018,пайыз,Алматы,,,35-44,,11.0
2012,пайыз,Алматы,,,45-54,,18.2
2013,пайыз,Алматы,,,45-54,,10.7
2014,пайыз,Алматы,,,45-54,,17.1
2015,пайыз,Алматы,,,45-54,,19.0
2016,пайыз,Алматы,,,45-54,,14.8
2017,пайыз,Алматы,,,45-54,,13.4
2018,пайыз,Алматы,,,45-54,,11.2
2012,пайыз,Алматы,,,55-64,,18.4
2013,пайыз,Алматы,,,55-64,,8.1
2014,пайыз,Алматы,,,55-64,,15.6
2015,пайыз,Алматы,,,55-64,,19.0
2016,пайыз,Алматы,,,55-64,,10.4
2017,пайыз,Алматы,,,55-64,,11.6
2018,пайыз,Алматы,,,55-64,,17.0
2012,пайыз,Алматы,,,65 және одан үлкен,,32.4
2013,пайыз,Алматы,,,65 және одан үлкен,,11.6
2014,пайыз,Алматы,,,65 және одан үлкен,,16.2
2015,пайыз,Алматы,,,65 және одан үлкен,,14.2
2016,пайыз,Алматы,,,65 және одан үлкен,,8.8
2017,пайыз,Алматы,,,65 және одан үлкен,,14.3
2018,пайыз,Алматы,,,65 және одан үлкен,,24.5
2012,пайыз,Атырау,,,15,,0.0
2013,пайыз,Атырау,,,15,,0.0
2014,пайыз,Атырау,,,15,,0.0
2015,пайыз,Атырау,,,15,,0.0
2016,пайыз,Атырау,,,15,,0.0
2017,пайыз,Атырау,,,15,,0.0
2018,пайыз,Атырау,,,15,,0.0
2012,пайыз,Атырау,,,16-24,,10.1
2013,пайыз,Атырау,,,16-24,,6.7
2014,пайыз,Атырау,,,16-24,,9.5
2015,пайыз,Атырау,,,16-24,,7.1
2016,пайыз,Атырау,,,16-24,,5.3
2017,пайыз,Атырау,,,16-24,,9.6
2018,пайыз,Атырау,,,16-24,,5.9
2012,пайыз,Атырау,,,25-28,,4.0
2013,пайыз,Атырау,,,25-28,,4.7
2014,пайыз,Атырау,,,25-28,,4.4
2015,пайыз,Атырау,,,25-28,,4.3
2016,пайыз,Атырау,,,25-28,,3.8
2017,пайыз,Атырау,,,25-28,,4.2
2018,пайыз,Атырау,,,25-28,,3.6
2012,пайыз,Атырау,,,29-34,,7.2
2013,пайыз,Атырау,,,29-34,,5.6
2014,пайыз,Атырау,,,29-34,,3.6
2015,пайыз,Атырау,,,29-34,,5.0
2016,пайыз,Атырау,,,29-34,,2.2
2017,пайыз,Атырау,,,29-34,,4.6
2018,пайыз,Атырау,,,29-34,,3.8
2012,пайыз,Атырау,,,35-44,,6.8
2013,пайыз,Атырау,,,35-44,,7.1
2014,пайыз,Атырау,,,35-44,,3.9
2015,пайыз,Атырау,,,35-44,,4.3
2016,пайыз,Атырау,,,35-44,,2.4
2017,пайыз,Атырау,,,35-44,,5.9
2018,пайыз,Атырау,,,35-44,,5.2
2012,пайыз,Атырау,,,45-54,,3.3
2013,пайыз,Атырау,,,45-54,,3.0
2014,пайыз,Атырау,,,45-54,,4.8
2015,пайыз,Атырау,,,45-54,,5.3
2016,пайыз,Атырау,,,45-54,,2.9
2017,пайыз,Атырау,,,45-54,,3.3
2018,пайыз,Атырау,,,45-54,,4.5
2012,пайыз,Атырау,,,55-64,,4.2
2013,пайыз,Атырау,,,55-64,,1.8
2014,пайыз,Атырау,,,55-64,,3.7
2015,пайыз,Атырау,,,55-64,,2.5
2016,пайыз,Атырау,,,55-64,,4.4
2017,пайыз,Атырау,,,55-64,,3.4
2018,пайыз,Атырау,,,55-64,,2.6
2012,пайыз,Атырау,,,65 және одан үлкен,,0.0
2013,пайыз,Атырау,,,65 және одан үлкен,,0.0
2014,пайыз,Атырау,,,65 және одан үлкен,,9.7
2015,пайыз,Атырау,,,65 және одан үлкен,,0.0
2016,пайыз,Атырау,,,65 және одан үлкен,,0.0
2017,пайыз,Атырау,,,65 және одан үлкен,,0.0
2018,пайыз,Атырау,,,65 және одан үлкен,,2.4
2012,пайыз,Батыс Қазақстан,,,15,,0.0
2013,пайыз,Батыс Қазақстан,,,15,,0.0
2014,пайыз,Батыс Қазақстан,,,15,,0.0
2015,пайыз,Батыс Қазақстан,,,15,,0.0
2016,пайыз,Батыс Қазақстан,,,15,,0.0
2017,пайыз,Батыс Қазақстан,,,15,,0.0
2018,пайыз,Батыс Қазақстан,,,15,,0.0
2012,пайыз,Батыс Қазақстан,,,16-24,,2.5
2013,пайыз,Батыс Қазақстан,,,16-24,,10.6
2014,пайыз,Батыс Қазақстан,,,16-24,,13.9
2015,пайыз,Батыс Қазақстан,,,16-24,,17.0
2016,пайыз,Батыс Қазақстан,,,16-24,,13.6
2017,пайыз,Батыс Қазақстан,,,16-24,,15.2
2018,пайыз,Батыс Қазақстан,,,16-24,,14.9
2012,пайыз,Батыс Қазақстан,,,25-28,,2.6
2013,пайыз,Батыс Қазақстан,,,25-28,,9.1
2014,пайыз,Батыс Қазақстан,,,25-28,,11.6
2015,пайыз,Батыс Қазақстан,,,25-28,,13.3
2016,пайыз,Батыс Қазақстан,,,25-28,,11.2
2017,пайыз,Батыс Қазақстан,,,25-28,,12.7
2018,пайыз,Батыс Қазақстан,,,25-28,,13.2
2012,пайыз,Батыс Қазақстан,,,29-34,,3.7
2013,пайыз,Батыс Қазақстан,,,29-34,,10.1
2014,пайыз,Батыс Қазақстан,,,29-34,,12.1
2015,пайыз,Батыс Қазақстан,,,29-34,,12.4
2016,пайыз,Батыс Қазақстан,,,29-34,,10.9
2017,пайыз,Батыс Қазақстан,,,29-34,,11.8
2018,пайыз,Батыс Қазақстан,,,29-34,,10.3
2012,пайыз,Батыс Қазақстан,,,35-44,,5.7
2013,пайыз,Батыс Қазақстан,,,35-44,,9.2
2014,пайыз,Батыс Қазақстан,,,35-44,,13.7
2015,пайыз,Батыс Қазақстан,,,35-44,,11.3
2016,пайыз,Батыс Қазақстан,,,35-44,,11.8
2017,пайыз,Батыс Қазақстан,,,35-44,,12.2
2018,пайыз,Батыс Қазақстан,,,35-44,,11.6
2012,пайыз,Батыс Қазақстан,,,45-54,,4.8
2013,пайыз,Батыс Қазақстан,,,45-54,,9.8
2014,пайыз,Батыс Қазақстан,,,45-54,,11.7
2015,пайыз,Батыс Қазақстан,,,45-54,,10.9
2016,пайыз,Батыс Қазақстан,,,45-54,,9.1
2017,пайыз,Батыс Қазақстан,,,45-54,,9.7
2018,пайыз,Батыс Қазақстан,,,45-54,,11.5
2012,пайыз,Батыс Қазақстан,,,55-64,,0.8
2013,пайыз,Батыс Қазақстан,,,55-64,,3.3
2014,пайыз,Батыс Қазақстан,,,55-64,,9.2
2015,пайыз,Батыс Қазақстан,,,55-64,,10.9
2016,пайыз,Батыс Қазақстан,,,55-64,,11.3
2017,пайыз,Батыс Қазақстан,,,55-64,,8.9
2018,пайыз,Батыс Қазақстан,,,55-64,,10.0
2012,пайыз,Батыс Қазақстан,,,65 және одан үлкен,,0.0
2013,пайыз,Батыс Қазақстан,,,65 және одан үлкен,,0.0
2014,пайыз,Батыс Қазақстан,,,65 және одан үлкен,,0.0
2015,пайыз,Батыс Қазақстан,,,65 және одан үлкен,,0.0
2016,пайыз,Батыс Қазақстан,,,65 және одан үлкен,,0.0
2017,пайыз,Батыс Қазақстан,,,65 және одан үлкен,,0.0
2018,пайыз,Батыс Қазақстан,,,65 және одан үлкен,,0.0
2012,пайыз,Жамбыл,,,15,,0.0
2013,пайыз,Жамбыл,,,15,,0.0
2014,пайыз,Жамбыл,,,15,,0.0
2015,пайыз,Жамбыл,,,15,,83.5
2016,пайыз,Жамбыл,,,15,,0.0
2017,пайыз,Жамбыл,,,15,,0.0
2018,пайыз,Жамбыл,,,15,,0.0
2012,пайыз,Жамбыл,,,16-24,,8.4
2013,пайыз,Жамбыл,,,16-24,,35.5
2014,пайыз,Жамбыл,,,16-24,,36.9
2015,пайыз,Жамбыл,,,16-24,,28.1
2016,пайыз,Жамбыл,,,16-24,,33.1
2017,пайыз,Жамбыл,,,16-24,,15.1
2018,пайыз,Жамбыл,,,16-24,,16.2
2012,пайыз,Жамбыл,,,25-28,,13.1
2013,пайыз,Жамбыл,,,25-28,,18.5
2014,пайыз,Жамбыл,,,25-28,,29.9
2015,пайыз,Жамбыл,,,25-28,,17.6
2016,пайыз,Жамбыл,,,25-28,,15.7
2017,пайыз,Жамбыл,,,25-28,,11.1
2018,пайыз,Жамбыл,,,25-28,,13.4
2012,пайыз,Жамбыл,,,29-34,,10.5
2013,пайыз,Жамбыл,,,29-34,,21.0
2014,пайыз,Жамбыл,,,29-34,,22.4
2015,пайыз,Жамбыл,,,29-34,,17.4
2016,пайыз,Жамбыл,,,29-34,,17.0
2017,пайыз,Жамбыл,,,29-34,,9.9
2018,пайыз,Жамбыл,,,29-34,,12.8
2012,пайыз,Жамбыл,,,35-44,,12.4
2013,пайыз,Жамбыл,,,35-44,,23.6
2014,пайыз,Жамбыл,,,35-44,,24.2
2015,пайыз,Жамбыл,,,35-44,,19.2
2016,пайыз,Жамбыл,,,35-44,,17.8
2017,пайыз,Жамбыл,,,35-44,,8.5
2018,пайыз,Жамбыл,,,35-44,,14.2
2012,пайыз,Жамбыл,,,45-54,,8.7
2013,пайыз,Жамбыл,,,45-54,,21.7
2014,пайыз,Жамбыл,,,45-54,,22.1
2015,пайыз,Жамбыл,,,45-54,,17.0
2016,пайыз,Жамбыл,,,45-54,,15.3
2017,пайыз,Жамбыл,,,45-54,,8.7
2018,пайыз,Жамбыл,,,45-54,,12.0
2012,пайыз,Жамбыл,,,55-64,,5.9
2013,пайыз,Жамбыл,,,55-64,,36.9
2014,пайыз,Жамбыл,,,55-64,,41.0
2015,пайыз,Жамбыл,,,55-64,,22.5
2016,пайыз,Жамбыл,,,55-64,,32.6
2017,пайыз,Жамбыл,,,55-64,,10.3
2018,пайыз,Жамбыл,,,55-64,,11.1
2012,пайыз,Жамбыл,,,65 және одан үлкен,,0.0
2013,пайыз,Жамбыл,,,65 және одан үлкен,,97.2
2014,пайыз,Жамбыл,,,65 және одан үлкен,,72.7
2015,пайыз,Жамбыл,,,65 және одан үлкен,,67.1
2016,пайыз,Жамбыл,,,65 және одан үлкен,,60.1
2017,пайыз,Жамбыл,,,65 және одан үлкен,,16.6
2018,пайыз,Жамбыл,,,65 және одан үлкен,,4.3
2012,пайыз,Қарағанды,,,15,,0.0
2013,пайыз,Қарағанды,,,15,,0.0
2014,пайыз,Қарағанды,,,15,,0.0
2015,пайыз,Қарағанды,,,15,,100.0
2016,пайыз,Қарағанды,,,15,,0.0
2017,пайыз,Қарағанды,,,15,,0.0
2018,пайыз,Қарағанды,,,15,,0.0
2012,пайыз,Қарағанды,,,16-24,,32.0
2013,пайыз,Қарағанды,,,16-24,,23.3
2014,пайыз,Қарағанды,,,16-24,,27.9
2015,пайыз,Қарағанды,,,16-24,,25.5
2016,пайыз,Қарағанды,,,16-24,,24.9
2017,пайыз,Қарағанды,,,16-24,,21.2
2018,пайыз,Қарағанды,,,16-24,,19.0
2012,пайыз,Қарағанды,,,25-28,,18.3
2013,пайыз,Қарағанды,,,25-28,,15.5
2014,пайыз,Қарағанды,,,25-28,,18.4
2015,пайыз,Қарағанды,,,25-28,,19.7
2016,пайыз,Қарағанды,,,25-28,,18.4
2017,пайыз,Қарағанды,,,25-28,,14.6
2018,пайыз,Қарағанды,,,25-28,,14.8
2012,пайыз,Қарағанды,,,29-34,,18.3
2013,пайыз,Қарағанды,,,29-34,,15.7
2014,пайыз,Қарағанды,,,29-34,,18.6
2015,пайыз,Қарағанды,,,29-34,,17.4
2016,пайыз,Қарағанды,,,29-34,,14.9
2017,пайыз,Қарағанды,,,29-34,,14.0
2018,пайыз,Қарағанды,,,29-34,,16.5
2012,пайыз,Қарағанды,,,35-44,,15.1
2013,пайыз,Қарағанды,,,35-44,,14.8
2014,пайыз,Қарағанды,,,35-44,,15.9
2015,пайыз,Қарағанды,,,35-44,,17.1
2016,пайыз,Қарағанды,,,35-44,,13.9
2017,пайыз,Қарағанды,,,35-44,,12.9
2018,пайыз,Қарағанды,,,35-44,,15.3
2012,пайыз,Қарағанды,,,45-54,,13.4
2013,пайыз,Қарағанды,,,45-54,,13.1
2014,пайыз,Қарағанды,,,45-54,,14.7
2015,пайыз,Қарағанды,,,45-54,,14.4
2016,пайыз,Қарағанды,,,45-54,,10.3
2017,пайыз,Қарағанды,,,45-54,,12.2
2018,пайыз,Қарағанды,,,45-54,,14.3
2012,пайыз,Қарағанды,,,55-64,,19.6
2013,пайыз,Қарағанды,,,55-64,,12.9
2014,пайыз,Қарағанды,,,55-64,,15.6
2015,пайыз,Қарағанды,,,55-64,,13.2
2016,пайыз,Қарағанды,,,55-64,,12.1
2017,пайыз,Қарағанды,,,55-64,,12.9
2018,пайыз,Қарағанды,,,55-64,,13.3
2012,пайыз,Қарағанды,,,65 және одан үлкен,,27.5
2013,пайыз,Қарағанды,,,65 және одан үлкен,,26.6
2014,пайыз,Қарағанды,,,65 және одан үлкен,,22.2
2015,пайыз,Қарағанды,,,65 және одан үлкен,,20.6
2016,пайыз,Қарағанды,,,65 және одан үлкен,,38.0
2017,пайыз,Қарағанды,,,65 және одан үлкен,,33.0
2018,пайыз,Қарағанды,,,65 және одан үлкен,,27.8
