Year,Units,Өңірлер,Аймақ,Жынысы,Білім беру,Отбасылық жағдайы,азаматтығы,GeoCode,Value
2017,100 000 халыққа,Оңтүстік Қазақстан,сельское население,,,,,,12.77
2018,100 000 халыққа,Оңтүстік Қазақстан,сельское население,,,,,,9.93
2010,100 000 халыққа,Павлодар,сельское население,,,,,,34.05
2011,100 000 халыққа,Павлодар,сельское население,,,,,,46.68
2012,100 000 халыққа,Павлодар,сельское население,,,,,,34.95
2013,100 000 халыққа,Павлодар,сельское население,,,,,,31.82
2014,100 000 халыққа,Павлодар,сельское население,,,,,,16.31
2015,100 000 халыққа,Павлодар,сельское население,,,,,,8.89
2016,100 000 халыққа,Павлодар,сельское население,,,,,,5.38
2017,100 000 халыққа,Павлодар,сельское население,,,,,,13.07
2018,100 000 халыққа,Павлодар,сельское население,,,,,,9.03
2010,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,26.09
2011,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,20.98
2012,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,11.67
2013,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,15.41
2014,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,15.08
2015,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,20.02
2016,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,21.43
2017,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,13.51
2018,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,23.0
2018,100 000 халыққа,Түркістан,сельское население,,,,,,9.93
2010,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,47.83
2011,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,46.03
2012,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,40.46
2013,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,40.17
2014,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,37.37
2015,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,37.59
2016,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,31.49
2017,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,30.11
2018,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,26.98
2010,100 000 халыққа,,,ерлер,,,,,37.97
2011,100 000 халыққа,,,ерлер,,,,,35.42
2012,100 000 халыққа,,,ерлер,,,,,33.76
2013,100 000 халыққа,,,ерлер,,,,,34.6
2014,100 000 халыққа,,,ерлер,,,,,30.75
2015,100 000 халыққа,,,ерлер,,,,,27.87
2016,100 000 халыққа,,,ерлер,,,,,24.59
2017,100 000 халыққа,,,ерлер,,,,,24.81
2018,100 000 халыққа,,,ерлер,,,,,23.55
2010,100 000 халыққа,Ақмола,,ерлер,,,,,76.88
2011,100 000 халыққа,Ақмола,,ерлер,,,,,59.15
2012,100 000 халыққа,Ақмола,,ерлер,,,,,62.23
2013,100 000 халыққа,Ақмола,,ерлер,,,,,61.76
2014,100 000 халыққа,Ақмола,,ерлер,,,,,64.7
2015,100 000 халыққа,Ақмола,,ерлер,,,,,57.3
2016,100 000 халыққа,Ақмола,,ерлер,,,,,48.39
2017,100 000 халыққа,Ақмола,,ерлер,,,,,61.95
2018,100 000 халыққа,Ақмола,,ерлер,,,,,46.6
2010,100 000 халыққа,Ақтөбе,,ерлер,,,,,33.17
2011,100 000 халыққа,Ақтөбе,,ерлер,,,,,30.03
2012,100 000 халыққа,Ақтөбе,,ерлер,,,,,38.58
2013,100 000 халыққа,Ақтөбе,,ерлер,,,,,36.44
2014,100 000 халыққа,Ақтөбе,,ерлер,,,,,31.49
2015,100 000 халыққа,Ақтөбе,,ерлер,,,,,37.21
2016,100 000 халыққа,Ақтөбе,,ерлер,,,,,31.01
2017,100 000 халыққа,Ақтөбе,,ерлер,,,,,24.75
2018,100 000 халыққа,Ақтөбе,,ерлер,,,,,26.54
2010,100 000 халыққа,Алматы,,ерлер,,,,,36.16
2011,100 000 халыққа,Алматы,,ерлер,,,,,34.69
2012,100 000 халыққа,Алматы,,ерлер,,,,,35.81
2013,100 000 халыққа,Алматы,,ерлер,,,,,36.16
2014,100 000 халыққа,Алматы,,ерлер,,,,,36.12
2015,100 000 халыққа,Алматы,,ерлер,,,,,27.2
2016,100 000 халыққа,Алматы,,ерлер,,,,,26.23
2017,100 000 халыққа,Алматы,,ерлер,,,,,31.17
2018,100 000 халыққа,Алматы,,ерлер,,,,,25.89
2010,100 000 халыққа,Атырау,,ерлер,,,,,31.03
2011,100 000 халыққа,Атырау,,ерлер,,,,,24.68
2012,100 000 халыққа,Атырау,,ерлер,,,,,33.06
2013,100 000 халыққа,Атырау,,ерлер,,,,,33.04
2014,100 000 халыққа,Атырау,,ерлер,,,,,26.24
2015,100 000 халыққа,Атырау,,ерлер,,,,,30.47
2016,100 000 халыққа,Атырау,,ерлер,,,,,23.68
2017,100 000 халыққа,Атырау,,ерлер,,,,,21.83
2018,100 000 халыққа,Атырау,,ерлер,,,,,19.09
2010,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,47.89
2011,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,57.37
2012,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,58.94
2013,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,46.7
2014,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,40.28
2015,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,33.98
2016,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,32.04
2017,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,28.22
2018,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,39.39
2010,100 000 халыққа,Жамбыл,,ерлер,,,,,29.19
2011,100 000 халыққа,Жамбыл,,ерлер,,,,,29.62
2012,100 000 халыққа,Жамбыл,,ерлер,,,,,23.47
2013,100 000 халыққа,Жамбыл,,ерлер,,,,,32.62
2014,100 000 халыққа,Жамбыл,,ерлер,,,,,27.1
2015,100 000 халыққа,Жамбыл,,ерлер,,,,,21.77
2016,100 000 халыққа,Жамбыл,,ерлер,,,,,16.46
2017,100 000 халыққа,Жамбыл,,ерлер,,,,,14.94
2018,100 000 халыққа,Жамбыл,,ерлер,,,,,15.22
2010,100 000 халыққа,Қарағанды,,ерлер,,,,,56.33
2011,100 000 халыққа,Қарағанды,,ерлер,,,,,50.94
2012,100 000 халыққа,Қарағанды,,ерлер,,,,,44.51
2013,100 000 халыққа,Қарағанды,,ерлер,,,,,43.99
2014,100 000 халыққа,Қарағанды,,ерлер,,,,,44.65
2015,100 000 халыққа,Қарағанды,,ерлер,,,,,39.17
2016,100 000 халыққа,Қарағанды,,ерлер,,,,,38.91
2017,100 000 халыққа,Қарағанды,,ерлер,,,,,36.8
2018,100 000 халыққа,Қарағанды,,ерлер,,,,,35.3
2010,100 000 халыққа,Қостанай,,ерлер,,,,,67.75
2011,100 000 халыққа,Қостанай,,ерлер,,,,,72.19
2012,100 000 халыққа,Қостанай,,ерлер,,,,,70.78
2013,100 000 халыққа,Қостанай,,ерлер,,,,,74.32
2014,100 000 халыққа,Қостанай,,ерлер,,,,,57.89
2015,100 000 халыққа,Қостанай,,ерлер,,,,,63.5
2016,100 000 халыққа,Қостанай,,ерлер,,,,,57.28
2017,100 000 халыққа,Қостанай,,ерлер,,,,,51.46
2018,100 000 халыққа,Қостанай,,ерлер,,,,,44.6
2010,100 000 халыққа,Қызылорда,,ерлер,,,,,14.44
2011,100 000 халыққа,Қызылорда,,ерлер,,,,,12.48
2012,100 000 халыққа,Қызылорда,,ерлер,,,,,22.81
2013,100 000 халыққа,Қызылорда,,ерлер,,,,,26.49
2014,100 000 халыққа,Қызылорда,,ерлер,,,,,15.02
2015,100 000 халыққа,Қызылорда,,ерлер,,,,,12.65
2016,100 000 халыққа,Қызылорда,,ерлер,,,,,12.48
2017,100 000 халыққа,Қызылорда,,ерлер,,,,,9.5
2018,100 000 халыққа,Қызылорда,,ерлер,,,,,7.08
2010,100 000 халыққа,Маңғыстау,,ерлер,,,,,21.22
2011,100 000 халыққа,Маңғыстау,,ерлер,,,,,14.7
2012,100 000 халыққа,Маңғыстау,,ерлер,,,,,8.68
2013,100 000 халыққа,Маңғыстау,,ерлер,,,,,20.23
2014,100 000 халыққа,Маңғыстау,,ерлер,,,,,13.14
2015,100 000 халыққа,Маңғыстау,,ерлер,,,,,13.69
2016,100 000 халыққа,Маңғыстау,,ерлер,,,,,16.14
2017,100 000 халыққа,Маңғыстау,,ерлер,,,,,14.17
2018,100 000 халыққа,Маңғыстау,,ерлер,,,,,14.7
2010,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,,,,,16.97
2011,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,,,,,16.51
2012,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,,,,,16.83
2013,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,,,,,20.26
2014,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,,,,,20.94
2015,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,,,,,17.3
2016,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,,,,,13.36
2017,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,,,,,16.96
2010,100 000 халыққа,Павлодар,,ерлер,,,,,47.92
2011,100 000 халыққа,Павлодар,,ерлер,,,,,54.08
2012,100 000 халыққа,Павлодар,,ерлер,,,,,50.83
2013,100 000 халыққа,Павлодар,,ерлер,,,,,43.82
2014,100 000 халыққа,Павлодар,,ерлер,,,,,22.78
2015,100 000 халыққа,Павлодар,,ерлер,,,,,7.28
2016,100 000 халыққа,Павлодар,,ерлер,,,,,8.94
2017,100 000 халыққа,Павлодар,,ерлер,,,,,16.79
2018,100 000 халыққа,Павлодар,,ерлер,,,,,13.73
2010,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,48.33
2011,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,30.07
2012,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,16.24
2013,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,19.26
2014,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,19.75
2015,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,27.2
2016,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,29.22
2017,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,20.53
2018,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,28.56
2018,100 000 халыққа,Түркістан,,ерлер,,,,,16.55
2010,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,72.91
2011,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,65.41
2012,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,54.0
2013,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,54.59
2014,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,49.26
2015,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,46.8
2016,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,39.94
2017,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,36.46
2018,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,35.22
2010,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,20.44
2011,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,20.34
2012,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,17.69
2013,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,21.33
2014,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,14.42
2015,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,22.59
2016,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,18.44
2017,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,17.41
2018,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,19.34
2010,100 000 халыққа,Алматы қаласы,,ерлер,,,,,12.77
2011,100 000 халыққа,Алматы қаласы,,ерлер,,,,,14.99
2012,100 000 халыққа,Алматы қаласы,,ерлер,,,,,13.36
2013,100 000 халыққа,Алматы қаласы,,ерлер,,,,,8.98
2014,100 000 халыққа,Алматы қаласы,,ерлер,,,,,12.45
2015,100 000 халыққа,Алматы қаласы,,ерлер,,,,,10.72
2016,100 000 халыққа,Алматы қаласы,,ерлер,,,,,7.98
2017,100 000 халыққа,Алматы қаласы,,ерлер,,,,,9.37
2018,100 000 халыққа,Алматы қаласы,,ерлер,,,,,12.58
2018,100 000 халыққа,Шымкент қаласы,,ерлер,,,,,12.94
2010,100 000 халыққа,,городское население,ерлер,,,,,33.68
2011,100 000 халыққа,,городское население,ерлер,,,,,31.55
2012,100 000 халыққа,,городское население,ерлер,,,,,29.98
2013,100 000 халыққа,,городское население,ерлер,,,,,30.11
2014,100 000 халыққа,,городское население,ерлер,,,,,25.78
2015,100 000 халыққа,,городское население,ерлер,,,,,23.09
2016,100 000 халыққа,,городское население,ерлер,,,,,20.57
2017,100 000 халыққа,,городское население,ерлер,,,,,21.03
2018,100 000 халыққа,,городское население,ерлер,,,,,21.49
2010,100 000 халыққа,Ақмола,городское население,ерлер,,,,,67.59
2011,100 000 халыққа,Ақмола,городское население,ерлер,,,,,48.13
2012,100 000 халыққа,Ақмола,городское население,ерлер,,,,,53.56
2013,100 000 халыққа,Ақмола,городское население,ерлер,,,,,55.05
2014,100 000 халыққа,Ақмола,городское население,ерлер,,,,,54.17
2015,100 000 халыққа,Ақмола,городское население,ерлер,,,,,51.31
2016,100 000 халыққа,Ақмола,городское население,ерлер,,,,,46.87
2017,100 000 халыққа,Ақмола,городское население,ерлер,,,,,53.07
2018,100 000 халыққа,Ақмола,городское население,ерлер,,,,,51.8
2010,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,28.41
2011,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,26.5
2012,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,26.99
2013,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,32.13
2014,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,24.31
2015,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,34.39
2016,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,26.85
2017,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,21.14
2018,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,23.12
2010,100 000 халыққа,Алматы,городское население,ерлер,,,,,40.21
2011,100 000 халыққа,Алматы,городское население,ерлер,,,,,38.14
2012,100 000 халыққа,Алматы,городское население,ерлер,,,,,40.34
2013,100 000 халыққа,Алматы,городское население,ерлер,,,,,45.28
2014,100 000 халыққа,Алматы,городское население,ерлер,,,,,38.85
2015,100 000 халыққа,Алматы,городское население,ерлер,,,,,23.28
2016,100 000 халыққа,Алматы,городское население,ерлер,,,,,27.9
2017,100 000 халыққа,Алматы,городское население,ерлер,,,,,35.17
2018,100 000 халыққа,Алматы,городское население,ерлер,,,,,28.1
2010,100 000 халыққа,Атырау,городское население,ерлер,,,,,18.4
2011,100 000 халыққа,Атырау,городское население,ерлер,,,,,23.61
2012,100 000 халыққа,Атырау,городское население,ерлер,,,,,31.69
2013,100 000 халыққа,Атырау,городское население,ерлер,,,,,29.07
2014,100 000 халыққа,Атырау,городское население,ерлер,,,,,18.63
2015,100 000 халыққа,Атырау,городское население,ерлер,,,,,22.49
2016,100 000 халыққа,Атырау,городское население,ерлер,,,,,23.22
2017,100 000 халыққа,Атырау,городское население,ерлер,,,,,16.99
2018,100 000 халыққа,Атырау,городское население,ерлер,,,,,20.89
2010,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,42.86
2011,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,43.41
2012,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,47.57
2013,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,39.69
2014,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,38.35
2015,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,26.75
2016,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,28.28
2017,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,16.39
2018,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,31.97
2010,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,27.75
2011,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,34.66
2012,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,21.92
2013,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,39.19
2014,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,26.94
2015,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,25.56
2016,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,15.5
2017,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,16.52
2018,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,17.01
2010,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,53.04
2011,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,46.58
2012,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,40.84
2013,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,37.34
2014,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,41.35
2015,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,37.41
2016,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,34.06
2017,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,36.34
2018,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,33.0
2010,100 000 халыққа,Қостанай,городское население,ерлер,,,,,46.09
2011,100 000 халыққа,Қостанай,городское население,ерлер,,,,,57.58
2012,100 000 халыққа,Қостанай,городское население,ерлер,,,,,59.48
2013,100 000 халыққа,Қостанай,городское население,ерлер,,,,,61.35
2014,100 000 халыққа,Қостанай,городское население,ерлер,,,,,44.92
2015,100 000 халыққа,Қостанай,городское население,ерлер,,,,,49.91
2016,100 000 халыққа,Қостанай,городское население,ерлер,,,,,41.94
2017,100 000 халыққа,Қостанай,городское население,ерлер,,,,,39.81
2018,100 000 халыққа,Қостанай,городское население,ерлер,,,,,34.43
2010,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,10.53
2011,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,9.62
2012,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,28.15
2013,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,22.89
2014,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,17.86
2015,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,14.91
2016,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,16.37
2017,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,10.71
2018,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,10.52
2010,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,18.89
2011,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,15.48
2012,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,10.81
2013,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,21.21
2014,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,12.27
2015,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,11.83
2016,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,14.73
2017,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,15.43
2018,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,17.75
2010,100 000 халыққа,Оңтүстік Қазақстан,городское население,ерлер,,,,,16.48
2011,100 000 халыққа,Оңтүстік Қазақстан,городское население,ерлер,,,,,16.36
2012,100 000 халыққа,Оңтүстік Қазақстан,городское население,ерлер,,,,,18.61
2013,100 000 халыққа,Оңтүстік Қазақстан,городское население,ерлер,,,,,18.59
2014,100 000 халыққа,Оңтүстік Қазақстан,городское население,ерлер,,,,,16.75
2015,100 000 халыққа,Оңтүстік Қазақстан,городское население,ерлер,,,,,10.91
2016,100 000 халыққа,Оңтүстік Қазақстан,городское население,ерлер,,,,,8.76
2017,100 000 халыққа,Оңтүстік Қазақстан,городское население,ерлер,,,,,13.82
2010,100 000 халыққа,Павлодар,городское население,ерлер,,,,,43.9
2011,100 000 халыққа,Павлодар,городское население,ерлер,,,,,42.8
2012,100 000 халыққа,Павлодар,городское население,ерлер,,,,,46.74
2013,100 000 халыққа,Павлодар,городское население,ерлер,,,,,38.75
2014,100 000 халыққа,Павлодар,городское население,ерлер,,,,,20.59
2015,100 000 халыққа,Павлодар,городское население,ерлер,,,,,4.08
2016,100 000 халыққа,Павлодар,городское население,ерлер,,,,,8.11
2017,100 000 халыққа,Павлодар,городское население,ерлер,,,,,15.01
2018,100 000 халыққа,Павлодар,городское население,ерлер,,,,,13.01
2010,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,51.0
2011,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,23.16
2012,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,8.33
2013,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,8.28
2014,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,11.86
2015,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,19.73
2016,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,23.01
2017,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,17.62
2018,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,12.21
2018,100 000 халыққа,Түркістан,городское население,ерлер,,,,,20.94
2010,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,64.02
2011,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,55.64
2012,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,42.77
2013,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,44.31
2014,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,38.16
2015,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,32.61
2016,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,28.75
2017,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,26.49
2018,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,26.55
2010,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,20.44
2011,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,20.34
2012,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,17.69
2013,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,21.33
2014,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,14.42
2015,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,22.59
2016,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,18.44
2017,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,17.41
2018,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,19.34
2010,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,12.77
2011,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,14.99
2012,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,13.36
2013,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,8.98
2014,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,12.45
2015,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,10.72
2016,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,7.98
2017,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,9.37
2018,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,12.58
2018,100 000 халыққа,Шымкент қаласы,городское население,ерлер,,,,,12.94
2010,100 000 халыққа,,сельское население,ерлер,,,,,42.8
2011,100 000 халыққа,,сельское население,ерлер,,,,,39.81
2012,100 000 халыққа,,сельское население,ерлер,,,,,38.07
2013,100 000 халыққа,,сельское население,ерлер,,,,,39.74
2014,100 000 халыққа,,сельское население,ерлер,,,,,36.62
2015,100 000 халыққа,,сельское население,ерлер,,,,,33.75
2016,100 000 халыққа,,сельское население,ерлер,,,,,29.62
2017,100 000 халыққа,,сельское население,ерлер,,,,,29.57
2018,100 000 халыққа,,сельское население,ерлер,,,,,26.23
2010,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,84.52
2011,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,68.26
2012,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,69.44
2013,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,67.38
2014,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,73.55
2015,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,62.36
2016,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,49.68
2017,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,69.5
2018,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,42.21
2010,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,40.26
2011,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,35.36
2012,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,56.15
2013,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,43.0
2014,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,42.53
2015,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,41.64
2016,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,37.64
2017,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,30.63
2018,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,34.28
2010,100 000 халыққа,Алматы,сельское население,ерлер,,,,,34.97
2011,100 000 халыққа,Алматы,сельское население,ерлер,,,,,33.68
2012,100 000 халыққа,Алматы,сельское население,ерлер,,,,,34.49
2013,100 000 халыққа,Алматы,сельское население,ерлер,,,,,33.52
2014,100 000 халыққа,Алматы,сельское население,ерлер,,,,,35.27
2015,100 000 халыққа,Алматы,сельское население,ерлер,,,,,28.4
2016,100 000 халыққа,Алматы,сельское население,ерлер,,,,,25.72
2017,100 000 халыққа,Алматы,сельское население,ерлер,,,,,29.99
2018,100 000 халыққа,Алматы,сельское население,ерлер,,,,,25.27
2010,100 000 халыққа,Атырау,сельское население,ерлер,,,,,41.96
2011,100 000 халыққа,Атырау,сельское население,ерлер,,,,,25.62
2012,100 000 халыққа,Атырау,сельское население,ерлер,,,,,34.27
2013,100 000 халыққа,Атырау,сельское население,ерлер,,,,,36.45
2014,100 000 халыққа,Атырау,сельское население,ерлер,,,,,32.64
2015,100 000 халыққа,Атырау,сельское население,ерлер,,,,,37.31
2016,100 000 халыққа,Атырау,сельское население,ерлер,,,,,24.09
2017,100 000 халыққа,Атырау,сельское население,ерлер,,,,,26.08
2018,100 000 халыққа,Атырау,сельское население,ерлер,,,,,17.2
2010,100 000 халыққа,Батыс Қазақстан,сельское население,ерлер,,,,,52.09
2011,100 000 халыққа,Батыс Қазақстан,сельское население,ерлер,,,,,69.34
2012,100 000 халыққа,Батыс Қазақстан,сельское население,ерлер,,,,,68.92
2013,100 000 халыққа,Батыс Қазақстан,сельское население,ерлер,,,,,52.93
2014,100 000 халыққа,Батыс Қазақстан,сельское население,ерлер,,,,,42.02
2015,100 000 халыққа,Батыс Қазақстан,сельское население,ерлер,,,,,40.54
