Year,Units,Өңірлер,Аймақ,Жынысы,Білім беру,Отбасылық жағдайы,азаматтығы,GeoCode,Value
2011,100 000 халыққа,Павлодар,сельское население,,,,,,0.0
2012,100 000 халыққа,Павлодар,сельское население,,,,,,0.0
2013,100 000 халыққа,Павлодар,сельское население,,,,,,0.0
2014,100 000 халыққа,Павлодар,сельское население,,,,,,0.0
2015,100 000 халыққа,Павлодар,сельское население,,,,,,1.33
2016,100 000 халыққа,Павлодар,сельское население,,,,,,0.45
2017,100 000 халыққа,Павлодар,сельское население,,,,,,0.0
2018,100 000 халыққа,Павлодар,сельское население,,,,,,0.9
2010,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,0.28
2011,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,0.57
2012,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,0.0
2013,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,0.3
2014,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,0.0
2015,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,0.0
2016,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,0.32
2017,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,0.0
2018,100 000 халыққа,Солтүстік Қазақстан,сельское население,,,,,,0.0
2018,100 000 халыққа,Түркістан,сельское население,,,,,,2.58
2010,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,0.34
2011,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,3.07
2012,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,0.86
2013,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,4.0
2014,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,4.39
2015,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,2.13
2016,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,2.16
2017,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,6.43
2018,100 000 халыққа,Шығыс Қазақстан,сельское население,,,,,,3.56
2010,100 000 халыққа,,,ерлер,,,,,0.92
2011,100 000 халыққа,,,ерлер,,,,,1.05
2012,100 000 халыққа,,,ерлер,,,,,0.59
2013,100 000 халыққа,,,ерлер,,,,,0.74
2014,100 000 халыққа,,,ерлер,,,,,0.47
2015,100 000 халыққа,,,ерлер,,,,,0.57
2016,100 000 халыққа,,,ерлер,,,,,0.81
2017,100 000 халыққа,,,ерлер,,,,,0.82
2018,100 000 халыққа,,,ерлер,,,,,0.84
2010,100 000 халыққа,Ақмола,,ерлер,,,,,0.28
2011,100 000 халыққа,Ақмола,,ерлер,,,,,0.57
2012,100 000 халыққа,Ақмола,,ерлер,,,,,0.57
2013,100 000 халыққа,Ақмола,,ерлер,,,,,0.85
2014,100 000 халыққа,Ақмола,,ерлер,,,,,0.56
2015,100 000 халыққа,Ақмола,,ерлер,,,,,0.56
2016,100 000 халыққа,Ақмола,,ерлер,,,,,1.4
2017,100 000 халыққа,Ақмола,,ерлер,,,,,0.84
2018,100 000 халыққа,Ақмола,,ерлер,,,,,1.12
2010,100 000 халыққа,Ақтөбе,,ерлер,,,,,0.54
2011,100 000 халыққа,Ақтөбе,,ерлер,,,,,0.53
2012,100 000 халыққа,Ақтөбе,,ерлер,,,,,0.26
2013,100 000 халыққа,Ақтөбе,,ерлер,,,,,0.26
2014,100 000 халыққа,Ақтөбе,,ерлер,,,,,0.0
2015,100 000 халыққа,Ақтөбе,,ерлер,,,,,0.0
2016,100 000 халыққа,Ақтөбе,,ерлер,,,,,0.0
2017,100 000 халыққа,Ақтөбе,,ерлер,,,,,0.49
2018,100 000 халыққа,Ақтөбе,,ерлер,,,,,0.24
2010,100 000 халыққа,Алматы,,ерлер,,,,,0.88
2011,100 000 халыққа,Алматы,,ерлер,,,,,2.26
2012,100 000 халыққа,Алматы,,ерлер,,,,,0.11
2013,100 000 халыққа,Алматы,,ерлер,,,,,0.31
2014,100 000 халыққа,Алматы,,ерлер,,,,,0.1
2015,100 000 халыққа,Алматы,,ерлер,,,,,0.11
2016,100 000 халыққа,Алматы,,ерлер,,,,,0.1
2017,100 000 халыққа,Алматы,,ерлер,,,,,0.1
2018,100 000 халыққа,Алматы,,ерлер,,,,,0.3
2010,100 000 халыққа,Атырау,,ерлер,,,,,0.0
2011,100 000 халыққа,Атырау,,ерлер,,,,,0.38
2012,100 000 халыққа,Атырау,,ерлер,,,,,0.0
2013,100 000 халыққа,Атырау,,ерлер,,,,,0.0
2014,100 000 халыққа,Атырау,,ерлер,,,,,0.0
2015,100 000 халыққа,Атырау,,ерлер,,,,,0.35
2016,100 000 халыққа,Атырау,,ерлер,,,,,1.01
2017,100 000 халыққа,Атырау,,ерлер,,,,,0.33
2018,100 000 халыққа,Атырау,,ерлер,,,,,0.0
2010,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,0.0
2011,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,0.0
2012,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,1.35
2013,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,0.33
2014,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,0.66
2015,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,0.33
2016,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,0.32
2017,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,1.28
2018,100 000 халыққа,Батыс Қазақстан,,ерлер,,,,,0.95
2010,100 000 халыққа,Жамбыл,,ерлер,,,,,0.59
2011,100 000 халыққа,Жамбыл,,ерлер,,,,,1.36
2012,100 000 халыққа,Жамбыл,,ерлер,,,,,0.58
2013,100 000 халыққа,Жамбыл,,ерлер,,,,,0.38
2014,100 000 халыққа,Жамбыл,,ерлер,,,,,0.56
2015,100 000 халыққа,Жамбыл,,ерлер,,,,,0.18
2016,100 000 халыққа,Жамбыл,,ерлер,,,,,0.91
2017,100 000 халыққа,Жамбыл,,ерлер,,,,,0.55
2018,100 000 халыққа,Жамбыл,,ерлер,,,,,0.36
2010,100 000 халыққа,Қарағанды,,ерлер,,,,,1.1
2011,100 000 халыққа,Қарағанды,,ерлер,,,,,0.63
2012,100 000 халыққа,Қарағанды,,ерлер,,,,,1.25
2013,100 000 халыққа,Қарағанды,,ерлер,,,,,0.15
2014,100 000 халыққа,Қарағанды,,ерлер,,,,,0.31
2015,100 000 халыққа,Қарағанды,,ерлер,,,,,1.07
2016,100 000 халыққа,Қарағанды,,ерлер,,,,,0.46
2017,100 000 халыққа,Қарағанды,,ерлер,,,,,0.46
2018,100 000 халыққа,Қарағанды,,ерлер,,,,,0.92
2010,100 000 халыққа,Қостанай,,ерлер,,,,,0.24
2011,100 000 халыққа,Қостанай,,ерлер,,,,,0.0
2012,100 000 халыққа,Қостанай,,ерлер,,,,,0.0
2013,100 000 халыққа,Қостанай,,ерлер,,,,,0.48
2014,100 000 халыққа,Қостанай,,ерлер,,,,,0.24
2015,100 000 халыққа,Қостанай,,ерлер,,,,,0.24
2016,100 000 халыққа,Қостанай,,ерлер,,,,,0.72
2017,100 000 халыққа,Қостанай,,ерлер,,,,,0.0
2018,100 000 халыққа,Қостанай,,ерлер,,,,,0.24
2010,100 000 халыққа,Қызылорда,,ерлер,,,,,2.31
2011,100 000 халыққа,Қызылорда,,ерлер,,,,,2.27
2012,100 000 халыққа,Қызылорда,,ерлер,,,,,0.28
2013,100 000 халыққа,Қызылорда,,ерлер,,,,,0.55
2014,100 000 халыққа,Қызылорда,,ерлер,,,,,0.27
2015,100 000 халыққа,Қызылорда,,ерлер,,,,,0.79
2016,100 000 халыққа,Қызылорда,,ерлер,,,,,0.52
2017,100 000 халыққа,Қызылорда,,ерлер,,,,,0.0
2018,100 000 халыққа,Қызылорда,,ерлер,,,,,0.25
2010,100 000 халыққа,Маңғыстау,,ерлер,,,,,0.39
2011,100 000 халыққа,Маңғыстау,,ерлер,,,,,1.13
2012,100 000 халыққа,Маңғыстау,,ерлер,,,,,0.72
2013,100 000 халыққа,Маңғыстау,,ерлер,,,,,0.0
2014,100 000 халыққа,Маңғыстау,,ерлер,,,,,1.01
2015,100 000 халыққа,Маңғыстау,,ерлер,,,,,0.65
2016,100 000 халыққа,Маңғыстау,,ерлер,,,,,1.58
2017,100 000 халыққа,Маңғыстау,,ерлер,,,,,0.31
2018,100 000 халыққа,Маңғыстау,,ерлер,,,,,0.3
2010,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,,,,,2.23
2011,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,,,,,1.79
2012,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,,,,,1.22
2013,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,,,,,1.19
2014,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,,,,,0.44
2015,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,,,,,0.86
2016,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,,,,,2.04
2017,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,,,,,2.84
2010,100 000 халыққа,Павлодар,,ерлер,,,,,0.57
2011,100 000 халыққа,Павлодар,,ерлер,,,,,0.28
2012,100 000 халыққа,Павлодар,,ерлер,,,,,0.0
2013,100 000 халыққа,Павлодар,,ерлер,,,,,0.57
2014,100 000 халыққа,Павлодар,,ерлер,,,,,0.28
2015,100 000 халыққа,Павлодар,,ерлер,,,,,0.28
2016,100 000 халыққа,Павлодар,,ерлер,,,,,0.56
2017,100 000 халыққа,Павлодар,,ерлер,,,,,0.0
2018,100 000 халыққа,Павлодар,,ерлер,,,,,1.68
2010,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,0.36
2011,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,0.36
2012,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,0.0
2013,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,0.36
2014,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,0.0
2015,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,0.0
2016,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,0.0
2017,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,0.0
2018,100 000 халыққа,Солтүстік Қазақстан,,ерлер,,,,,0.0
2018,100 000 халыққа,Түркістан,,ерлер,,,,,1.89
2010,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,1.05
2011,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,1.51
2012,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,0.75
2013,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,3.32
2014,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,2.11
2015,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,1.5
2016,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,1.36
2017,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,1.97
2018,100 000 халыққа,Шығыс Қазақстан,,ерлер,,,,,1.97
2010,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,0.31
2011,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,0.0
2012,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,0.54
2013,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,0.78
2014,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,0.5
2015,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,1.2
2016,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,0.22
2017,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,0.0
2018,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,,,,,0.39
2010,100 000 халыққа,Алматы қаласы,,ерлер,,,,,0.31
2011,100 000 халыққа,Алматы қаласы,,ерлер,,,,,0.15
2012,100 000 халыққа,Алматы қаласы,,ерлер,,,,,0.45
2013,100 000 халыққа,Алматы қаласы,,ерлер,,,,,0.29
2014,100 000 халыққа,Алматы қаласы,,ерлер,,,,,0.14
2015,100 000 халыққа,Алматы қаласы,,ерлер,,,,,0.13
2016,100 000 халыққа,Алматы қаласы,,ерлер,,,,,0.13
2017,100 000 халыққа,Алматы қаласы,,ерлер,,,,,0.0
2018,100 000 халыққа,Алматы қаласы,,ерлер,,,,,0.12
2018,100 000 халыққа,Шымкент қаласы,,ерлер,,,,,2.33
2010,100 000 халыққа,,городское население,ерлер,,,,,0.86
2011,100 000 халыққа,,городское население,ерлер,,,,,1.13
2012,100 000 халыққа,,городское население,ерлер,,,,,0.65
2013,100 000 халыққа,,городское население,ерлер,,,,,0.8
2014,100 000 халыққа,,городское население,ерлер,,,,,0.33
2015,100 000 халыққа,,городское население,ерлер,,,,,0.64
2016,100 000 халыққа,,городское население,ерлер,,,,,0.54
2017,100 000 халыққа,,городское население,ерлер,,,,,0.55
2018,100 000 халыққа,,городское население,ерлер,,,,,0.68
2010,100 000 халыққа,Ақмола,городское население,ерлер,,,,,0.0
2011,100 000 халыққа,Ақмола,городское население,ерлер,,,,,0.63
2012,100 000 халыққа,Ақмола,городское население,ерлер,,,,,0.0
2013,100 000 халыққа,Ақмола,городское население,ерлер,,,,,1.24
2014,100 000 халыққа,Ақмола,городское население,ерлер,,,,,1.23
2015,100 000 халыққа,Ақмола,городское население,ерлер,,,,,0.61
2016,100 000 халыққа,Ақмола,городское население,ерлер,,,,,0.61
2017,100 000 халыққа,Ақмола,городское население,ерлер,,,,,0.61
2018,100 000 халыққа,Ақмола,городское население,ерлер,,,,,0.61
2010,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,0.45
2011,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,0.88
2012,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,0.0
2013,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,0.43
2014,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,0.0
2015,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,0.0
2016,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,0.0
2017,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,0.0
2018,100 000 халыққа,Ақтөбе,городское население,ерлер,,,,,0.35
2010,100 000 халыққа,Алматы,городское население,ерлер,,,,,0.0
2011,100 000 халыққа,Алматы,городское население,ерлер,,,,,4.77
2012,100 000 халыққа,Алматы,городское население,ерлер,,,,,0.0
2013,100 000 халыққа,Алматы,городское население,ерлер,,,,,0.92
2014,100 000 халыққа,Алматы,городское население,ерлер,,,,,0.0
2015,100 000 халыққа,Алматы,городское население,ерлер,,,,,0.0
2016,100 000 халыққа,Алматы,городское население,ерлер,,,,,0.44
2017,100 000 халыққа,Алматы,городское население,ерлер,,,,,0.0
2018,100 000 халыққа,Алматы,городское население,ерлер,,,,,0.0
2010,100 000 халыққа,Атырау,городское население,ерлер,,,,,0.0
2011,100 000 халыққа,Атырау,городское население,ерлер,,,,,0.0
2012,100 000 халыққа,Атырау,городское население,ерлер,,,,,0.0
2013,100 000 халыққа,Атырау,городское население,ерлер,,,,,0.0
2014,100 000 халыққа,Атырау,городское население,ерлер,,,,,0.0
2015,100 000 халыққа,Атырау,городское население,ерлер,,,,,0.0
2016,100 000 халыққа,Атырау,городское население,ерлер,,,,,0.73
2017,100 000 халыққа,Атырау,городское население,ерлер,,,,,0.0
2018,100 000 халыққа,Атырау,городское население,ерлер,,,,,0.0
2010,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,0.0
2011,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,0.0
2012,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,0.0
2013,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,0.71
2014,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,0.0
2015,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,0.0
2016,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,0.0
2017,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,2.62
2018,100 000 халыққа,Батыс Қазақстан,городское население,ерлер,,,,,1.28
2010,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,0.5
2011,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,2.01
2012,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,0.0
2013,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,0.49
2014,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,0.48
2015,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,0.47
2016,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,0.47
2017,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,0.94
2018,100 000 халыққа,Жамбыл,городское население,ерлер,,,,,0.47
2010,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,1.23
2011,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,0.41
2012,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,1.01
2013,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,0.0
2014,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,0.2
2015,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,0.79
2016,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,0.2
2017,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,0.2
2018,100 000 халыққа,Қарағанды,городское население,ерлер,,,,,0.78
2010,100 000 халыққа,Қостанай,городское население,ерлер,,,,,0.0
2011,100 000 халыққа,Қостанай,городское население,ерлер,,,,,0.0
2012,100 000 халыққа,Қостанай,городское население,ерлер,,,,,0.0
2013,100 000 халыққа,Қостанай,городское население,ерлер,,,,,0.48
2014,100 000 халыққа,Қостанай,городское население,ерлер,,,,,0.0
2015,100 000 халыққа,Қостанай,городское население,ерлер,,,,,0.0
2016,100 000 халыққа,Қостанай,городское население,ерлер,,,,,0.47
2017,100 000 халыққа,Қостанай,городское население,ерлер,,,,,0.0
2018,100 000 халыққа,Қостанай,городское население,ерлер,,,,,0.46
2010,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,2.11
2011,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,0.69
2012,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,0.67
2013,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,0.0
2014,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,0.0
2015,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,1.24
2016,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,0.0
2017,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,0.0
2018,100 000 халыққа,Қызылорда,городское население,ерлер,,,,,0.0
2010,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,0.76
2011,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,0.0
2012,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,0.72
2013,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,0.0
2014,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,1.44
2015,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,0.74
2016,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,2.19
2017,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,0.0
2018,100 000 халыққа,Маңғыстау,городское население,ерлер,,,,,0.0
2010,100 000 халыққа,Оңтүстік Қазақстан,городское население,ерлер,,,,,3.13
2011,100 000 халыққа,Оңтүстік Қазақстан,городское население,ерлер,,,,,3.88
2012,100 000 халыққа,Оңтүстік Қазақстан,городское население,ерлер,,,,,2.6
2013,100 000 халыққа,Оңтүстік Қазақстан,городское население,ерлер,,,,,1.96
2014,100 000 халыққа,Оңтүстік Қазақстан,городское население,ерлер,,,,,0.18
2015,100 000 халыққа,Оңтүстік Қазақстан,городское население,ерлер,,,,,1.3
2016,100 000 халыққа,Оңтүстік Қазақстан,городское население,ерлер,,,,,1.43
2017,100 000 халыққа,Оңтүстік Қазақстан,городское население,ерлер,,,,,2.8
2010,100 000 халыққа,Павлодар,городское население,ерлер,,,,,0.43
2011,100 000 халыққа,Павлодар,городское население,ерлер,,,,,0.42
2012,100 000 халыққа,Павлодар,городское население,ерлер,,,,,0.0
2013,100 000 халыққа,Павлодар,городское население,ерлер,,,,,0.83
2014,100 000 халыққа,Павлодар,городское население,ерлер,,,,,0.41
2015,100 000 халыққа,Павлодар,городское население,ерлер,,,,,0.0
2016,100 000 халыққа,Павлодар,городское население,ерлер,,,,,0.81
2017,100 000 халыққа,Павлодар,городское население,ерлер,,,,,0.0
2018,100 000 халыққа,Павлодар,городское население,ерлер,,,,,2.03
2010,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,0.0
2011,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,0.0
2012,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,0.0
2013,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,0.0
2014,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,0.0
2015,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,0.0
2016,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,0.0
2017,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,0.0
2018,100 000 халыққа,Солтүстік Қазақстан,городское население,ерлер,,,,,0.0
2018,100 000 халыққа,Түркістан,городское население,ерлер,,,,,2.04
2010,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,1.35
2011,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,1.88
2012,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,0.8
2013,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,2.65
2014,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,1.05
2015,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,1.83
2016,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,1.04
2017,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,0.26
2018,100 000 халыққа,Шығыс Қазақстан,городское население,ерлер,,,,,0.26
2010,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,0.31
2011,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,0.0
2012,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,0.54
2013,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,0.78
2014,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,0.5
2015,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,1.2
2016,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,0.22
2017,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,0.0
2018,100 000 халыққа,Нұр-Сұлтан қаласы,городское население,ерлер,,,,,0.39
2010,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,0.31
2011,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,0.15
2012,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,0.45
2013,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,0.29
2014,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,0.14
2015,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,0.13
2016,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,0.13
2017,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,0.0
2018,100 000 халыққа,Алматы қаласы,городское население,ерлер,,,,,0.12
2018,100 000 халыққа,Шымкент қаласы,городское население,ерлер,,,,,2.33
2010,100 000 халыққа,,сельское население,ерлер,,,,,0.97
2011,100 000 халыққа,,сельское население,ерлер,,,,,0.96
2012,100 000 халыққа,,сельское население,ерлер,,,,,0.53
2013,100 000 халыққа,,сельское население,ерлер,,,,,0.68
2014,100 000 халыққа,,сельское население,ерлер,,,,,0.63
2015,100 000 халыққа,,сельское население,ерлер,,,,,0.47
2016,100 000 халыққа,,сельское население,ерлер,,,,,1.15
2017,100 000 халыққа,,сельское население,ерлер,,,,,1.17
2018,100 000 халыққа,,сельское население,ерлер,,,,,1.04
2010,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,0.52
2011,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,0.52
2012,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,1.04
2013,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,0.52
2014,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,0.0
2015,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,0.52
2016,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,2.07
2017,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,1.04
2018,100 000 халыққа,Ақмола,сельское население,ерлер,,,,,1.54
2010,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,0.67
2011,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,0.0
2012,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,0.66
2013,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,0.0
2014,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,0.0
2015,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,0.0
2016,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,0.0
2017,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,1.28
2018,100 000 халыққа,Ақтөбе,сельское население,ерлер,,,,,0.0
2010,100 000 халыққа,Алматы,сельское население,ерлер,,,,,1.14
2011,100 000 халыққа,Алматы,сельское население,ерлер,,,,,1.53
2012,100 000 халыққа,Алматы,сельское население,ерлер,,,,,0.14
2013,100 000 халыққа,Алматы,сельское население,ерлер,,,,,0.13
2014,100 000 халыққа,Алматы,сельское население,ерлер,,,,,0.14
2015,100 000 халыққа,Алматы,сельское население,ерлер,,,,,0.14
2016,100 000 халыққа,Алматы,сельское население,ерлер,,,,,0.0
2017,100 000 халыққа,Алматы,сельское население,ерлер,,,,,0.13
2018,100 000 халыққа,Алматы,сельское население,ерлер,,,,,0.38
2010,100 000 халыққа,Атырау,сельское население,ерлер,,,,,0.0
2011,100 000 халыққа,Атырау,сельское население,ерлер,,,,,0.71
2012,100 000 халыққа,Атырау,сельское население,ерлер,,,,,0.0
2013,100 000 халыққа,Атырау,сельское население,ерлер,,,,,0.0
2014,100 000 халыққа,Атырау,сельское население,ерлер,,,,,0.0
2015,100 000 халыққа,Атырау,сельское население,ерлер,,,,,0.64
2016,100 000 халыққа,Атырау,сельское население,ерлер,,,,,1.27
2017,100 000 халыққа,Атырау,сельское население,ерлер,,,,,0.62
2018,100 000 халыққа,Атырау,сельское население,ерлер,,,,,0.0
2010,100 000 халыққа,Батыс Қазақстан,сельское население,ерлер,,,,,0.0
2011,100 000 халыққа,Батыс Қазақстан,сельское население,ерлер,,,,,0.0
2012,100 000 халыққа,Батыс Қазақстан,сельское население,ерлер,,,,,2.53
2013,100 000 халыққа,Батыс Қазақстан,сельское население,ерлер,,,,,0.0
2014,100 000 халыққа,Батыс Қазақстан,сельское население,ерлер,,,,,1.25
2015,100 000 халыққа,Батыс Қазақстан,сельское население,ерлер,,,,,0.62
2016,100 000 халыққа,Батыс Қазақстан,сельское население,ерлер,,,,,0.62
2017,100 000 халыққа,Батыс Қазақстан,сельское население,ерлер,,,,,0.0
2018,100 000 халыққа,Батыс Қазақстан,сельское население,ерлер,,,,,0.63
