Year,Units,Возраст,Местность,Регионы,Value
2013,на 1 000 женщин,,,Восточно-Казахстанская,26.450015404452458
2013,на 1 000 женщин,,,г_Нур-Султан,26.40558442427351
2013,на 1 000 женщин,,,г_Алматы,14.738082270953974
2013,на 1 000 женщин,,город,,30.784273157448624
2013,на 1 000 женщин,,город,Акмолинская,31.363531846401468
2013,на 1 000 женщин,,город,Актюбинская,32.718822618125486
2013,на 1 000 женщин,,город,Алматинская,37.698214819986035
2013,на 1 000 женщин,,город,Атырауская,55.26128979413531
2013,на 1 000 женщин,,город,Западно-Казахстанская,34.77985094349596
2013,на 1 000 женщин,,город,Жамбылская,35.296937735962125
2013,на 1 000 женщин,,город,Карагандинская,31.34268891938554
2013,на 1 000 женщин,,город,Костанайская,28.228476821192054
2013,на 1 000 женщин,,город,Кызылординская,30.1990391214825
2013,на 1 000 женщин,,город,Мангистауская,45.243834600407936
2013,на 1 000 женщин,,город,Южно-Казахстанская,38.465173424062
2013,на 1 000 женщин,,город,Павлодарская,27.79374471682164
2013,на 1 000 женщин,,город,Северо-Казахстанская,25.8230012825994
2013,на 1 000 женщин,,город,Восточно-Казахстанская,28.709811742532164
2013,на 1 000 женщин,,город,г_Нур-Султан,26.40558442427351
2013,на 1 000 женщин,,город,г_Алматы,14.738082270953974
2013,на 1 000 женщин,,село,,36.29177883652456
2013,на 1 000 женщин,,село,Акмолинская,31.105506515342583
2013,на 1 000 женщин,,село,Актюбинская,28.700851603551367
2013,на 1 000 женщин,,село,Алматинская,37.017117635058696
2013,на 1 000 женщин,,село,Атырауская,49.446763668787746
2013,на 1 000 женщин,,село,Западно-Казахстанская,29.22227335480902
2013,на 1 000 женщин,,село,Жамбылская,52.88867668123554
2013,на 1 000 женщин,,село,Карагандинская,28.42377260981912
2013,на 1 000 женщин,,село,Костанайская,30.747504573611067
2013,на 1 000 женщин,,село,Кызылординская,26.908778230191448
2013,на 1 000 женщин,,село,Мангистауская,60.82786471479051
2013,на 1 000 женщин,,село,Южно-Казахстанская,37.3774046340418
2013,на 1 000 женщин,,село,Павлодарская,33.82292702908304
2013,на 1 000 женщин,,село,Северо-Казахстанская,28.04653531278154
2013,на 1 000 женщин,,село,Восточно-Казахстанская,23.995429442011044
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,,,0.03691051923433522
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,,Акмолинская,0.08646965995806222
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,,Актюбинская,0.08087179798224864
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,,Алматинская,0.04518140333438756
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,,Атырауская,0.0
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,,Западно-Казахстанская,0.0
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,,Жамбылская,0.0719165767709457
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,,Карагандинская,0.07431536965703457
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,,Костанайская,0.1195266743694968
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,,Кызылординская,0.03396393030601501
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,,Мангистауская,0.0
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,,Южно-Казахстанская,0.0
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,,Павлодарская,0.0
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,,Северо-Казахстанская,0.0
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,,Восточно-Казахстанская,0.05210300764611637
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,,г_Нур-Султан,0.09537434430138292
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,,г_Алматы,0.0
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,город,,0.03652907988727126
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Акмолинская,0.20838760093774422
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Актюбинская,0.07313149041977475
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Алматинская,0.06840179212695373
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Атырауская,0.0
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Западно-Казахстанская,0.0
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Жамбылская,0.0
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Карагандинская,0.10137532524583516
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Костанайская,0.09228923446080015
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Кызылординская,0.0
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Мангистауская,0.0
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Южно-Казахстанская,0.0
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Павлодарская,0.0
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Северо-Казахстанская,0.0
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Восточно-Казахстанская,0.0
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,город,г_Нур-Султан,0.09537434430138292
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,город,г_Алматы,0.0
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,село,,0.037264261202145064
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Акмолинская,0.0
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Актюбинская,0.09044453488897933
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Алматинская,0.03862532469413571
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Атырауская,0.0
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Западно-Казахстанская,0.0
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Жамбылская,0.11369881184741619
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Карагандинская,0.0
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Костанайская,0.14021803905072386
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Кызылординская,0.05486968449931413
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Мангистауская,0.0
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Южно-Казахстанская,0.0
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Павлодарская,0.0
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Северо-Казахстанская,0.0
2014,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Восточно-Казахстанская,0.10547410610695074
2014,на 1 000 женщин,в возрасте от 15 до - 19 лет,,,34.4240799755831
2014,на 1 000 женщин,,,Акмолинская,33.03104918623506
2014,на 1 000 женщин,,,Актюбинская,31.70599891911367
2014,на 1 000 женщин,,,Алматинская,39.749787194164824
2014,на 1 000 женщин,,,Атырауская,45.463357890655296
2014,на 1 000 женщин,,,Западно-Казахстанская,32.38808461923728
2014,на 1 000 женщин,,,Жамбылская,50.15628582807352
2014,на 1 000 женщин,,,Карагандинская,32.00235544583607
2014,на 1 000 женщин,,,Костанайская,28.951187838973343
2014,на 1 000 женщин,,,Кызылординская,28.207179118852125
2014,на 1 000 женщин,,,Мангистауская,53.81555484431439
2014,на 1 000 женщин,,,Южно-Казахстанская,37.42960681899382
2014,на 1 000 женщин,,,Павлодарская,30.0443837487197
2014,на 1 000 женщин,,,Северо-Казахстанская,29.489927132447495
2014,на 1 000 женщин,,,Восточно-Казахстанская,28.74603618161274
2014,на 1 000 женщин,,,г_Нур-Султан,26.615519405176293
2014,на 1 000 женщин,,,г_Алматы,15.952255415577568
2014,на 1 000 женщин,,город,,31.917575529974666
2014,на 1 000 женщин,,город,Акмолинская,32.71187265735287
2014,на 1 000 женщин,,город,Актюбинская,33.807949254335654
2014,на 1 000 женщин,,город,Алматинская,41.21254599614509
2014,на 1 000 женщин,,город,Атырауская,52.58302583025831
2014,на 1 000 женщин,,город,Западно-Казахстанская,34.0
2014,на 1 000 женщин,,город,Жамбылская,37.45222929936306
2014,на 1 000 женщин,,город,Карагандинская,33.071301357243755
2014,на 1 000 женщин,,город,Костанайская,28.646288209606986
2014,на 1 000 женщин,,город,Кызылординская,30.126668948990073
2014,на 1 000 женщин,,город,Мангистауская,52.083333333333336
2014,на 1 000 женщин,,город,Южно-Казахстанская,40.73333714089897
2014,на 1 000 женщин,,город,Павлодарская,26.812136770421077
2014,на 1 000 женщин,,город,Северо-Казахстанская,24.844720496894407
2014,на 1 000 женщин,,город,Восточно-Казахстанская,28.569424637037383
2014,на 1 000 женщин,,город,г_Нур-Султан,26.615519405176293
2014,на 1 000 женщин,,город,г_Алматы,15.952255415577568
2014,на 1 000 женщин,,село,,36.83573970079744
2014,на 1 000 женщин,,село,Акмолинская,33.253995239714385
2014,на 1 000 женщин,,село,Актюбинская,29.298082869511443
2014,на 1 000 женщин,,село,Алматинская,39.33035893725632
2014,на 1 000 женщин,,село,Атырауская,40.30100334448161
2014,на 1 000 женщин,,село,Западно-Казахстанская,31.288860363432146
2014,на 1 000 женщин,,село,Жамбылская,57.90793027729737
2014,на 1 000 женщин,,село,Карагандинская,28.998015016829207
2014,на 1 000 женщин,,село,Костанайская,29.18816182459951
2014,на 1 000 женщин,,село,Кызылординская,27.023460797508772
2014,на 1 000 женщин,,село,Мангистауская,55.09992833824349
2014,на 1 000 женщин,,село,Южно-Казахстанская,35.46959603694693
2014,на 1 000 женщин,,село,Павлодарская,35.750251762336354
2014,на 1 000 женщин,,село,Северо-Казахстанская,31.604773984280783
2014,на 1 000 женщин,,село,Восточно-Казахстанская,28.937117417918753
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,,,0.0321787648943224
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,,Акмолинская,0.04215851602023609
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,,Актюбинская,0.0
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,,Алматинская,0.05903928326310119
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,,Атырауская,0.09280527133941208
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,,Западно-Казахстанская,0.0
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,,Жамбылская,0.023064858381769537
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,,Карагандинская,0.0
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,,Костанайская,0.07862716961846165
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,,Кызылординская,0.0
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,,Мангистауская,0.041869910189042646
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,,Южно-Казахстанская,0.023944448878601643
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,,Павлодарская,0.0
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,,Северо-Казахстанская,0.17846519928613921
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,,Восточно-Казахстанская,0.025135101168782203
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,,г_Нур-Султан,0.044166685069452115
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,,г_Алматы,0.0
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,город,,0.03775858192496683
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Акмолинская,0.10084203095850351
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Актюбинская,0.0
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Алматинская,0.0660022440762986
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Атырауская,0.0
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Западно-Казахстанская,0.0
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Жамбылская,0.0
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Карагандинская,0.0
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Костанайская,0.08875477056891808
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Кызылординская,0.0
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Мангистауская,0.1065019436604718
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Южно-Казахстанская,0.05875555729646095
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Павлодарская,0.0
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Северо-Казахстанская,0.35014005602240894
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Восточно-Казахстанская,0.04906771344455348
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,город,г_Нур-Султан,0.044166685069452115
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,город,г_Алматы,0.0
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,село,,0.02674449314170904
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Акмолинская,0.0
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Актюбинская,0.0
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Алматинская,0.057033678387087575
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Атырауская,0.16600954554886904
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Западно-Казахстанская,0.0
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Жамбылская,0.03644049267546097
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Карагандинская,0.0
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Костанайская,0.07057412047002364
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Кызылординская,0.0
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Мангистауская,0.0
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Южно-Казахстанская,0.0
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Павлодарская,0.0
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Северо-Казахстанская,0.09010632546404758
2015,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Восточно-Казахстанская,0.0
2015,на 1 000 женщин,в возрасте от 15 до - 19 лет,,,30.947651865577136
2015,на 1 000 женщин,,,Акмолинская,30.374421539755996
2015,на 1 000 женщин,,,Актюбинская,30.162059103908483
2015,на 1 000 женщин,,,Алматинская,36.08312184335503
2015,на 1 000 женщин,,,Атырауская,39.80300542997853
2015,на 1 000 женщин,,,Западно-Казахстанская,25.955840064014403
2015,на 1 000 женщин,,,Жамбылская,46.00266277816522
2015,на 1 000 женщин,,,Карагандинская,28.304355065052444
2015,на 1 000 женщин,,,Костанайская,26.603476771739782
2015,на 1 000 женщин,,,Кызылординская,24.46757185195396
2015,на 1 000 женщин,,,Мангистауская,48.40312278211498
2015,на 1 000 женщин,,,Южно-Казахстанская,35.01186581720037
2015,на 1 000 женщин,,,Павлодарская,29.561355333221904
2015,на 1 000 женщин,,,Северо-Казахстанская,26.51594865165499
2015,на 1 000 женщин,,,Восточно-Казахстанская,24.069402255058435
2015,на 1 000 женщин,,,г_Нур-Султан,23.002210795638025
2015,на 1 000 женщин,,,г_Алматы,12.937644441564613
2015,на 1 000 женщин,,город,,27.55982964303374
2015,на 1 000 женщин,,город,Акмолинская,29.029949913114585
2015,на 1 000 женщин,,город,Актюбинская,34.56196769975615
2015,на 1 000 женщин,,город,Алматинская,36.72985781990521
2015,на 1 000 женщин,,город,Атырауская,38.982647967672925
2015,на 1 000 женщин,,город,Западно-Казахстанская,25.035260930888576
2015,на 1 000 женщин,,город,Жамбылская,35.83486545211433
2015,на 1 000 женщин,,город,Карагандинская,29.108356657337065
2015,на 1 000 женщин,,город,Костанайская,25.711331864970557
2015,на 1 000 женщин,,город,Кызылординская,26.1820144855819
2015,на 1 000 женщин,,город,Мангистауская,41.90067520666372
2015,на 1 000 женщин,,город,Южно-Казахстанская,34.447062969407305
2015,на 1 000 женщин,,город,Павлодарская,25.68480439462549
2015,на 1 000 женщин,,город,Северо-Казахстанская,23.75212072506474
2015,на 1 000 женщин,,город,Восточно-Казахстанская,24.666031699514008
2015,на 1 000 женщин,,город,г_Нур-Султан,23.002210795638025
2015,на 1 000 женщин,,город,г_Алматы,12.937644441564613
2015,на 1 000 женщин,,село,,34.3547915612055
2015,на 1 000 женщин,,село,Акмолинская,31.314792307142348
2015,на 1 000 женщин,,село,Актюбинская,25.00724547675237
2015,на 1 000 женщин,,село,Алматинская,35.89404977106177
2015,на 1 000 женщин,,село,Атырауская,40.409364430974655
2015,на 1 000 женщин,,село,Западно-Казахстанская,26.63764961915125
2015,на 1 000 женщин,,село,Жамбылская,52.21654749744637
2015,на 1 000 женщин,,село,Карагандинская,25.972821297713466
2015,на 1 000 женщин,,село,Костанайская,27.313027313027312
2015,на 1 000 женщин,,село,Кызылординская,23.403245175524336
2015,на 1 000 женщин,,село,Мангистауская,52.30291791242478
2015,на 1 000 женщин,,село,Южно-Казахстанская,35.38810273113405
2015,на 1 000 женщин,,село,Павлодарская,36.55352480417755
2015,на 1 000 женщин,,село,Северо-Казахстанская,27.918781725888326
2015,на 1 000 женщин,,село,Восточно-Казахстанская,23.404544836032116
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,,,0.016224850467721878
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,,Акмолинская,0.041443905673670685
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,,Актюбинская,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,,Алматинская,0.0141013889868152
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,,Атырауская,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,,Западно-Казахстанская,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,,Жамбылская,0.044069365180794566
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,,Карагандинская,0.022939199651324165
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,,Костанайская,0.03892413685726519
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,,Кызылординская,0.09556879360326208
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,,Мангистауская,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,,Южно-Казахстанская,0.007710219124427517
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,,Павлодарская,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,,Северо-Казахстанская,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,,Восточно-Казахстанская,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,,г_Нур-Султан,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,,г_Алматы,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,город,,0.012974838544352864
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Акмолинская,0.09801999607920016
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Актюбинская,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Алматинская,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Атырауская,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Западно-Казахстанская,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Жамбылская,0.0599970001499925
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Карагандинская,0.03084753605305776
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Костанайская,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Кызылординская,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Мангистауская,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Южно-Казахстанская,0.01865984960161221
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Павлодарская,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Северо-Казахстанская,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Восточно-Казахстанская,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,город,г_Нур-Султан,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,город,г_Алматы,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,село,,0.019477389185828902
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Акмолинская,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Актюбинская,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Алматинская,0.018143551781696785
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Атырауская,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Западно-Казахстанская,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Жамбылская,0.03482439797322004
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Карагандинская,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Костанайская,0.07180039490217197
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Кызылординская,0.15927371187385522
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Мангистауская,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Южно-Казахстанская,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Павлодарская,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Северо-Казахстанская,0.0
2016,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Восточно-Казахстанская,0.0
2016,на 1 000 женщин,в возрасте от 15 до - 19 лет,,,28.104587089004852
2016,на 1 000 женщин,,,Акмолинская,26.028811201364267
2016,на 1 000 женщин,,,Актюбинская,25.86516584840139
2016,на 1 000 женщин,,,Алматинская,35.01756005024482
2016,на 1 000 женщин,,,Атырауская,35.11327281712487
2016,на 1 000 женщин,,,Западно-Казахстанская,26.18286774559324
2016,на 1 000 женщин,,,Жамбылская,41.08942065491184
2016,на 1 000 женщин,,,Карагандинская,24.049562792575674
2016,на 1 000 женщин,,,Костанайская,24.55622514655844
2016,на 1 000 женщин,,,Кызылординская,21.58428663932657
2016,на 1 000 женщин,,,Мангистауская,42.24941724941725
2016,на 1 000 женщин,,,Южно-Казахстанская,31.771182664043828
2016,на 1 000 женщин,,,Павлодарская,25.180846537007834
2016,на 1 000 женщин,,,Северо-Казахстанская,26.133217185701394
2016,на 1 000 женщин,,,Восточно-Казахстанская,22.963353189879918
2016,на 1 000 женщин,,,г_Нур-Султан,18.711460769721455
2016,на 1 000 женщин,,,г_Алматы,13.499080609110228
2016,на 1 000 женщин,,город,,25.184003793226076
2016,на 1 000 женщин,,город,Акмолинская,25.883737098240548
2016,на 1 000 женщин,,город,Актюбинская,30.060483140777226
2016,на 1 000 женщин,,город,Алматинская,37.002987818892215
2016,на 1 000 женщин,,город,Атырауская,40.145542753183754
2016,на 1 000 женщин,,город,Западно-Казахстанская,25.696418419556565
2016,на 1 000 женщин,,город,Жамбылская,31.9368251860652
2016,на 1 000 женщин,,город,Карагандинская,23.858675420488
2016,на 1 000 женщин,,город,Костанайская,22.08927749654855
2016,на 1 000 женщин,,город,Кызылординская,22.544580984939483
2016,на 1 000 женщин,,город,Мангистауская,40.10125233146815
2016,на 1 000 женщин,,город,Южно-Казахстанская,31.73533672472459
2016,на 1 000 женщин,,город,Павлодарская,23.254912600286808
2016,на 1 000 женщин,,город,Северо-Казахстанская,21.914550242079333
2016,на 1 000 женщин,,город,Восточно-Казахстанская,23.7741456166419
2016,на 1 000 женщин,,город,г_Нур-Султан,18.711460769721455
2016,на 1 000 женщин,,город,г_Алматы,13.499080609110228
2016,на 1 000 женщин,,село,,31.119631844965497
2016,на 1 000 женщин,,село,Акмолинская,26.13368384428036
2016,на 1 000 женщин,,село,Актюбинская,20.715714603245164
2016,на 1 000 женщин,,село,Алматинская,34.44748737915333
2016,на 1 000 женщин,,село,Атырауская,31.333970943207174
2016,на 1 000 женщин,,село,Западно-Казахстанская,26.586216649382486
2016,на 1 000 женщин,,село,Жамбылская,46.59174456464657
2016,на 1 000 женщин,,село,Карагандинская,24.609278094765564
2016,на 1 000 женщин,,село,Костанайская,26.537551744529864
2016,на 1 000 женщин,,село,Кызылординская,20.9720176730486
2016,на 1 000 женщин,,село,Мангистауская,43.48158337154211
2016,на 1 000 женщин,,село,Южно-Казахстанская,31.795164610599393
2016,на 1 000 женщин,,село,Павлодарская,28.69257950530035
2016,на 1 000 женщин,,село,Северо-Казахстанская,28.57142857142857
2016,на 1 000 женщин,,село,Восточно-Казахстанская,22.025404964456357
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,,,0.020045070570212868
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,,Акмолинская,0.0
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,,Актюбинская,0.0
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,,Алматинская,0.040006934535319456
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,,Атырауская,0.0
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,,Западно-Казахстанская,0.09436187780136825
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,,Жамбылская,0.0
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,,Карагандинская,0.02205801257306717
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,,Костанайская,0.03843419105636374
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,,Кызылординская,0.0
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,,Мангистауская,0.0
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,,Южно-Казахстанская,0.01474518477559672
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,,Павлодарская,0.0
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,,Северо-Казахстанская,0.0
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,,Восточно-Казахстанская,0.06900676266274096
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,,г_Нур-Султан,0.0
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,,г_Алматы,0.020930573288402372
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,город,,0.018259003971333364
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Акмолинская,0.0
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Актюбинская,0.0
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Алматинская,0.12179526216430181
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Атырауская,0.0
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Западно-Казахстанская,0.10813148788927336
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Жамбылская,0.0
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Карагандинская,0.0
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Костанайская,0.08145975887911372
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Кызылординская,0.0
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Мангистауская,0.0
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Южно-Казахстанская,0.0
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Павлодарская,0.0
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Северо-Казахстанская,0.0
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,город,Восточно-Казахстанская,0.04350947418800444
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,город,г_Нур-Султан,0.0
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,город,г_Алматы,0.020930573288402372
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,село,,0.02187954684332838
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Акмолинская,0.0
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Актюбинская,0.0
2017,на 1 000 женщин,в возрасте от 10 до -14 лет,село,Алматинская,0.01707475326981525
