Year,Units,Регионы,Местность,Пол,Value
2017,процент,Северо-Казахстанская,Город,,8.1
2017,процент,Восточно-Казахстанская,Город,,4.6
2017,процент,г.Нур-Султан,Город,,4.1
2017,процент,г.Алматы,Город,,4.0
2017,процент,,село,,8.4
2017,процент,Акмолинская,село,,7.5
2017,процент,Актюбинская,село,,6.2
2017,процент,Алматинская,село,,6.9
2017,процент,Атырауская,село,,6.3
2017,процент,Западно-Казахстанская,село,,3.1
2017,процент,Жамбылская,село,,10.0
2017,процент,Карагандинская,село,,9.8
2017,процент,Костанайская,село,,3.7
2017,процент,Кызылординская,село,,6.9
2017,процент,Мангистауская,село,,7.1
2017,процент,Южно-Казахстанская,село,,13.2
2017,процент,Павлодарская,село,,11.3
2017,процент,Северо-Казахстанская,село,,5.3
2017,процент,Туркестанская,село,,8.4
2018,процент,,,,6.0
2018,процент,Акмолинская,,,4.4
2018,процент,Актюбинская,,,6.5
2018,процент,Алматинская,,,6.1
2018,процент,Атырауская,,,5.7
2018,процент,Западно-Казахстанская,,,2.1
2018,процент,Жамбылская,,,5.9
2018,процент,Карагандинская,,,9.7
2018,процент,Костанайская,,,4.1
2018,процент,Кызылординская,,,4.0
2018,процент,Мангистауская,,,5.4
2018,процент,Павлодарская,,,4.2
2018,процент,Северо-Казахстанская,,,8.1
2018,процент,Туркестанская,,,11.4
2018,процент,Восточно-Казахстанская,,,4.1
2018,процент,г.Нур-Султан,,,4.1
2018,процент,г.Алматы,,,3.4
2018,процент,г.Шымкент,,,9.5
2018,процент,,,мужчины,5.2
2018,процент,Акмолинская,,мужчины,3.5
2018,процент,Актюбинская,,мужчины,4.2
2018,процент,Алматинская,,мужчины,3.7
2018,процент,Атырауская,,мужчины,2.1
2018,процент,Западно-Казахстанская,,мужчины,1.6
2018,процент,Жамбылская,,мужчины,5.8
2018,процент,Карагандинская,,мужчины,7.0
2018,процент,Костанайская,,мужчины,3.5
2018,процент,Кызылординская,,мужчины,3.4
2018,процент,Мангистауская,,мужчины,4.0
2018,процент,Павлодарская,,мужчины,5.0
2018,процент,Северо-Казахстанская,,мужчины,4.3
2018,процент,Туркестанская,,мужчины,12.0
2018,процент,Восточно-Казахстанская,,мужчины,3.1
2018,процент,г.Нур-Султан,,мужчины,4.1
2018,процент,г.Алматы,,мужчины,2.7
2018,процент,г.Шымкент,,мужчины,10.9
2018,процент,,,женщины,6.8
2018,процент,Акмолинская,,женщины,5.5
2018,процент,Актюбинская,,женщины,8.9
2018,процент,Алматинская,,женщины,8.6
2018,процент,Атырауская,,женщины,9.9
2018,процент,Западно-Казахстанская,,женщины,2.7
2018,процент,Жамбылская,,женщины,5.9
2018,процент,Карагандинская,,женщины,12.5
2018,процент,Костанайская,,женщины,4.8
2018,процент,Кызылординская,,женщины,4.8
2018,процент,Мангистауская,,женщины,7.1
2018,процент,Павлодарская,,женщины,3.4
2018,процент,Северо-Казахстанская,,женщины,12.1
2018,процент,Туркестанская,,женщины,10.8
2018,процент,Восточно-Казахстанская,,женщины,5.2
2018,процент,г.Нур-Султан,,женщины,4.1
2018,процент,г.Алматы,,женщины,4.0
2018,процент,г.Шымкент,,женщины,8.3
2018,процент,,Город,,5.4
2018,процент,Акмолинская,Город,,2.9
2018,процент,Актюбинская,Город,,7.3
2018,процент,Алматинская,Город,,5.5
2018,процент,Атырауская,Город,,7.0
2018,процент,Западно-Казахстанская,Город,,1.4
2018,процент,Жамбылская,Город,,5.8
2018,процент,Карагандинская,Город,,9.9
2018,процент,Костанайская,Город,,4.2
2018,процент,Кызылординская,Город,,3.5
2018,процент,Мангистауская,Город,,3.4
2018,процент,Павлодарская,Город,,2.3
2018,процент,Северо-Казахстанская,Город,,9.7
2018,процент,Туркестанская,Город,,12.8
2018,процент,Восточно-Казахстанская,Город,,3.0
2018,процент,г.Нур-Султан,Город,,4.1
2018,процент,г.Алматы,Город,,3.4
2018,процент,г.Шымкент,Город,,9.5
2018,процент,,село,,6.9
2018,процент,Акмолинская,село,,5.8
2018,процент,Актюбинская,село,,5.3
2018,процент,Алматинская,село,,6.2
2018,процент,Атырауская,село,,4.8
2018,процент,Западно-Казахстанская,село,,3.0
2018,процент,Жамбылская,село,,5.9
2018,процент,Карагандинская,село,,9.1
2018,процент,Костанайская,село,,4.0
2018,процент,Кызылординская,село,,4.3
2018,процент,Мангистауская,село,,6.6
2018,процент,Павлодарская,село,,10.0
2018,процент,Северо-Казахстанская,село,,6.5
2018,процент,Восточно-Казахстанская,село,,11.2
2018,процент,Туркестанская,село,,6.0
2019,процент,,,,5.2
2019,процент,Акмолинская,,,4.9
2019,процент,Актюбинская,,,6.4
2019,процент,Алматинская,,,4.5
2019,процент,Атырауская,,,5.2
2019,процент,Западно-Казахстанская,,,2.1
2019,процент,Жамбылская,,,4.5
2019,процент,Карагандинская,,,8.5
2019,процент,Костанайская,,,3.5
2019,процент,Кызылординская,,,5.6
2019,процент,Мангистауская,,,5.7
2019,процент,Павлодарская,,,3.6
2019,процент,Северо-Казахстанская,,,6.9
2019,процент,Туркестанская,,,9.7
2019,процент,Восточно-Казахстанская,,,4.8
2019,процент,г.Нур-Султан,,,2.0
2019,процент,г.Алматы,,,3.4
2019,процент,г.Шымкент,,,5.1
2019,процент,,,мужчины,3.6
2019,процент,Акмолинская,,мужчины,2.9
2019,процент,Актюбинская,,мужчины,5.2
2019,процент,Алматинская,,мужчины,3.2
2019,процент,Атырауская,,мужчины,5.5
2019,процент,Западно-Казахстанская,,мужчины,1.8
2019,процент,Жамбылская,,мужчины,4.0
2019,процент,Карагандинская,,мужчины,5.8
2019,процент,Костанайская,,мужчины,3.1
2019,процент,Кызылординская,,мужчины,5.1
2019,процент,Мангистауская,,мужчины,3.5
2019,процент,Павлодарская,,мужчины,3.4
2019,процент,Северо-Казахстанская,,мужчины,4.0
2019,процент,Туркестанская,,мужчины,3.8
2019,процент,Восточно-Казахстанская,,мужчины,2.7
2019,процент,г.Нур-Султан,,мужчины,1.9
2019,процент,г.Алматы,,мужчины,1.9
2019,процент,г.Шымкент,,мужчины,6.3
2019,процент,,,женщины,6.7
2019,процент,Акмолинская,,женщины,7.0
2019,процент,Актюбинская,,женщины,7.6
2019,процент,Алматинская,,женщины,6.0
2019,процент,Атырауская,,женщины,4.8
2019,процент,Западно-Казахстанская,,женщины,2.3
2019,процент,Жамбылская,,женщины,5.0
2019,процент,Карагандинская,,женщины,11.5
2019,процент,Костанайская,,женщины,3.8
2019,процент,Кызылординская,,женщины,6.2
2019,процент,Мангистауская,,женщины,8.2
2019,процент,Павлодарская,,женщины,3.9
2019,процент,Северо-Казахстанская,,женщины,10.3
2019,процент,Туркестанская,,женщины,15.5
2019,процент,Восточно-Казахстанская,,женщины,6.9
2019,процент,г.Нур-Султан,,женщины,2.1
2019,процент,г.Алматы,,женщины,4.5
2019,процент,г.Шымкент,,женщины,4.0
2019,процент,,Город,,4.6
2019,процент,Акмолинская,Город,,4.4
2019,процент,Актюбинская,Город,,6.3
2019,процент,Алматинская,Город,,5.8
2019,процент,Атырауская,Город,,6.1
2019,процент,Западно-Казахстанская,Город,,1.4
2019,процент,Жамбылская,Город,,5.3
2019,процент,Карагандинская,Город,,8.3
2019,процент,Костанайская,Город,,2.8
2019,процент,Кызылординская,Город,,5.4
2019,процент,Мангистауская,Город,,2.8
2019,процент,Павлодарская,Город,,2.2
2019,процент,Северо-Казахстанская,Город,,7.1
2019,процент,Туркестанская,Город,,11.2
2019,процент,Восточно-Казахстанская,Город,,4.4
2019,процент,г.Нур-Султан,Город,,2.0
2019,процент,г.Алматы,Город,,3.4
2019,процент,г.Шымкент,Город,,5.1
2019,процент,,село,,6.0
2019,процент,Акмолинская,село,,5.3
2019,процент,Актюбинская,село,,6.7
2019,процент,Алматинская,село,,4.2
2019,процент,Атырауская,село,,4.3
2019,процент,Западно-Казахстанская,село,,2.8
2019,процент,Жамбылская,село,,4.0
2019,процент,Карагандинская,село,,9.2
2019,процент,Костанайская,село,,4.2
2019,процент,Кызылординская,село,,5.8
2019,процент,Мангистауская,село,,7.3
2019,процент,Павлодарская,село,,7.8
2019,процент,Северо-Казахстанская,село,,6.6
2019,процент,Восточно-Казахстанская,село,,9.5
2019,процент,Туркестанская,село,,5.7
